"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2000 General Election","ALLEGHENY","Representative in the General Assembly","24th Legislative District","Democratic","PRESTON, JOSEPH","16,562","16,562","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","25th Legislative District","Democratic","MARKOSEK, JOSEPH F.","13,665","13,665","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","27th Legislative District","Democratic","PETRONE, THOMAS C.","15,786","15,786","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","27th Legislative District","Green","LARSON, CURT","1,513","1,513","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","27th Legislative District","Reform","LIBERATORE, FRANK","573","573","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","28th Legislative District","Republican","ORIE, JANE","26,269","26,269","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","29th Legislative District","Republican / Democratic","MAYERNIK, DAVE","25,918","25,918","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","30th Legislative District","Republican / Democratic","HABAY, JEFFREY E.","29,154","29,154","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","32nd Legislative District","Republican","SEVCIK, BOB","8,068","8,068","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","32nd Legislative District","Democratic","DELUCA, ANTHONY M.","16,577","16,577","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Republican","MERCURI, VINCE","10,350","10,350","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Democratic","DERMODY, FRANK","15,198","15,198","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","34th Legislative District","Republican","CARMINE, JAMES","6,279","6,279","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","34th Legislative District","Democratic","COSTA, PAUL","18,266","18,266","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","35th Legislative District","Democratic","MICHLOVIC, TOM","13,736","13,736","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","36th Legislative District","Democratic","READSHAW, HARRY","18,489","18,489","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","38th Legislative District","Democratic","RUFFING, KENNETH W.","17,066","17,066","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","39th Legislative District","Republican","LARCINESE, MARY","9,484","9,484","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","39th Legislative District","Democratic","LEVDANSKY, DAVID","14,274","14,274","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","40th Legislative District","Republican","MAHER, JOHN A.","16,250","16,250","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","41st Legislative District","Republican","ARNONI, RON","8,637","8,637","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","41st Legislative District","Democratic","KAISER, RALPH","19,842","19,842","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Republican","STEVENSON, TOM","16,878","16,878","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Democratic","FINNERTY, MICHAEL J.","13,706","13,706","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","44th Legislative District","Republican / Democratic","PIPPY, JOHN","25,494","25,494","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","45th Legislative District","Democratic","TRELLO, FRED A.","18,388","18,388","","","","","","","","","",""
"2000 General Election","ALLEGHENY","Representative in the General Assembly","54th Legislative District","Democratic","PALLONE, JOHN E.","1,650","1,650","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Senator in the General Assembly","41st Senatorial District","Republican","WHITE, DON","15,588","15,588","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Senator in the General Assembly","41st Senatorial District","Democratic","MCQUOWN, JAMES","11,616","11,616","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON, RICHARD R.","5,043","5,043","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Representative in the General Assembly","8th Legislative District","Democratic","COULTER, JAMES C.","4,042","4,042","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Representative in the General Assembly","60th Legislative District","Republican","COLEMAN, JEFF","6,047","6,047","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Representative in the General Assembly","60th Legislative District","Democratic","PESCI, TIMOTHY L.","5,564","5,564","","","","","","","","","",""
"2000 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Republican / Democratic","MCILHATTAN, FRED","6,370","6,370","","","","","","","","","",""
"2000 General Election","BEAVER","Senator in the General Assembly","47th Senatorial District","Republican / Democratic","LA VALLE, GERALD J.","65,136","65,136","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","10th Legislative District","Democratic","LAGROTTA, FRANK","222","222","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Republican","KORDING, JEFFREY T.","5,687","5,687","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Democratic","VEON, MIKE","15,183","15,183","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Democratic","COLAFELLA, NICK","20,908","20,908","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Constitution","JOHNSTON, GORDON","2,505","2,505","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Republican","FERGUSON, SARAH","3,593","3,593","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Democratic","LAUGHLIN, SUSAN","12,740","12,740","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Republican","BAGLEY, HUGH K.","3,539","3,539","","","","","","","","","",""
"2000 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Democratic","LESCOVITZ, VICTOR JOHN","6,874","6,874","","","","","","","","","",""
"2000 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Republican / Democratic","HESS, DICK L.","16,411","16,411","","","","","","","","","",""
"2000 General Election","BEDFORD","Representative in the General Assembly","80th Legislative District","Republican","STERN, JERRY A.","1,611","1,611","","","","","","","","","",""
"2000 General Election","BERKS","Senator in the General Assembly","11th Senatorial District","Republican / Democratic","O'PAKE, MICHAEL A.","81,926","81,926","","","","","","","","","",""
"2000 General Election","BERKS","Senator in the General Assembly","11th Senatorial District","Green","PULLANO, JENNARO","4,405","4,405","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Republican","ARGALL, DAVID G.","6,880","6,880","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Democratic","BELSAK, ANDREW","2,274","2,274","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Republican","CINFICI, WILLIAM","6,466","6,466","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Democratic","SANTONI, DANTE","15,793","15,793","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Republican","CHAPIN, ANN B.","3,075","3,075","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Democratic","CALTAGIRONE, THOMAS R.","9,290","9,290","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Republican","ROHRER, SAMUEL E.","17,250","17,250","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Democratic","HERMAN, TOM","10,057","10,057","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Republican","MILLER, SHEILA","22,270","22,270","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Republican","LEH, DENNIS E.","16,404","16,404","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Democratic","MILLER, CHARLES J","7,710","7,710","","","","","","","","","",""
"2000 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Republican","SEMMEL, PAUL W","5,901","5,901","","","","","","","","","",""
"2000 General Election","BLAIR","Representative in the General Assembly","79th Legislative District","Republican / Democratic","GEIST, RICHARD A.","17,187","17,187","","","","","","","","","",""
"2000 General Election","BLAIR","Representative in the General Assembly","80th Legislative District","Republican","STERN, JERRY A.","17,377","17,377","","","","","","","","","",""
"2000 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Republican","SATHER, LARRY O.","4,705","4,705","","","","","","","","","",""
"2000 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Democratic","STROMAN, STEVE","1,653","1,653","","","","","","","","","",""
"2000 General Election","BRADFORD","Senator in the General Assembly","23rd Senatorial District","Republican","MADIGAN, ROGER A.","19,787","19,787","","","","","","","","","",""
"2000 General Election","BRADFORD","Representative in the General Assembly","68th Legislative District","Republican / Democratic","BAKER, MATTHEW E.","6,319","6,319","","","","","","","","","",""
"2000 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Republican","PICKETT, TINA","11,184","11,184","","","","","","","","","",""
"2000 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Democratic","BARR, DEBORAH","5,355","5,355","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Republican","DIGIROLAMO, GENE D.","14,453","14,453","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Republican","STEIL, DAVID J.","24,547","24,547","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","140th Legislative District","Democratic","CORRIGAN, THOMAS C.","15,174","15,174","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Republican","CAWLEY, JIM","8,544","8,544","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Democratic","MELIO, ANTHONY J.","11,267","11,267","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Reform","MARTINO, D. DANIEL","408","408","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Republican","WRIGHT, MATTHEW N.","16,768","16,768","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Republican","MCILHINNEY, CHUCK","21,153","21,153","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Democratic","SERPICO, CHRISTOPHER J.","17,310","17,310","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Republican","WATSON, KATHARINE M.","16,629","16,629","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Democratic","HALL, DAVID M.","12,167","12,167","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Reform","CONTINO, ROBERT J.","282","282","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Republican","CLYMER, PAUL IRVIN","17,368","17,368","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","152nd Legislative District","Republican","CORNELL, ROY W.","3,674","3,674","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Republican","REINARD, ROY","16,424","16,424","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Democratic","CHERKIN, CARL","12,429","12,429","","","","","","","","","",""
"2000 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Reform","RUSSELL, JAY","621","621","","","","","","","","","",""
"2000 General Election","BUTLER","Senator in the General Assembly","21st Senatorial District","Republican","WHITE, MARY JO","42,719","42,719","","","","","","","","","",""
"2000 General Election","BUTLER","Senator in the General Assembly","21st Senatorial District","Libertarian","ETZEL, VERNON L.","5,904","5,904","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON, RICHARD R.","2,997","2,997","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Democratic","COULTER, JAMES C.","2,008","2,008","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Democratic","LAGROTTA, FRANK","6,491","6,491","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Republican","ROCK, MIKE","7,691","7,691","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Democratic","TRAVAGLIO, GUY A.","16,036","16,036","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Republican","METCALFE, DARYL","25,785","25,785","","","","","","","","","",""
"2000 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Independent","HANCHERICK, LOUIS P.","4,099","4,099","","","","","","","","","",""
"2000 General Election","CAMBRIA","Senator in the General Assembly","35th Senatorial District","Republican","CONNELL, J. ANTHONY","10,979","10,979","","","","","","","","","",""
"2000 General Election","CAMBRIA","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK, JOHN N.","48,532","48,532","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","62nd Legislative District","Republican","GALLO, RICH","366","366","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","62nd Legislative District","Democratic","STEELMAN, SARA G.","1,663","1,663","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Republican","CALLIHAN, THOMAS","5,528","5,528","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Democratic","WOJNAROSKI, EDWARD P.","15,444","15,444","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Republican","MCFARLAND, ARNIE","3,266","3,266","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Democratic","YEWCIC, TOM","12,399","12,399","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Republican","HOLTZ, FRANCIS","5,731","5,731","","","","","","","","","",""
"2000 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Democratic","HALUSKA, GARY","15,478","15,478","","","","","","","","","",""
"2000 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Republican","SLOCUM, BILL","910","910","","","","","","","","","",""
"2000 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Democratic","CALLA, JOSEPH J.","756","756","","","","","","","","","",""
"2000 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Constitution","KISER, ALAN R.","60","60","","","","","","","","","",""
"2000 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Independent","SCARNATI, JOSEPH B.","500","500","","","","","","","","","",""
"2000 General Election","CAMERON","Representative in the General Assembly","67th Legislative District","Republican","JADLOWIEC, KENNETH M.","1,798","1,798","","","","","","","","","",""
"2000 General Election","CARBON","Senator in the General Assembly","29th Senatorial District","Republican / Democratic","RHOADES, JAMES J.","19,510","19,510","","","","","","","","","",""
"2000 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Democratic","MCCALL, KEITH R.","14,696","14,696","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","74th Legislative District","Republican","MCCLURE, DAVID C.","1,815","1,815","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","74th Legislative District","Democratic","GEORGE, CAMILLE","2,333","2,333","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Republican","THOMPSON, GLENN W.","4,206","4,206","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Democratic","HANNA, MIKE","4,507","4,507","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Republican","HERMAN, LYNN","12,241","12,241","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Democratic","HAHN, DONALD M.","5,897","5,897","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Green","STITH, JOHN R.","1,699","1,699","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Republican","BENNINGHOFF, KERRY A.","13,128","13,128","","","","","","","","","",""
"2000 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Libertarian","STROH, KATHLEEN L.","1,392","1,392","","","","","","","","","",""
"2000 General Election","CHESTER","Senator in the General Assembly","9th Senatorial District","Republican","BELL, CLARENCE D.","13,457","13,457","","","","","","","","","",""
"2000 General Election","CHESTER","Senator in the General Assembly","19th Senatorial District","Republican","THOMPSON, ROBERT J.","70,210","70,210","","","","","","","","","",""
"2000 General Election","CHESTER","Senator in the General Assembly","19th Senatorial District","Democratic","BOSAK, THOMAS J.","40,749","40,749","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Republican","HERSHEY, ARTHUR D.","13,898","13,898","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Republican","HENNESSEY, TIM","12,273","12,273","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Democratic","SPAULDING, CHERYL C.","8,881","8,881","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","155th Legislative District","Republican","SCHRODER, CURT","23,643","23,643","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Republican","TAYLOR, ELINOR Z.","17,462","17,462","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Democratic","BURTON, A. WAYNE","11,470","11,470","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Republican","RUBLEY, CAROLE A.","22,706","22,706","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Republican","ROSS, CHRIS","20,519","20,519","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Democratic","FRANKLIN, SHERRILL","8,167","8,167","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Libertarian","EVANS, KENNETH A.","1,588","1,588","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Republican","FLICK, BOB","17,296","17,296","","","","","","","","","",""
"2000 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Democratic","COHEN, MICHELLE","8,346","8,346","","","","","","","","","",""
"2000 General Election","CLARION","Senator in the General Assembly","21st Senatorial District","Republican","WHITE, MARY JO","12,275","12,275","","","","","","","","","",""
"2000 General Election","CLARION","Senator in the General Assembly","21st Senatorial District","Libertarian","ETZEL, VERNON L.","2,066","2,066","","","","","","","","","",""
"2000 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Republican / Democratic","MCILHATTAN, FRED","14,996","14,996","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Republican","SLOCUM, BILL","2,535","2,535","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Democratic","CALLA, JOSEPH J.","3,378","3,378","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Constitution","KISER, ALAN R.","80","80","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Independent","SCARNATI, JOSEPH B.","4,426","4,426","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","35th Senatorial District","Republican","CONNELL, J. ANTHONY","7,021","7,021","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK, JOHN N.","12,068","12,068","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","66th Legislative District","Republican","SMITH, SAM","971","971","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Republican","MCCLURE, DAVID C.","4,974","4,974","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Democratic","GEORGE, CAMILLE","13,932","13,932","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","75th Legislative District","Republican","MEIER, DAVID P.","2,565","2,565","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","75th Legislative District","Democratic","SURRA, DAN A.","7,471","7,471","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","77th Legislative District","Republican","HERMAN, LYNN","244","244","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","77th Legislative District","Democratic","HAHN, DONALD M.","55","55","","","","","","","","","",""
"2000 General Election","CLEARFIELD","Representative in the General Assembly","77th Legislative District","Green","STITH, JOHN R.","2","2","","","","","","","","","",""
"2000 General Election","CLINTON","Representative in the General Assembly","76th Legislative District","Republican","THOMPSON, GLENN W.","4,065","4,065","","","","","","","","","",""
"2000 General Election","CLINTON","Representative in the General Assembly","76th Legislative District","Democratic","HANNA, MIKE","7,773","7,773","","","","","","","","","",""
"2000 General Election","COLUMBIA","Senator in the General Assembly","27th Senatorial District","Republican","HELFRICK, EDWARD W.","16,583","16,583","","","","","","","","","",""
"2000 General Election","COLUMBIA","Representative in the General Assembly","107th Legislative District","Republican","PFAFF, CHRIS","468","468","","","","","","","","","",""
"2000 General Election","COLUMBIA","Representative in the General Assembly","107th Legislative District","Democratic","BELFANTI, ROBERT E.","943","943","","","","","","","","","",""
"2000 General Election","COLUMBIA","Representative in the General Assembly","109th Legislative District","Republican","GOSCIMINSKI, CONRAD S.","4,031","4,031","","","","","","","","","",""
"2000 General Election","COLUMBIA","Representative in the General Assembly","109th Legislative District","Democratic","GORDNER, JOHN R.","15,964","15,964","","","","","","","","","",""
"2000 General Election","CRAWFORD","Representative in the General Assembly","5th Legislative District","Republican","EVANS, JOHN R.","3,923","3,923","","","","","","","","","",""
"2000 General Election","CRAWFORD","Representative in the General Assembly","5th Legislative District","Democratic","MULKEARN, KAREN L.","2,388","2,388","","","","","","","","","",""
"2000 General Election","CRAWFORD","Representative in the General Assembly","6th Legislative District","Republican","FORCIER, TERESA","14,697","14,697","","","","","","","","","",""
"2000 General Election","CRAWFORD","Representative in the General Assembly","17th Legislative District","Republican","WILT, ROD E.","3,632","3,632","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Senator in the General Assembly","31st Senatorial District","Republican","MOWERY, HAROLD F.","49,437","49,437","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Senator in the General Assembly","31st Senatorial District","Democratic","HERTZLER, JAMES H.","26,748","26,748","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Senator in the General Assembly","33rd Senatorial District","Republican / Democratic","PUNT, TERRY","8,618","8,618","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","86th Legislative District","Republican","EGOLF, ALLAN","2,927","2,927","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","87th Legislative District","Republican","VANCE, PATRICIA H.","23,039","23,039","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","87th Legislative District","Democratic","MUSTIN, ROBERT","6,620","6,620","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","88th Legislative District","Republican","NAILOR, JERRY L.","20,583","20,583","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","88th Legislative District","Democratic","CHOQUETTE, JAMA","6,152","6,152","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","88th Legislative District","Libertarian","STOREY, OTTO J.","315","315","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","88th Legislative District","COA","REED, DONALD","464","464","","","","","","","","","",""
"2000 General Election","CUMBERLAND","Representative in the General Assembly","89th Legislative District","Republican","GILL, KENNETH L.","1,073","1,073","","","","","","","","","",""
