"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2008 General Election","ALLEGHENY","Representative in the General Assembly","32nd Legislative District","Republican","O'CONNOR                 , JOSEPH           F.","8,066","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Democratic","DERMODY                  , FRANK","14,601","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Republican","DAVIDEK                  , JASON","14,013","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","34th Legislative District","Democratic","COSTA                    , PAUL","25,137","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","35th Legislative District","Democratic","GERGELY                  , MARC             J.","20,318","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","35th Legislative District","Libertarian","POSIPANKA                , DAVID","2,549","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","36th Legislative District","Democratic","READSHAW                 , HARRY","23,951","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","38th Legislative District","Democratic","KORTZ                    , BILL","20,089","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","38th Legislative District","Republican","DAVIS                    , DANIEL","7,700","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","39th Legislative District","Democratic","LEVDANSKY                , DAVID","12,571","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","39th Legislative District","Republican","DOUGLAS                  , MONICA","10,857","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","40th Legislative District","Republican","MAHER                    , JOHN","18,954","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Democratic","SMITH                    , MATT","22,919","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Republican","BLAZECK                  , JIM","12,139","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","44th Legislative District","Democratic","LEE                      , AYANNA           M.","12,798","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","44th Legislative District","Republican","MUSTIO                   , MARK","21,778","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","45th Legislative District","Democratic","KOTIK                    , NICK","24,442","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","46th Legislative District","Democratic","WHITE                    , JESSE","1,219","0","0","","","","","","","","",""
"2008 General Election","ALLEGHENY","Representative in the General Assembly","46th Legislative District","Republican","YUVAN                    , FRANK","577","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Senator in the General Assembly","41st Senatorial District","Democratic / Republican","WHITE                    , DON","21,699","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","54th Legislative District","Democratic","PALLONE                  , JOHN             E.","2,336","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","55th Legislative District","Democratic","PETRARCA                 , JOSEPH           A.","809","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","60th Legislative District","Democratic / Republican","PYLE                     , JEFFREY","17,664","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Democratic","ELLENBERGER              , MATTHEW","2,240","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Republican","OBERLANDER               , DONNA","4,607","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Libertarian","ROBERTSON                , MICHAEL          J.","138","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","66th Legislative District","Democratic","ELMASRY                  , SAMY","68","0","0","","","","","","","","",""
"2008 General Election","ARMSTRONG","Representative in the General Assembly","66th Legislative District","Republican","SMITH                    , SAM","331","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Senator in the General Assembly","47th Senatorial District","Democratic","PETRELLA                 , JASON            M.","32,068","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Senator in the General Assembly","47th Senatorial District","Republican","VOGEL                    , ELDER","44,596","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","9th Legislative District","Democratic / Republican","SAINATO                  , CHRIS","803","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","10th Legislative District","Democratic","GIBBONS                  , JARET","4,511","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","10th Legislative District","Republican","MORABITO                 , BOB","4,164","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Democratic","ROUSSEAU                 , DENNIS","10,544","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Republican","MARSHALL                 , JIM","15,060","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Democratic","BIANCUCCI                , VINCENT          A.","14,309","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Republican","CHRISTIANA               , JIM","15,167","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Democratic","MATZIE                   , ROBERT           F.","13,247","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Democratic","WHITE                    , JESSE","916","0","0","","","","","","","","",""
"2008 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Republican","YUVAN                    , FRANK","751","0","0","","","","","","","","",""
"2008 General Election","BEDFORD","Representative in the General Assembly","69th Legislative District","Democratic","WARNICK                  , KEN","839","0","0","","","","","","","","",""
"2008 General Election","BEDFORD","Representative in the General Assembly","69th Legislative District","Republican","METZGAR                  , CARL             WALKER","2,216","0","0","","","","","","","","",""
"2008 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Democratic / Republican","HESS                     , DICK             L.","18,463","0","0","","","","","","","","",""
"2008 General Election","BERKS","Senator in the General Assembly","11th Senatorial District","Democratic","O'PAKE                   , MICHAEL          A.","76,885","0","0","","","","","","","","",""
"2008 General Election","BERKS","Senator in the General Assembly","11th Senatorial District","Republican","FUHS                     , STEPHEN          P.","30,991","0","0","","","","","","","","",""
"2008 General Election","BERKS","Senator in the General Assembly","29th Senatorial District","Democratic","SYMONS                   , PETER            PJ","3,994","0","0","","","","","","","","",""
"2008 General Election","BERKS","Senator in the General Assembly","29th Senatorial District","Republican","RHOADES                  , JAMES            J.","6,824","0","0","","","","","","","","",""
"2008 General Election","BERKS","Senator in the General Assembly","29th Senatorial District","No Party Affiliation","BAYLOR                   , DENNIS","284","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Democratic","MACKEY                   , BILL","4,264","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Republican","ARGALL                   , DAVID            G.","7,993","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Democratic","SEIP                     , TIM","2,508","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Republican","HORNBERGER               , GARY             L.","2,037","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Democratic","SANTONI                  , DANTE","22,504","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Democratic","CALTAGIRONE              , THOMAS           R.","16,557","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Democratic","WOODWARD                 , JOHN             C.","16,153","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Republican","ROHRER                   , SAMUEL           E.","17,630","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Republican","COX                      , JIM","23,768","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Democratic","KESSLER                  , DAVID            R.","18,479","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Republican","GOKEY                    , RICHARD          L.","14,344","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","134th Legislative District","Republican","REICHLEY                 , DOUGLAS          G.","3,462","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Democratic","RITTER                   , JOHN             R.","5,432","0","0","","","","","","","","",""
"2008 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Republican","DAY                      , GARY","4,229","0","0","","","","","","","","",""
"2008 General Election","BLAIR","Representative in the General Assembly","79th Legislative District","Republican","GEIST                    , RICHARD          A.","19,124","0","0","","","","","","","","",""
"2008 General Election","BLAIR","Representative in the General Assembly","80th Legislative District","Republican","STERN                    , JERRY            A.","24,278","0","0","","","","","","","","",""
"2008 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Republican","FLECK                    , MICHAEL          E.","1,666","0","0","","","","","","","","",""
"2008 General Election","BRADFORD","Senator in the General Assembly","23rd Senatorial District","Democratic","CASIMIR                  , LOUIS            TREY","7,376","0","0","","","","","","","","",""
"2008 General Election","BRADFORD","Senator in the General Assembly","23rd Senatorial District","Republican","YAW                      , GENE","16,018","0","0","","","","","","","","",""
"2008 General Election","BRADFORD","Senator in the General Assembly","23rd Senatorial District","Independent","DINCHER                  , MICHAEL          A.","1,643","0","0","","","","","","","","",""
"2008 General Election","BRADFORD","Representative in the General Assembly","68th Legislative District","Democratic / Republican","BAKER                    , MATTHEW          E.","6,962","0","0","","","","","","","","",""
"2008 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Republican","PICKETT                  , TINA","16,300","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Democratic","MARTIN                   , HARRIS","9,058","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Republican","DIGIROLAMO               , GENE","18,550","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Democratic","KIRSCH                   , BRAD","14,633","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Republican","O'NEILL                  , BERNIE","21,431","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Democratic","SANTARSIERO              , STEVE","18,952","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Republican","STAINTHORPE              , PETE","16,873","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","140th Legislative District","Democratic","GALLOWAY                 , JOHN             T.","21,540","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Democratic","MELIO                    , ANTHONY          J.","21,461","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Democratic","KING                     , CHRIS","15,590","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Republican","FARRY                    , FRANK","16,671","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Democratic","ALLISON                  , DIANE","13,719","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Republican","QUINN                    , MARGUERITE","20,412","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Independent","LINGENFELTER             , TOM","1,047","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Democratic","MEYERSON                 , MITCHELL         B.","12,250","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Republican","WATSON                   , KATHARINE        M.","22,549","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Democratic","PETERSON                 , TOM","12,527","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Republican","CLYMER                   , PAUL             I.","19,148","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Democratic","ROVNER                   , STEVEN","14,358","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Republican","PETRI                    , SCOTT            A.","20,557","0","0","","","","","","","","",""
"2008 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Independent","O'NEILL                  , BILL","910","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Senator in the General Assembly","21st Senatorial District","Republican","WHITE                    , MARY JO","21,647","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Senator in the General Assembly","21st Senatorial District","Libertarian","LUCAS                    , MARY             LEA","4,287","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Senator in the General Assembly","41st Senatorial District","Democratic / Republican","WHITE                    , DON","13,073","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON                , DICK","16,659","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Democratic","GIBBONS                  , JARET","2,272","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Republican","MORABITO                 , BOB","1,604","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Democratic","WILSON                   , DAVE","9,096","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Republican","ELLIS                    , BRIAN            L.","18,710","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Democratic","OLESNEVICH               , JOHN","11,762","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Republican","METCALFE                 , DARYL","23,951","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Republican","HUTCHINSON               , SCOTT            E.","1,337","0","0","","","","","","","","",""
"2008 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Libertarian","MAYS                     , VANCE            H.","180","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK                  , JOHN             N.","42,911","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Senator in the General Assembly","35th Senatorial District","Republican","VERANESE                 , JOSEPH           W.","22,246","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Democratic","BARBIN                   , BRYAN","12,960","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Republican","RIGBY                    , JIM","12,778","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Democratic","BURNS                    , FRANK","8,636","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Republican","VOCCIO                   , CHRIS","6,980","0","0","","","","","","","","",""
"2008 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Democratic / Republican","HALUSKA                  , GARY","22,601","0","0","","","","","","","","",""
"2008 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Democratic","HILLIARD                 , DONALD           L.","694","0","0","","","","","","","","",""
"2008 General Election","CAMERON","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI                 , JOSEPH           B.","1,509","0","0","","","","","","","","",""
"2008 General Election","CAMERON","Representative in the General Assembly","67th Legislative District","Republican","CAUSER                   , MARTIN           T.","1,791","0","0","","","","","","","","",""
"2008 General Election","CARBON","Senator in the General Assembly","29th Senatorial District","Democratic","SYMONS                   , PETER            PJ","4,472","0","0","","","","","","","","",""
"2008 General Election","CARBON","Senator in the General Assembly","29th Senatorial District","Republican","RHOADES                  , JAMES            J.","7,436","0","0","","","","","","","","",""
"2008 General Election","CARBON","Senator in the General Assembly","29th Senatorial District","No Party Affiliation","BAYLOR                   , DENNIS","383","0","0","","","","","","","","",""
"2008 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Democratic","MCCALL                   , KEITH","16,981","0","0","","","","","","","","",""
"2008 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Republican","HEFFLEY                  , DOYLE            M.","9,549","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK                  , JOHN             N.","2,118","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Senator in the General Assembly","35th Senatorial District","Republican","VERANESE                 , JOSEPH           W.","733","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Democratic","HANNA                    , MIKE","5,716","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Republican","YOST                     , HAROLD           C.","2,957","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Democratic","CONKLIN                  , H.               SCOTT","23,618","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Republican","MARTIN                   , THOMAS           A.","10,310","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Democratic","TOSTI-VASEY              , JOANNE","11,172","0","0","","","","","","","","",""
"2008 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Republican","BENNINGHOFF              , KERRY","19,426","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Senator in the General Assembly","9th Senatorial District","Democratic","LINDER                   , JOHN","20,717","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Senator in the General Assembly","9th Senatorial District","Republican","PILEGGI                  , DOMINIC","31,010","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Senator in the General Assembly","19th Senatorial District","Democratic","DINNIMAN                 , ANDREW           E.","78,994","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Senator in the General Assembly","19th Senatorial District","Republican","KANTROWITZ               , STEVE","56,256","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Democratic","HOUGHTON                 , TOM","15,889","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Republican","LAWRENCE                 , JOHN             A.","15,453","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Independent","HERSHEY                  , RONALD           K.","2,028","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Democratic","KAUFMAN                  , FERN             B.","15,437","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Republican","HENNESSEY                , TIM","16,757","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","155th Legislative District","Republican","SCHRODER                 , CURT","27,460","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Democratic","SMITH                    , BARBARA          MCILVAINE","18,259","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Republican","ROYER                    , SHANNON","15,981","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Democratic","DRUCKER                  , PAUL             J.","14,941","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Republican","CIARROCCHI               , GUY","14,334","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Republican","ROSS                     , CHRIS","25,004","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","160th Legislative District","Republican","BARRAR                   , STEPHEN","4,760","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Democratic","PALMACCIO                , CAROL","15,871","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Republican","MILNE                    , DUANE","20,511","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Democratic","THOMAS                   , IAN","2,367","0","0","","","","","","","","",""
"2008 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Republican","KILLION                  , THOMAS","3,678","0","0","","","","","","","","",""
"2008 General Election","CLARION","Senator in the General Assembly","21st Senatorial District","Republican","WHITE                    , MARY JO","13,857","0","0","","","","","","","","",""
"2008 General Election","CLARION","Senator in the General Assembly","21st Senatorial District","Libertarian","LUCAS                    , MARY             LEA","2,510","0","0","","","","","","","","",""
"2008 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Democratic","ELLENBERGER              , MATTHEW","5,966","0","0","","","","","","","","",""
"2008 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Republican","OBERLANDER               , DONNA","11,362","0","0","","","","","","","","",""
"2008 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Libertarian","ROBERTSON                , MICHAEL          J.","428","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Democratic","HILLIARD                 , DONALD           L.","6,040","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Senator in the General Assembly","25th Senatorial District","Republican","SCARNATI                 , JOSEPH           B.","10,034","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK                  , JOHN             N.","7,485","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Senator in the General Assembly","35th Senatorial District","Republican","VERANESE                 , JOSEPH           W.","3,158","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Senator in the General Assembly","41st Senatorial District","Democratic / Republican","WHITE                    , DON","5,862","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Democratic","GEORGE                   , CAMILLE","14,744","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Representative in the General Assembly","74th Legislative District","Republican","HANSEL                   , RICHARD","8,518","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Representative in the General Assembly","75th Legislative District","Democratic","SURRA                    , DAN              A.","4,587","0","0","","","","","","","","",""
"2008 General Election","CLEARFIELD","Representative in the General Assembly","75th Legislative District","Republican","GABLER                   , MATT","5,920","0","0","","","","","","","","",""
"2008 General Election","CLINTON","Senator in the General Assembly","35th Senatorial District","Democratic","WOZNIAK                  , JOHN             N.","8,670","0","0","","","","","","","","",""
"2008 General Election","CLINTON","Senator in the General Assembly","35th Senatorial District","Republican","VERANESE                 , JOSEPH           W.","5,603","0","0","","","","","","","","",""
"2008 General Election","CLINTON","Representative in the General Assembly","76th Legislative District","Democratic","HANNA                    , MIKE","10,374","0","0","","","","","","","","",""
