"county_fips","state","dem","gop","other"
"40023","OKLAHOMA",1082,4698,52
"40025","OKLAHOMA",70,970,14
"40027","OKLAHOMA",49827,66677,3274
"40029","OKLAHOMA",374,2091,59
"40031","OKLAHOMA",13747,20905,979
"40033","OKLAHOMA",393,2117,62
"40035","OKLAHOMA",1217,4686,129
"40037","OKLAHOMA",6577,23294,634
"40039","OKLAHOMA",2369,8060,262
"40041","OKLAHOMA",3472,13557,216
"40043","OKLAHOMA",214,2124,21
"40045","OKLAHOMA",162,1688,23
"40047","OKLAHOMA",4919,16970,541
"40049","OKLAHOMA",1865,8878,179
"40051","OKLAHOMA",4144,18538,419
"40053","OKLAHOMA",280,1916,30
"40055","OKLAHOMA",328,1605,40
"40057","OKLAHOMA",177,747,9
"40059","OKLAHOMA",136,1327,24
"40061","OKLAHOMA",783,4165,66
"40063","OKLAHOMA",919,3875,63
"40065","OKLAHOMA",1646,6392,183
"40067","OKLAHOMA",319,2026,40
"40069","OKLAHOMA",738,3441,72
"40071","OKLAHOMA",4040,12834,375
"40073","OKLAHOMA",854,5521,90
"40075","OKLAHOMA",699,2673,55
"40077","OKLAHOMA",762,3437,50
"40079","OKLAHOMA",3299,15213,293
"40081","OKLAHOMA",2609,12013,266
"40083","OKLAHOMA",5455,15608,511
"40085","OKLAHOMA",711,3305,60
"40087","OKLAHOMA",3582,15295,359
"40089","OKLAHOMA",1858,9485,124
"40091","OKLAHOMA",2031,6172,132
"40093","OKLAHOMA",320,3084,63
"40095","OKLAHOMA",1100,4891,73
"40097","OKLAHOMA",3581,12749,296
"40099","OKLAHOMA",1156,4612,126
"40101","OKLAHOMA",8027,16526,528
"40103","OKLAHOMA",1003,3821,114
"40105","OKLAHOMA",712,3610,69
"40107","OKLAHOMA",896,3058,84
"40109","OKLAHOMA",141724,145050,7966
"40111","OKLAHOMA",4357,9668,288
"40113","OKLAHOMA",6002,14121,415
"40115","OKLAHOMA",2686,8545,207
"40117","OKLAHOMA",1363,5267,156
"40119","OKLAHOMA",10904,17813,926
"40121","OKLAHOMA",3768,13851,305
"40123","OKLAHOMA",4117,10805,398
"40125","OKLAHOMA",7275,20240,670
"40127","OKLAHOMA",668,4016,55
"40129","OKLAHOMA",168,1629,37
"40131","OKLAHOMA",9589,34031,933
"40133","OKLAHOMA",2150,6011,176
"40135","OKLAHOMA",3035,12113,238
"40137","OKLAHOMA",3154,15560,343
"40139","OKLAHOMA",894,4505,122
"40141","OKLAHOMA",597,2076,35
"40143","OKLAHOMA",108996,150574,7108
"40145","OKLAHOMA",8464,26165,709
"40147","OKLAHOMA",5790,17076,635
"40149","OKLAHOMA",598,4086,93
"40151","OKLAHOMA",591,2993,94
"40153","OKLAHOMA",1005,6611,169
"41001","OREGON",2346,7352,234
"41003","OREGON",35827,14878,2094
"41005","OREGON",139043,110509,8127
"41007","OREGON",12916,10218,776
"41009","OREGON",13835,17150,1236
"41011","OREGON",14243,21829,1003
"41013","OREGON",3801,11287,360
"41015","OREGON",6058,8484,383
"41017","OREGON",65962,55646,3626
"41019","OREGON",19160,43298,1891
"41021","OREGON",324,834,20
"41023","OREGON",929,3545,122
"41025","OREGON",894,3475,112
"41027","OREGON",8764,3955,371
"41029","OREGON",59478,63869,3818
"41031","OREGON",4393,7189,331
"41033","OREGON",18451,31751,1439
"41035","OREGON",10388,25308,1030
"41037","OREGON",792,3470,101
"41039","OREGON",134366,80336,7551
"41041","OREGON",17385,12460,881
"41043","OREGON",26512,43486,2642
"41045","OREGON",3260,8187,357
"41047","OREGON",80872,79002,5660
"41049","OREGON",1371,3586,161
"41051","OREGON",367249,82995,13415
"41053","OREGON",22917,23732,1642
"41055","OREGON",260,921,27
"41057","OREGON",8066,8354,468
"41059","OREGON",10707,21270,1061
"41061","OREGON",4254,10298,392
"41063","OREGON",1625,3404,120
"41065","OREGON",6604,7035,491
"41067","OREGON",209940,99073,11313
"41069","OREGON",217,711,37
"41071","OREGON",27174,29551,2198
"42001","PENNSYLVANIA",18207,37523,810
"42003","PENNSYLVANIA",429065,282324,8344
"42005","PENNSYLVANIA",8457,27489,424
"42007","PENNSYLVANIA",38122,54759,1241
"42009","PENNSYLVANIA",4367,23025,182
"42011","PENNSYLVANIA",92895,109736,2909
"42013","PENNSYLVANIA",17636,45306,653
"42015","PENNSYLVANIA",8046,21600,513
"42017","PENNSYLVANIA",204712,187367,4155
"42019","PENNSYLVANIA",37508,74359,1438
"42021","PENNSYLVANIA",21730,48085,759
"42023","PENNSYLVANIA",634,1771,29
"42025","PENNSYLVANIA",11212,21984,433
"42027","PENNSYLVANIA",40055,36372,1066
"42029","PENNSYLVANIA",182372,128565,3565
"42031","PENNSYLVANIA",4678,14578,237
"42033","PENNSYLVANIA",9673,29203,546
"42035","PENNSYLVANIA",5502,11902,221
"42037","PENNSYLVANIA",10532,20098,541
"42039","PENNSYLVANIA",12924,28559,521
"42041","PENNSYLVANIA",62245,77212,2138
"42043","PENNSYLVANIA",78983,66408,1977
"42045","PENNSYLVANIA",206423,118532,2976
"42047","PENNSYLVANIA",4522,12140,244
"42049","PENNSYLVANIA",68286,66869,1928
"42051","PENNSYLVANIA",20444,41227,468
"42053","PENNSYLVANIA",728,1882,36
"42055","PENNSYLVANIA",22422,57245,1116
"42057","PENNSYLVANIA",1085,6824,68
"42059","PENNSYLVANIA",4911,12579,179
"42061","PENNSYLVANIA",5445,17061,286
"42063","PENNSYLVANIA",12634,28089,475
"42065","PENNSYLVANIA",4527,17960,337
"42067","PENNSYLVANIA",2253,9649,141
"42069","PENNSYLVANIA",61991,52334,1085
"42071","PENNSYLVANIA",115847,160209,4183
"42073","PENNSYLVANIA",15978,29597,501
"42075","PENNSYLVANIA",23932,46731,989
"42077","PENNSYLVANIA",98288,84259,2166
"42079","PENNSYLVANIA",64873,86929,1519
"42081","PENNSYLVANIA",16971,41462,821
"42083","PENNSYLVANIA",5098,14083,285
"42085","PENNSYLVANIA",21067,36143,744
"42087","PENNSYLVANIA",4603,16670,229
"42089","PENNSYLVANIA",44060,38726,1043
"42091","PENNSYLVANIA",319511,185460,5186
"42093","PENNSYLVANIA",3771,5844,156
"42095","PENNSYLVANIA",85087,83854,2001
"42097","PENNSYLVANIA",12677,28952,654
"42099","PENNSYLVANIA",5950,18293,409
"42101","PENNSYLVANIA",603790,132740,4847
"42103","PENNSYLVANIA",13019,19213,322
"42105","PENNSYLVANIA",1726,7239,99
"42107","PENNSYLVANIA",20727,48871,1005
"42109","PENNSYLVANIA",4910,13983,247
"42111","PENNSYLVANIA",8654,31466,423
"42113","PENNSYLVANIA",921,2619,55
"42115","PENNSYLVANIA",6236,15207,309
"42117","PENNSYLVANIA",4955,15742,378
"42119","PENNSYLVANIA",7475,12356,284
"42121","PENNSYLVANIA",7585,18569,374
"42123","PENNSYLVANIA",6066,14237,347
"42125","PENNSYLVANIA",45088,72080,1310
"42127","PENNSYLVANIA",9191,18637,261
"42129","PENNSYLVANIA",72129,130218,2350
"42131","PENNSYLVANIA",4704,9936,218
"42133","PENNSYLVANIA",88114,146733,3624
"44001","RHODE ISLAND",18050,9745,620
"44003","RHODE ISLAND",49113,42001,1979
"44005","RHODE ISLAND",29486,15722,940
"44007","RHODE ISLAND",165012,102551,5104
"44009","RHODE ISLAND",44549,29818,1693
"45001","SOUTH CAROLINA",4101,8215,117
"45003","SOUTH CAROLINA",32275,51589,1321
"45005","SOUTH CAROLINA",2718,835,40
"45007","SOUTH CAROLINA",27169,67565,1359
"45009","SOUTH CAROLINA",4010,2417,55
"45011","SOUTH CAROLINA",4720,5492,109
"45013","SOUTH CAROLINA",43419,53194,1222
"45015","SOUTH CAROLINA",45223,57397,1838
"45017","SOUTH CAROLINA",3905,4305,81
"45019","SOUTH CAROLINA",121485,93297,4075
"45021","SOUTH CAROLINA",6983,18043,244
"45023","SOUTH CAROLINA",6941,8660,156
"45025","SOUTH CAROLINA",7431,11297,148
"45027","SOUTH CAROLINA",8250,8361,122
"45029","SOUTH CAROLINA",8602,10440,241
"45031","SOUTH CAROLINA",15220,16832,365
"45033","SOUTH CAROLINA",6436,6582,83
"45035","SOUTH CAROLINA",33824,41913,1541
"45037","SOUTH CAROLINA",4953,8184,167
"45039","SOUTH CAROLINA",7382,4625,129
"45041","SOUTH CAROLINA",31153,32615,742
"45043","SOUTH CAROLINA",15822,20487,359
"45045","SOUTH CAROLINA",103030,150021,5104
"45047","SOUTH CAROLINA",12145,19431,430
"45049","SOUTH CAROLINA",5323,3906,76
"45051","SOUTH CAROLINA",59180,118821,1743
"45053","SOUTH CAROLINA",7185,7078,131
"45055","SOUTH CAROLINA",12699,20471,459
"45057","SOUTH CAROLINA",18937,30312,619
"45059","SOUTH CAROLINA",10159,20004,325
"45061","SOUTH CAROLINA",5329,3008,94
"45063","SOUTH CAROLINA",49301,92817,2450
"45065","SOUTH CAROLINA",2687,2958,52
"45067","SOUTH CAROLINA",8872,5711,121
"45069","SOUTH CAROLINA",6290,5044,112
"45071","SOUTH CAROLINA",6958,11443,230
"45073","SOUTH CAROLINA",10414,29698,556
"45075","SOUTH CAROLINA",27295,13603,307
"45077","SOUTH CAROLINA",13645,42907,994
"45079","SOUTH CAROLINA",132570,58313,2939
"45081","SOUTH CAROLINA",2963,6210,101
"45083","SOUTH CAROLINA",52926,93560,2169
"45085","SOUTH CAROLINA",27379,21000,541
"45087","SOUTH CAROLINA",4935,8183,139
"45089","SOUTH CAROLINA",10289,5532,164
"45091","SOUTH CAROLINA",59008,82727,2315
"46003","SOUTH DAKOTA",317,1052,36
"46005","SOUTH DAKOTA",2107,4808,166
"46007","SOUTH DAKOTA",466,694,23
"46009","SOUTH DAKOTA",721,2235,45
"46011","SOUTH DAKOTA",6110,8000,457
"46013","SOUTH DAKOTA",6538,10580,429
"46015","SOUTH DAKOTA",673,1750,67
"46017","SOUTH DAKOTA",352,183,14
"46019","SOUTH DAKOTA",939,3731,132
"46021","SOUTH DAKOTA",117,747,9
"46023","SOUTH DAKOTA",1177,2552,54
"46025","SOUTH DAKOTA",437,1373,40
"46027","SOUTH DAKOTA",3083,2456,159
"46029","SOUTH DAKOTA",3837,8958,366
"46031","SOUTH DAKOTA",622,647,14
"46033","SOUTH DAKOTA",1522,3852,120
"46035","SOUTH DAKOTA",2648,5613,193
"46037","SOUTH DAKOTA",1052,1869,43
"46039","SOUTH DAKOTA",609,1699,42
"46041","SOUTH DAKOTA",1131,790,45
"46043","SOUTH DAKOTA",216,1468,23
"46045","SOUTH DAKOTA",417,1538,30
"46047","SOUTH DAKOTA",1053,2878,111
"46049","SOUTH DAKOTA",198,964,20
"46051","SOUTH DAKOTA",1056,2618,71
"46053","SOUTH DAKOTA",455,1771,32
"46055","SOUTH DAKOTA",105,1026,6
"46057","SOUTH DAKOTA",647,2372,64
"46059","SOUTH DAKOTA",373,1433,30
"46061","SOUTH DAKOTA",557,1793,38
"46063","SOUTH DAKOTA",49,748,16
"46065","SOUTH DAKOTA",2953,5522,248
"46067","SOUTH DAKOTA",762,2944,61
"46069","SOUTH DAKOTA",136,564,10
"46071","SOUTH DAKOTA",359,738,18
"46073","SOUTH DAKOTA",270,721,15
"46075","SOUTH DAKOTA",90,498,11
"46077","SOUTH DAKOTA",819,1904,56
"46079","SOUTH DAKOTA",2068,3681,124
"46081","SOUTH DAKOTA",4537,8753,538
"46083","SOUTH DAKOTA",11981,19617,798
"46085","SOUTH DAKOTA",525,1042,30
"46087","SOUTH DAKOTA",769,2068,63
"46089","SOUTH DAKOTA",222,1075,27
"46091","SOUTH DAKOTA",858,1287,33
"46093","SOUTH DAKOTA",3285,9875,510
"46095","SOUTH DAKOTA",298,449,22
"46097","SOUTH DAKOTA",320,787,31
"46099","SOUTH DAKOTA",40482,49249,2595
"46101","SOUTH DAKOTA",1179,1951,76
"46102","SOUTH DAKOTA",2829,297,74
"46103","SOUTH DAKOTA",20606,35063,1849
"46105","SOUTH DAKOTA",239,1401,29
"46107","SOUTH DAKOTA",227,1139,14
"46109","SOUTH DAKOTA",1828,2404,75
"46111","SOUTH DAKOTA",257,905,23
"46115","SOUTH DAKOTA",998,2104,61
"46117","SOUTH DAKOTA",421,1203,28
"46119","SOUTH DAKOTA",185,726,19
"46121","SOUTH DAKOTA",1963,532,44
"46123","SOUTH DAKOTA",495,2161,40
"46125","SOUTH DAKOTA",1139,3290,119
"46127","SOUTH DAKOTA",2725,5944,186
"46129","SOUTH DAKOTA",565,1966,49
"46135","SOUTH DAKOTA",4016,6581,303
"46137","SOUTH DAKOTA",481,404,21
"47001","TENNESSEE",11741,23184,645
"47003","TENNESSEE",4453,14354,281
"47005","TENNESSEE",1529,5668,63
"47007","TENNESSEE",971,4725,62
"47009","TENNESSEE",17932,47369,1308
"47011","TENNESSEE",9851,35204,810
"47013","TENNESSEE",2441,12331,161
"47015","TENNESSEE",1261,5190,106
"47017","TENNESSEE",2559,9205,141
"47019","TENNESSEE",4529,19584,379
"47021","TENNESSEE",5514,14438,308
"47023","TENNESSEE",1412,5952,220
"47025","TENNESSEE",2202,10604,139
"47027","TENNESSEE",735,2733,38
"47029","TENNESSEE",2533,12162,164
"47031","TENNESSEE",5705,17883,694
"47033","TENNESSEE",1382,4673,59
"47035","TENNESSEE",6728,25168,383
"47037","TENNESSEE",199703,100218,9737
"47039","TENNESSEE",904,4229,108
"47041","TENNESSEE",1750,6672,91
"47043","TENNESSEE",6106,17643,574
"47045","TENNESSEE",3158,11768,153
"47047","TENNESSEE",7027,15690,267
"47049","TENNESSEE",1214,7441,74
"47051","TENNESSEE",4864,13987,281
"47053","TENNESSEE",5771,16259,305
"47055","TENNESSEE",3298,9784,121
"47057","TENNESSEE",1467,8565,102
"47059","TENNESSEE",5199,22259,629
"47061","TENNESSEE",988,4802,65
"47063","TENNESSEE",5500,18811,320
"47065","TENNESSEE",75522,92108,3483
"47067","TENNESSEE",362,2372,10
"47069","TENNESSEE",4180,5760,123
"47071","TENNESSEE",1775,9559,204
"47073","TENNESSEE",4083,20405,336
"47075","TENNESSEE",4012,3343,84
"47077","TENNESSEE",2092,9797,131
"47079","TENNESSEE",3548,11239,260
"47081","TENNESSEE",2130,7577,125
"47083","TENNESSEE",871,2718,97
"47085","TENNESSEE",2017,6120,99
"47087","TENNESSEE",1135,4118,70
"47089","TENNESSEE",4654,18651,311
"47091","TENNESSEE",1246,6468,87
"47093","TENNESSEE",91422,124540,4594
"47095","TENNESSEE",526,1492,16
"47097","TENNESSEE",3193,5674,98
"47099","TENNESSEE",3195,15334,189
"47101","TENNESSEE",1072,4474,63
"47103","TENNESSEE",2919,12281,408
"47105","TENNESSEE",6948,21713,686
"47107","TENNESSEE",4361,18198,285
"47109","TENNESSEE",1943,9093,239
"47111","TENNESSEE",1307,8096,84
"47113","TENNESSEE",18390,23943,617
"47115","TENNESSEE",3177,9911,168
"47117","TENNESSEE",3605,11043,230
"47119","TENNESSEE",14418,31464,775
"47121","TENNESSEE",1008,4467,57
"47123","TENNESSEE",3764,16783,250
"47125","TENNESSEE",32472,42187,2099
"47127","TENNESSEE",573,2888,78
"47129","TENNESSEE",1167,6930,131
"47131","TENNESSEE",2589,10790,142
"47133","TENNESSEE",2033,7918,86
"47135","TENNESSEE",615,2775,38
"47137","TENNESSEE",525,2381,25
"47139","TENNESSEE",1492,6792,76
"47141","TENNESSEE",9185,23759,649
"47143","TENNESSEE",2369,11050,218
"47145","TENNESSEE",6043,19230,644
"47147","TENNESSEE",8692,24536,489
"47149","TENNESSEE",59341,81480,3057
"47151","TENNESSEE",986,8004,62
"47153","TENNESSEE",1298,5855,99
"47155","TENNESSEE",8721,33783,1031
"47157","TENNESSEE",246105,129815,6135
"47159","TENNESSEE",1802,7136,113
"47161","TENNESSEE",1232,4950,114
"47163","TENNESSEE",17272,55860,1225
"47165","TENNESSEE",27680,63454,1496
"47167","TENNESSEE",6837,20070,401
"47169","TENNESSEE",1012,2936,50
"47171","TENNESSEE",1615,6599,93
"47173","TENNESSEE",1249,6803,71
"47175","TENNESSEE",544,2342,35
"47177","TENNESSEE",3924,11850,235
"47179","TENNESSEE",18638,40444,1121
"47181","TENNESSEE",820,5795,54
"47183","TENNESSEE",3020,10396,319
"47185","TENNESSEE",2143,9606,146
"47187","TENNESSEE",50161,86469,2386
"47189","TENNESSEE",22254,50296,1780
"48001","TEXAS",3955,15110,162
"48003","TEXAS",850,4943,70
"48005","TEXAS",9143,25076,355
"48007","TEXAS",2916,9239,135
"48009","TEXAS",446,4300,50
"48011","TEXAS",75,1035,2
"48013","TEXAS",5876,12039,203
"48015","TEXAS",2951,11447,156
"48017","TEXAS",409,1434,17
"48019","TEXAS",2505,10057,153
"48021","TEXAS",15474,20516,675
"48023","TEXAS",183,1494,25
"48025","TEXAS",3288,6006,126
"48027","TEXAS",57014,67893,2468
"48029","TEXAS",448452,308618,13748
"48031","TEXAS",1911,5443,87
"48033","TEXAS",16,397,3
"48035","TEXAS",1561,7469,96
"48037","TEXAS",10747,27116,398
"48039","TEXAS",62228,90433,2323
"48041","TEXAS",35349,47530,2182
"48043","TEXAS",2258,2461,103
"48045","TEXAS",78,639,8
"48047","TEXAS",1470,998,16
"48049","TEXAS",2107,13698,164
"48051","TEXAS",1788,6743,78
"48053","TEXAS",5639,18767,311
"48055","TEXAS",6672,8031,270
"48057","TEXAS",2148,5641,67
"48059","TEXAS",734,6012,86
"48061","TEXAS",64063,49032,1079
"48063","TEXAS",1394,3626,40
"48065","TEXAS",297,2779,46
"48067","TEXAS",2795,11033,99
"48069","TEXAS",466,1602,15
"48071","TEXAS",3997,17353,302
"48073","TEXAS",4210,15101,197
"48075","TEXAS",310,1943,26
"48077","TEXAS",614,5069,61
"48079","TEXAS",177,809,14
"48081","TEXAS",178,1586,15
"48083","TEXAS",451,3641,32
"48085","TEXAS",230945,252318,7593
"48087","TEXAS",155,1048,15
"48089","TEXAS",2420,7472,83
"48091","TEXAS",24826,62740,1326
"48093","TEXAS",853,5177,56
"48095","TEXAS",197,1058,13
"48097","TEXAS",3210,15596,190
"48099","TEXAS",7565,15438,490
"48101","TEXAS",113,540,9
"48103","TEXAS",241,1247,15
"48105","TEXAS",344,1220,10
"48107","TEXAS",527,1396,30
"48109","TEXAS",438,415,11
"48111","TEXAS",197,1389,23
"48113","TEXAS",598576,307076,13852
"48115","TEXAS",808,2951,30
"48117","TEXAS",1264,3294,52
"48119","TEXAS",403,2162,27
"48121","TEXAS",188695,222480,6789
"48123","TEXAS",1494,6567,57
"48125","TEXAS",130,853,5
"48127","TEXAS",2264,1384,18
"48129","TEXAS",198,1438,12
"48131","TEXAS",2575,2443,35
"48133","TEXAS",983,7237,73
"48135","TEXAS",11367,32697,527
"48137","TEXAS",168,893,5
"48139","TEXAS",27565,56717,1211
"48141","TEXAS",178126,84331,4272
"48143","TEXAS",2916,13684,256
"48145","TEXAS",1899,4177,57
"48147","TEXAS",2655,12171,181
"48149","TEXAS",2661,10171,109
"48151","TEXAS",352,1448,26
"48153","TEXAS",438,1584,17
"48155","TEXAS",99,445,7
"48157","TEXAS",195552,157718,4244
"48159","TEXAS",804,4161,44
"48161","TEXAS",1635,6991,85
"48163","TEXAS",2422,2823,34
"48165","TEXAS",576,5355,65
"48167","TEXAS",58842,93911,2307
"48169","TEXAS",231,1413,9
"48171","TEXAS",3176,12514,160
"48173","TEXAS",39,611,3
"48175","TEXAS",877,3085,33
"48177","TEXAS",1948,5627,73
"48179","TEXAS",829,6840,113
"48181","TEXAS",14506,44163,805
"48183","TEXAS",14796,32493,693
"48185","TEXAS",2833,9432,149
"48187","TEXAS",28805,47553,1261
"48189","TEXAS",2279,7177,130
"48191","TEXAS",168,995,6
"48193","TEXAS",641,3616,94
"48195","TEXAS",166,1849,32
"48197","TEXAS",241,1330,9
"48199","TEXAS",3474,23858,303
"48201","TEXAS",918193,700630,21995
"48203","TEXAS",7908,21466,343
"48205","TEXAS",195,1868,15
"48207","TEXAS",353,1840,21
"48209","TEXAS",59524,47680,2191
"48211","TEXAS",206,1486,28
"48213","TEXAS",7060,28911,346
"48215","TEXAS",128199,90527,2158
"48217","TEXAS",2860,11926,145
"48219","TEXAS",1482,6536,82
"48221","TEXAS",5648,26496,397
"48223","TEXAS",3046,12719,176
"48225","TEXAS",2314,7060,64
"48227","TEXAS",2069,8054,118
"48229","TEXAS",371,779,15
"48231","TEXAS",8906,29163,528
"48233","TEXAS",965,7681,127
"48235","TEXAS",120,759,10
"48237","TEXAS",331,3418,33
"48239","TEXAS",1033,5231,89
"48241","TEXAS",2954,12542,115
"48243","TEXAS",501,784,20
"48245","TEXAS",46073,47570,1116
"48247","TEXAS",1197,833,6
"48249","TEXAS",6119,7453,97
"48251","TEXAS",16464,54628,928
"48253","TEXAS",999,5660,82
"48255","TEXAS",1234,3968,50
"48257","TEXAS",18405,37624,689
"48259","TEXAS",6020,20083,349
"48261","TEXAS",65,127,2
"48263","TEXAS",47,411,4
"48265","TEXAS",6524,20879,342
"48267","TEXAS",284,1987,21
"48269","TEXAS",8,151,0
"48271","TEXAS",446,1144,13
"48273","TEXAS",5314,5504,126
"48275","TEXAS",265,1180,11
"48277","TEXAS",4458,16760,224
"48279","TEXAS",840,3521,49
"48281","TEXAS",2144,8086,169
"48283","TEXAS",1052,1335,19
"48285","TEXAS",1333,8804,60
"48287","TEXAS",1750,6255,82
"48289","TEXAS",1072,7523,79
"48291","TEXAS",5785,23302,247
"48293","TEXAS",2213,6789,93
"48295","TEXAS",131,1205,17
"48297","TEXAS",819,4199,36
"48299","TEXAS",2465,10079,116
"48301","TEXAS",4,60,2
"48303","TEXAS",40017,78861,1939
"48305","TEXAS",428,1853,12
"48307","TEXAS",490,2904,42
"48309","TEXAS",36688,59543,1641
"48311","TEXAS",53,460,3
"48313","TEXAS",1088,4169,41
"48315","TEXAS",1339,3470,55
"48317","TEXAS",288,1857,15
"48319","TEXAS",457,1991,26
"48321","TEXAS",3733,9845,149
"48323","TEXAS",8332,6881,133
"48325","TEXAS",6773,15642,242
"48327","TEXAS",197,823,8
"48329","TEXAS",12329,45624,906
"48331","TEXAS",2496,7984,98
"48333","TEXAS",271,2217,17
"48335","TEXAS",397,2170,12
"48337","TEXAS",1097,8615,107
"48339","TEXAS",74377,193382,3784
"48341","TEXAS",1062,4359,87
"48343","TEXAS",1669,3872,46
"48345","TEXAS",46,604,2
"48347","TEXAS",9000,17378,407
"48349","TEXAS",5101,13800,222
"48351","TEXAS",1173,4882,39
"48353","TEXAS",1162,4131,64
"48355","TEXAS",60925,64617,1780
"48357","TEXAS",302,2812,42
"48359","TEXAS",81,917,11
"48361","TEXAS",6357,29186,451
"48363","TEXAS",2178,10179,132
"48365","TEXAS",2057,9326,68
"48367","TEXAS",13017,62045,1066
"48369","TEXAS",488,2135,27
"48371","TEXAS",1382,3215,71
"48373","TEXAS",5387,18573,226
"48375","TEXAS",9921,22820,596
"48377","TEXAS",1463,721,33
"48379","TEXAS",842,5155,56
"48381","TEXAS",12802,50796,1076
"48383","TEXAS",172,942,10
"48385","TEXAS",320,1643,19
"48387","TEXAS",1246,4517,43
"48389","TEXAS",1395,2254,40
"48391","TEXAS",1108,2210,48
"48393","TEXAS",17,529,4
"48395","TEXAS",2374,5646,79
"48397","TEXAS",16412,36726,753
"48399","TEXAS",552,3807,50
"48401","TEXAS",4629,16534,214
"48403","TEXAS",669,4784,38
"48405","TEXAS",980,3007,15
"48407","TEXAS",2337,10161,142
"48409","TEXAS",8988,16516,387
"48411","TEXAS",287,2308,7
"48413","TEXAS",211,940,8
"48415","TEXAS",818,4983,69
"48417","TEXAS",130,1484,14
"48419","TEXAS",2068,7975,44
"48421","TEXAS",91,886,15
"48423","TEXAS",29615,69080,1394
"48425","TEXAS",768,4105,74
"48427","TEXAS",9123,8247,155
"48429","TEXAS",397,3385,18
"48431","TEXAS",51,584,4
"48433","TEXAS",116,615,5
"48435","TEXAS",322,1222,13
"48437","TEXAS",478,1845,32
"48439","TEXAS",411567,409741,13389
"48441","TEXAS",14588,39547,1000
"48443","TEXAS",119,334,5
"48445","TEXAS",757,2812,43
"48447","TEXAS",82,806,6
"48449","TEXAS",2856,7570,115
"48451","TEXAS",12239,32313,658
"48453","TEXAS",435860,161337,11378
"48455","TEXAS",1323,5579,36
"48457","TEXAS",1403,8194,63
"48459","TEXAS",2877,15809,206
"48461","TEXAS",170,1178,20
"48463","TEXAS",4073,6174,97
"48465","TEXAS",6771,8284,225
"48467","TEXAS",3516,22270,243
"48469","TEXAS",10380,23358,450
"48471","TEXAS",7884,15375,353
"48473","TEXAS",8191,14260,283
"48475","TEXAS",764,3241,55
"48477","TEXAS",4261,12959,207
"48479","TEXAS",41820,25898,679
"48481","TEXAS",4694,11926,141
"48483","TEXAS",168,2159,10
"48485","TEXAS",13161,32069,810
"48487","TEXAS",956,3524,44
"48489","TEXAS",3108,2441,0
"48491","TEXAS",143795,139729,6031
"48493","TEXAS",6350,18463,200
"48495","TEXAS",358,1753,15
"48497","TEXAS",4973,27032,360
"48499","TEXAS",3509,19049,221
"48501","TEXAS",420,2174,37
"48503","TEXAS",1034,7110,95
"48505","TEXAS",1826,2033,15
"48507","TEXAS",2864,1490,25
"49001","UTAH",357,2695,48
"49003","UTAH",4473,21548,1002
"49005","UTAH",16650,38032,3676
"49007","UTAH",2392,6693,284
"49009","UTAH",111,496,12
"49011","UTAH",57411,104135,8268
"49013","UTAH",843,7512,206
"49015","UTAH",572,4207,119
"49017","UTAH",514,2158,60
"49019","UTAH",2806,2248,131
"49021","UTAH",4892,18989,1223
"49023","UTAH",645,5087,133
"49025","UTAH",1083,2998,99
"49027","UTAH",624,5404,162
"49029","UTAH",1086,5181,339
"49031","UTAH",86,773,12
"49033","UTAH",180,1157,32
"49035","UTAH",289906,230174,26501
"49037","UTAH",3113,3535,229
"49039","UTAH",1794,10459,372
"49041","UTAH",1084,9052,226
"49043","UTAH",15244,10252,590
"49045","UTAH",8943,21014,1549
"49047","UTAH",1663,13261,379
"49049","UTAH",76033,192812,15441
"49051","UTAH",6187,10795,808
"49053","UTAH",20530,67294,3246
"49055","UTAH",365,1229,27
"49057","UTAH",40695,65949,4759
"50001","VERMONT",15089,6567,955
"50003","VERMONT",11858,6724,775
"50005","VERMONT",8529,5924,705
"50007","VERMONT",72938,20104,3713
"50009","VERMONT",1890,2164,183
"50011","VERMONT",13612,11274,1186
"50013","VERMONT",3346,2194,242
"50015","VERMONT",10773,4171,735
"50017","VERMONT",8351,5782,743
"50019","VERMONT",7757,7086,599
"50021","VERMONT",18746,14625,1401
"50023","VERMONT",25101,8707,1517
"50025","VERMONT",20057,7251,1144
"50027","VERMONT",24779,10135,1394
"51001","VIRGINIA",7578,9172,212
"51003","VIRGINIA",42466,20804,1387
"51005","VIRGINIA",2243,5859,101
"51007","VIRGINIA",2411,5390,93
"51009","VIRGINIA",5672,11041,292
"51011","VIRGINIA",2418,6702,148
"51013","VIRGINIA",105344,22318,3077
"51015","VIRGINIA",10840,30714,724
"51017","VIRGINIA",646,1834,21
"51019","VIRGINIA",12176,35600,893
"51021","VIRGINIA",532,2903,44
"51023","VIRGINIA",5700,15099,324
"51025","VIRGINIA",4552,3357,39
"51027","VIRGINIA",1587,8311,59
"51029","VIRGINIA",3471,4544,114
"51031","VIRGINIA",8070,21245,586
"51033","VIRGINIA",7657,8336,295
"51035","VIRGINIA",2842,12659,156
"51036","VIRGINIA",2624,1761,56
"51037","VIRGINIA",2317,3815,59
"51041","VIRGINIA",106935,93326,3694
"51043","VIRGINIA",3920,5192,225
"51045","VIRGINIA",587,2536,47
"51047","VIRGINIA",10617,16012,487
"51049","VIRGINIA",2227,3019,67
"51051","VIRGINIA",1503,5748,56
"51053","VIRGINIA",6224,8695,173
"51057","VIRGINIA",3038,3075,65
