year,Office,State,RaceDate,CensusPop,Area,RedistrictedDate,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
2020,President,Alabama,20201103,"658,466",JEFFERSON,N/A,"325,848","138,843","Trump, Donald J.",Incumbent,"181,688","Biden, Joseph R. Jr.",Challenger,I,"3,578","Jorgensen, Jo",Challenger,"1,739","42,845",D,42.61,55.76,1.1,0.53,43.32,56.68,,,"Write-In (Write-in) 1,739"
2020,President,Alabama,20201103,"14,564",LAMAR,N/A,"7,193","6,174","Trump, Donald J.",Incumbent,978,"Biden, Joseph R. Jr.",Challenger,I,33,"Jorgensen, Jo",Challenger,8,"5,196",R,85.83,13.6,0.46,0.11,86.33,13.67,,,Write-In (Write-in) 8
2020,President,Alabama,20201103,"92,709",LAUDERDALE,N/A,"44,339","31,721","Trump, Donald J.",Incumbent,"11,915","Biden, Joseph R. Jr.",Challenger,I,537,"Jorgensen, Jo",Challenger,166,"19,806",R,71.54,26.87,1.21,0.37,72.69,27.31,,,Write-In (Write-in) 166
2020,President,Alabama,20201103,"34,339",LAWRENCE,N/A,"16,031","12,322","Trump, Donald J.",Incumbent,"3,562","Biden, Joseph R. Jr.",Challenger,I,126,"Jorgensen, Jo",Challenger,21,"8,760",R,76.86,22.22,0.79,0.13,77.57,22.43,,,Write-In (Write-in) 21
2020,President,Alabama,20201103,"140,247",LEE,N/A,"71,449","42,221","Trump, Donald J.",Incumbent,"27,860","Biden, Joseph R. Jr.",Challenger,I,"1,019","Jorgensen, Jo",Challenger,349,"14,361",R,59.09,38.99,1.43,0.49,60.25,39.75,,,Write-In (Write-in) 349
2020,President,Alabama,20201103,"82,782",LIMESTONE,N/A,"49,235","34,640","Trump, Donald J.",Incumbent,"13,672","Biden, Joseph R. Jr.",Challenger,I,748,"Jorgensen, Jo",Challenger,175,"20,968",R,70.36,27.77,1.52,0.36,71.7,28.3,,,Write-In (Write-in) 175
2020,President,Alabama,20201103,"11,299",LOWNDES,N/A,"6,835","1,836","Trump, Donald J.",Incumbent,"4,972","Biden, Joseph R. Jr.",Challenger,I,26,"Jorgensen, Jo",Challenger,1,"3,136",D,26.86,72.74,0.38,0.01,26.97,73.03,,,Write-In (Write-in) 1
2020,President,Alabama,20201103,"21,452",MACON,N/A,"8,723","1,541","Trump, Donald J.",Incumbent,"7,108","Biden, Joseph R. Jr.",Challenger,I,52,"Jorgensen, Jo",Challenger,22,"5,567",D,17.67,81.49,0.6,0.25,17.82,82.18,,,Write-In (Write-in) 22
2020,President,Alabama,20201103,"334,811",MADISON,N/A,"194,767","102,780","Trump, Donald J.",Incumbent,"87,286","Biden, Joseph R. Jr.",Challenger,I,"3,699","Jorgensen, Jo",Challenger,"1,002","15,494",R,52.77,44.82,1.9,0.51,54.08,45.92,,,"Write-In (Write-in) 1,002"
2020,President,Alabama,20201103,"21,027",MARENGO,N/A,"10,900","5,343","Trump, Donald J.",Incumbent,"5,488","Biden, Joseph R. Jr.",Challenger,I,59,"Jorgensen, Jo",Challenger,10,145,D,49.02,50.35,0.54,0.09,49.33,50.67,,,Write-In (Write-in) 10
2020,President,Alabama,20201103,"30,776",MARION,N/A,"13,807","12,205","Trump, Donald J.",Incumbent,"1,463","Biden, Joseph R. Jr.",Challenger,I,115,"Jorgensen, Jo",Challenger,24,"10,742",R,88.4,10.6,0.83,0.17,89.3,10.7,,,Write-In (Write-in) 24
2020,President,Alabama,20201103,"93,019",MARSHALL,N/A,"39,655","33,191","Trump, Donald J.",Incumbent,"5,943","Biden, Joseph R. Jr.",Challenger,I,435,"Jorgensen, Jo",Challenger,86,"27,248",R,83.7,14.99,1.1,0.22,84.81,15.19,,,Write-In (Write-in) 86
2020,President,Alabama,20201103,"412,992",MOBILE,N/A,"183,164","101,243","Trump, Donald J.",Incumbent,"79,474","Biden, Joseph R. Jr.",Challenger,I,"1,938","Jorgensen, Jo",Challenger,509,"21,769",R,55.27,43.39,1.06,0.28,56.02,43.98,,,Write-In (Write-in) 509
2020,President,Alabama,20201103,"23,068",MONROE,N/A,"10,668","6,147","Trump, Donald J.",Incumbent,"4,455","Biden, Joseph R. Jr.",Challenger,I,53,"Jorgensen, Jo",Challenger,13,"1,692",R,57.62,41.76,0.5,0.12,57.98,42.02,,,Write-In (Write-in) 13
2020,President,Alabama,20201103,"229,363",MONTGOMERY,N/A,"99,139","33,311","Trump, Donald J.",Incumbent,"64,529","Biden, Joseph R. Jr.",Challenger,I,923,"Jorgensen, Jo",Challenger,376,"31,218",D,33.6,65.09,0.93,0.38,34.05,65.95,,,Write-In (Write-in) 376
2020,President,Alabama,20201103,"119,490",MORGAN,N/A,"53,722","39,664","Trump, Donald J.",Incumbent,"13,234","Biden, Joseph R. Jr.",Challenger,I,705,"Jorgensen, Jo",Challenger,119,"26,430",R,73.83,24.63,1.31,0.22,74.98,25.02,,,Write-In (Write-in) 119
2020,President,Alabama,20201103,"10,591",PERRY,N/A,"5,230","1,339","Trump, Donald J.",Incumbent,"3,860","Biden, Joseph R. Jr.",Challenger,I,24,"Jorgensen, Jo",Challenger,7,"2,521",D,25.6,73.8,0.46,0.13,25.75,74.25,,,Write-In (Write-in) 7
2020,President,Alabama,20201103,"19,746",PICKENS,N/A,"9,668","5,594","Trump, Donald J.",Incumbent,"4,022","Biden, Joseph R. Jr.",Challenger,I,40,"Jorgensen, Jo",Challenger,12,"1,572",R,57.86,41.6,0.41,0.12,58.17,41.83,,,Write-In (Write-in) 12
2020,President,Alabama,20201103,"32,899",PIKE,N/A,"13,841","8,042","Trump, Donald J.",Incumbent,"5,636","Biden, Joseph R. Jr.",Challenger,I,134,"Jorgensen, Jo",Challenger,29,"2,406",R,58.1,40.72,0.97,0.21,58.8,41.2,,,Write-In (Write-in) 29
2020,President,Alabama,20201103,"22,913",RANDOLPH,N/A,"10,837","8,559","Trump, Donald J.",Incumbent,"2,203","Biden, Joseph R. Jr.",Challenger,I,61,"Jorgensen, Jo",Challenger,14,"6,356",R,78.98,20.33,0.56,0.13,79.53,20.47,,,Write-In (Write-in) 14
2020,President,Alabama,20201103,"52,947",RUSSELL,N/A,"21,329","9,864","Trump, Donald J.",Incumbent,"11,228","Biden, Joseph R. Jr.",Challenger,I,198,"Jorgensen, Jo",Challenger,39,"1,364",D,46.25,52.64,0.93,0.18,46.77,53.23,,,Write-In (Write-in) 39
2020,President,Alabama,20201103,"195,085",SHELBY,N/A,"114,950","79,700","Trump, Donald J.",Incumbent,"33,268","Biden, Joseph R. Jr.",Challenger,I,"1,462","Jorgensen, Jo",Challenger,520,"46,432",R,69.33,28.94,1.27,0.45,70.55,29.45,,,Write-In (Write-in) 520
2020,President,Alabama,20201103,"83,593",ST. CLAIR,N/A,"44,441","36,166","Trump, Donald J.",Incumbent,"7,744","Biden, Joseph R. Jr.",Challenger,I,446,"Jorgensen, Jo",Challenger,85,"28,422",R,81.38,17.43,1,0.19,82.36,17.64,,,Write-In (Write-in) 85
2020,President,Alabama,20201103,"13,763",SUMTER,N/A,"6,291","1,598","Trump, Donald J.",Incumbent,"4,648","Biden, Joseph R. Jr.",Challenger,I,37,"Jorgensen, Jo",Challenger,8,"3,050",D,25.4,73.88,0.59,0.13,25.58,74.42,,,Write-In (Write-in) 8
2020,President,Alabama,20201103,"82,291",TALLADEGA,N/A,"35,663","22,235","Trump, Donald J.",Incumbent,"13,138","Biden, Joseph R. Jr.",Challenger,I,247,"Jorgensen, Jo",Challenger,43,"9,097",R,62.35,36.84,0.69,0.12,62.86,37.14,,,Write-In (Write-in) 43
2020,President,Alabama,20201103,"41,616",TALLAPOOSA,N/A,"20,991","14,963","Trump, Donald J.",Incumbent,"5,859","Biden, Joseph R. Jr.",Challenger,I,130,"Jorgensen, Jo",Challenger,39,"9,104",R,71.28,27.91,0.62,0.19,71.86,28.14,,,Write-In (Write-in) 39
2020,President,Alabama,20201103,"194,656",TUSCALOOSA,N/A,"90,172","51,117","Trump, Donald J.",Incumbent,"37,765","Biden, Joseph R. Jr.",Challenger,I,927,"Jorgensen, Jo",Challenger,363,"13,352",R,56.69,41.88,1.03,0.4,57.51,42.49,,,Write-In (Write-in) 363
2020,President,Alabama,20201103,"67,023",WALKER,N/A,"31,170","26,002","Trump, Donald J.",Incumbent,"4,834","Biden, Joseph R. Jr.",Challenger,I,277,"Jorgensen, Jo",Challenger,57,"21,168",R,83.42,15.51,0.89,0.18,84.32,15.68,,,Write-In (Write-in) 57
2020,President,Alabama,20201103,"17,581",WASHINGTON,N/A,"8,876","6,564","Trump, Donald J.",Incumbent,"2,258","Biden, Joseph R. Jr.",Challenger,I,45,"Jorgensen, Jo",Challenger,9,"4,306",R,73.95,25.44,0.51,0.1,74.4,25.6,,,Write-In (Write-in) 9
2020,President,Alabama,20201103,"11,670",WILCOX,N/A,"5,903","1,833","Trump, Donald J.",Incumbent,"4,048","Biden, Joseph R. Jr.",Challenger,I,17,"Jorgensen, Jo",Challenger,5,"2,215",D,31.05,68.58,0.29,0.08,31.17,68.83,,,Write-In (Write-in) 5
2020,President,Alabama,20201103,"24,484",WINSTON,N/A,"11,284","10,195","Trump, Donald J.",Incumbent,974,"Biden, Joseph R. Jr.",Challenger,I,102,"Jorgensen, Jo",Challenger,13,"9,221",R,90.35,8.63,0.9,0.12,91.28,8.72,,,Write-In (Write-in) 13
2020,President,Alaska,20201103,"15,031",Election District 1,20020611,0,N/A,"Trump, Donald J.",Incumbent,N/A,"Biden, Joseph R. Jr.",Challenger,I,N/A,"Jorgensen, Jo",Challenger,N/A,0,R,0,0,0,0,0,0,,,"De La Fuente, Roque (Independent) 0; Blankenship, Don (Independent) 0; Pierce, Brock (Independent) 0; Janos, James G. (Green) 0"
2020,President,Alaska,20201103,"17,726",Election District 1,20120627,"7,360","3,511","Trump, Donald J.",Incumbent,"3,477","Biden, Joseph R. Jr.",Challenger,I,216,"Jorgensen, Jo",Challenger,156,34,R,47.7,47.24,2.93,2.12,50.24,49.76,,,"Write-In (Write-in) 46; De La Fuente, Roque (Independent) 2; Blankenship, Don (Independent) 34; Pierce, Brock (Independent) 24; Janos, James G. (Green) 50"
2020,President,Alaska,20201103,"17,827",Election District 10,20120627,"11,256","8,081","Trump, Donald J.",Incumbent,"2,727","Biden, Joseph R. Jr.",Challenger,I,286,"Jorgensen, Jo",Challenger,162,"5,354",R,71.79,24.23,2.54,1.44,74.77,25.23,,,"Write-In (Write-in) 51; De La Fuente, Roque (Independent) 6; Blankenship, Don (Independent) 22; Pierce, Brock (Independent) 19; Janos, James G. (Green) 64"
2020,President,Alaska,20201103,"17,716",Election District 11,20120627,"10,686","7,096","Trump, Donald J.",Incumbent,"3,130","Biden, Joseph R. Jr.",Challenger,I,269,"Jorgensen, Jo",Challenger,191,"3,966",R,66.4,29.29,2.52,1.79,69.39,30.61,,,"Write-In (Write-in) 58; De La Fuente, Roque (Independent) 6; Blankenship, Don (Independent) 22; Pierce, Brock (Independent) 17; Janos, James G. (Green) 88"
2020,President,Alaska,20201103,"17,671",Election District 12,20120627,"11,280","7,893","Trump, Donald J.",Incumbent,"2,957","Biden, Joseph R. Jr.",Challenger,I,288,"Jorgensen, Jo",Challenger,142,"4,936",R,69.97,26.21,2.55,1.26,72.75,27.25,,,"Write-In (Write-in) 42; De La Fuente, Roque (Independent) 3; Blankenship, Don (Independent) 28; Pierce, Brock (Independent) 15; Janos, James G. (Green) 54"
2020,President,Alaska,20201103,"17,678",Election District 13,20120627,"7,765","4,652","Trump, Donald J.",Incumbent,"2,666","Biden, Joseph R. Jr.",Challenger,I,308,"Jorgensen, Jo",Challenger,139,"1,986",R,59.91,34.33,3.97,1.79,63.57,36.43,,,"Write-In (Write-in) 52; De La Fuente, Roque (Independent) 6; Blankenship, Don (Independent) 16; Pierce, Brock (Independent) 25; Janos, James G. (Green) 40"
2020,President,Alaska,20201103,"17,818",Election District 14,20120627,"11,534","6,714","Trump, Donald J.",Incumbent,"4,261","Biden, Joseph R. Jr.",Challenger,I,356,"Jorgensen, Jo",Challenger,203,"2,453",R,58.21,36.94,3.09,1.76,61.18,38.82,,,"Write-In (Write-in) 91; De La Fuente, Roque (Independent) 6; Blankenship, Don (Independent) 46; Pierce, Brock (Independent) 10; Janos, James G. (Green) 50"
2020,President,Alaska,20201103,"17,672",Election District 15,20120627,"5,593","2,671","Trump, Donald J.",Incumbent,"2,622","Biden, Joseph R. Jr.",Challenger,I,197,"Jorgensen, Jo",Challenger,103,49,R,47.76,46.88,3.52,1.84,50.46,49.54,,,"Write-In (Write-in) 34; De La Fuente, Roque (Independent) 10; Blankenship, Don (Independent) 10; Pierce, Brock (Independent) 13; Janos, James G. (Green) 36"
2020,President,Alaska,20201103,"17,806",Election District 16,20120627,"8,170","3,516","Trump, Donald J.",Incumbent,"4,274","Biden, Joseph R. Jr.",Challenger,I,210,"Jorgensen, Jo",Challenger,170,758,D,43.04,52.31,2.57,2.08,45.13,54.87,,,"Write-In (Write-in) 52; De La Fuente, Roque (Independent) 12; Blankenship, Don (Independent) 27; Pierce, Brock (Independent) 15; Janos, James G. (Green) 64"
2020,President,Alaska,20201103,"17,797",Election District 17,20120627,"7,271","2,810","Trump, Donald J.",Incumbent,"4,136","Biden, Joseph R. Jr.",Challenger,I,184,"Jorgensen, Jo",Challenger,141,"1,326",D,38.65,56.88,2.53,1.94,40.45,59.55,,,"Write-In (Write-in) 32; De La Fuente, Roque (Independent) 9; Blankenship, Don (Independent) 18; Pierce, Brock (Independent) 18; Janos, James G. (Green) 64"
2020,President,Alaska,20201103,"17,925",Election District 18,20120627,"7,759","2,760","Trump, Donald J.",Incumbent,"4,681","Biden, Joseph R. Jr.",Challenger,I,157,"Jorgensen, Jo",Challenger,161,"1,921",D,35.57,60.33,2.02,2.08,37.09,62.91,,,"Write-In (Write-in) 39; De La Fuente, Roque (Independent) 4; Blankenship, Don (Independent) 24; Pierce, Brock (Independent) 15; Janos, James G. (Green) 79"
2020,President,Alaska,20201103,"17,692",Election District 19,20120627,"5,338","1,975","Trump, Donald J.",Incumbent,"3,118","Biden, Joseph R. Jr.",Challenger,I,110,"Jorgensen, Jo",Challenger,135,"1,143",D,37,58.41,2.06,2.53,38.78,61.22,,,"Write-In (Write-in) 37; De La Fuente, Roque (Independent) 13; Blankenship, Don (Independent) 22; Pierce, Brock (Independent) 11; Janos, James G. (Green) 52"
2020,President,Alaska,20201103,"17,738",Election District 2,20120627,"6,161","3,674","Trump, Donald J.",Incumbent,"2,104","Biden, Joseph R. Jr.",Challenger,I,287,"Jorgensen, Jo",Challenger,96,"1,570",R,59.63,34.15,4.66,1.56,63.59,36.41,,,"Write-In (Write-in) 25; De La Fuente, Roque (Independent) 9; Blankenship, Don (Independent) 18; Pierce, Brock (Independent) 14; Janos, James G. (Green) 30"
2020,President,Alaska,20201103,"17,718",Election District 20,20120627,"7,544","2,383","Trump, Donald J.",Incumbent,"4,881","Biden, Joseph R. Jr.",Challenger,I,153,"Jorgensen, Jo",Challenger,127,"2,498",D,31.59,64.7,2.03,1.68,32.81,67.19,,,"Write-In (Write-in) 47; De La Fuente, Roque (Independent) 4; Blankenship, Don (Independent) 8; Pierce, Brock (Independent) 15; Janos, James G. (Green) 53"
2020,President,Alaska,20201103,"17,642",Election District 21,20120627,"9,482","3,690","Trump, Donald J.",Incumbent,"5,414","Biden, Joseph R. Jr.",Challenger,I,203,"Jorgensen, Jo",Challenger,175,"1,724",D,38.92,57.1,2.14,1.85,40.53,59.47,,,"Write-In (Write-in) 53; De La Fuente, Roque (Independent) 4; Blankenship, Don (Independent) 29; Pierce, Brock (Independent) 19; Janos, James G. (Green) 70"
2020,President,Alaska,20201103,"17,755",Election District 22,20120627,"9,597","4,684","Trump, Donald J.",Incumbent,"4,553","Biden, Joseph R. Jr.",Challenger,I,200,"Jorgensen, Jo",Challenger,160,131,R,48.81,47.44,2.08,1.67,50.71,49.29,,,"Write-In (Write-in) 77; De La Fuente, Roque (Independent) 3; Blankenship, Don (Independent) 16; Pierce, Brock (Independent) 18; Janos, James G. (Green) 46"
