"state","countyfips","cty","Clinton","Trump","pctClinton","diff2016"
"KS","20165","Rush",227,1177,0.161680911680912,-950
"KS","20167","Russell",454,2544,0.151434289526351,-2090
"KS","20169","Saline",6084,13367,0.312785975014138,-7283
"KS","20171","Scott",232,1832,0.112403100775194,-1600
"KS","20173","Sedgwick",66716,101319,0.397036331716607,-34603
"KS","20175","Seward",1491,3025,0.330159433126661,-1534
"KS","20177","Shawnee",33270,35349,0.484851134525423,-2079
"KS","20179","Sheridan",126,1186,0.0960365853658537,-1060
"KS","20181","Sherman",340,2043,0.142677297524129,-1703
"KS","20183","Smith",295,1635,0.152849740932642,-1340
"KS","20185","Stafford",303,1485,0.169463087248322,-1182
"KS","20187","Stanton",132,580,0.185393258426966,-448
"KS","20189","Stevens",215,1564,0.120854412591343,-1349
"KS","20191","Sumner",2039,6844,0.229539569965102,-4805
"KS","20193","Thomas",467,2832,0.141558047893301,-2365
"KS","20195","Trego",193,1211,0.137464387464387,-1018
"KS","20197","Wabaunsee",773,2358,0.246885978920473,-1585
"KS","20199","Wallace",45,711,0.0595238095238095,-666
"KS","20201","Washington",378,2136,0.15035799522673,-1758
"KS","20203","Wichita",139,765,0.153761061946903,-626
"KS","20205","Wilson",550,2747,0.166818319684562,-2197
"KS","20207","Woodson",270,1063,0.202550637659415,-793
"KS","20209","Wyandotte",29346,15520,0.654081041323051,13826
"KY","21001","Adair",1323,6637,0.166206030150754,-5314
"KY","21003","Allen",1349,6466,0.172616762635956,-5117
"KY","21005","Anderson",2634,8242,0.242184626700993,-5608
"KY","21007","Ballard",816,3161,0.2051797837566,-2345
"KY","21009","Barren",4275,13483,0.240736569433495,-9208
"KY","21011","Bath",1361,3082,0.306324555480531,-1721
"KY","21013","Bell",1720,7764,0.18135807676086,-6044
"KY","21015","Boone",15026,39082,0.277703851556147,-24056
"KY","21017","Bourbon",2791,5569,0.333851674641148,-2778
"KY","21019","Boyd",6021,13591,0.307005914746074,-7570
"KY","21021","Boyle",4281,8040,0.34745556367178,-3759
"KY","21023","Bracken",705,2711,0.206381733021077,-2006
"KY","21025","Breathitt",1537,3991,0.278039073806078,-2454
"KY","21027","Breckinridge",1960,6484,0.232117479867361,-4524
"KY","21029","Bullitt",8255,26210,0.239518351951255,-17955
"KY","21031","Butler",947,4428,0.176186046511628,-3481
"KY","21033","Caldwell",1260,4507,0.218484480665857,-3247
"KY","21035","Calloway",4749,10367,0.314170415453824,-5618
"KY","21037","Campbell",14658,25050,0.369144756724086,-10392
"KY","21039","Carlisle",432,2094,0.171021377672209,-1662
"KY","21041","Carroll",1106,2588,0.299404439631835,-1482
"KY","21043","Carter",2276,7587,0.230761431613099,-5311
"KY","21045","Casey",767,5482,0.122739638342135,-4715
"KY","21047","Christian",7188,14108,0.337528174305034,-6920
"KY","21049","Clark",4706,10710,0.305267254800208,-6004
"KY","21051","Clay",752,5861,0.113715409042794,-5109
"KY","21053","Clinton",547,3809,0.125573921028466,-3262
"KY","21055","Crittenden",617,3290,0.157921679037625,-2673
"KY","21057","Cumberland",459,2502,0.155015197568389,-2043
"KY","21059","Daviess",14163,28907,0.328836777339215,-14744
"KY","21061","Edmonson",979,4135,0.191435275713727,-3156
"KY","21063","Elliott",740,2000,0.27007299270073,-1260
"KY","21065","Estill",1108,4236,0.207335329341317,-3128
"KY","21067","Fayette",69776,56890,0.550866057189775,12886
"KY","21069","Fleming",1348,4722,0.222075782537068,-3374
"KY","21071","Floyd",4015,11993,0.250812093953024,-7978
"KY","21073","Franklin",10717,11819,0.475550230741924,-1102
"KY","21075","Fulton",774,1549,0.333189840723203,-775
"KY","21077","Gallatin",749,2443,0.234649122807018,-1694
"KY","21079","Garrard",1453,5904,0.197498980562729,-4451
"KY","21081","Grant",1910,7268,0.208106341250817,-5358
"KY","21083","Graves",3308,12671,0.207021716002253,-9363
"KY","21085","Grayson",1959,8219,0.19247396345058,-6260
"KY","21087","Green",832,4372,0.159877017678709,-3540
"KY","21089","Greenup",4146,11546,0.264211062962019,-7400
"KY","21091","Hancock",1244,2788,0.308531746031746,-1544
"KY","21093","Hardin",13944,26970,0.340812435841032,-13026
"KY","21095","Harlan",1372,9129,0.130654223407295,-7757
"KY","21097","Harrison",2031,5435,0.27203321725154,-3404
"KY","21099","Hart",1730,5320,0.245390070921986,-3590
"KY","21101","Henderson",6707,12159,0.355507261740698,-5452
"KY","21103","Henry",1828,4944,0.269935026580035,-3116
"KY","21105","Hickman",449,1657,0.213200379867047,-1208
"KY","21107","Hopkins",4310,15277,0.220043906672793,-10967
"KY","21109","Jackson",482,4889,0.089741202755539,-4407
"KY","21111","Jefferson",190824,143758,0.570335523130354,47066
"KY","21113","Jessamine",6144,15474,0.2842076047738,-9330
"KY","21115","Johnson",1250,8043,0.134509846120736,-6793
"KY","21117","Kenton",24213,42958,0.360468059132661,-18745
"KY","21119","Knott",1245,4357,0.222242056408426,-3112
"KY","21121","Knox",1761,9885,0.151210716125708,-8124
"KY","21123","LaRue",1278,4799,0.210301135428665,-3521
"KY","21125","Laurel",3440,20592,0.143142476697736,-17152
"KY","21127","Lawrence",1045,4816,0.178297218904624,-3771
"KY","21129","Lee",444,2151,0.171098265895954,-1707
"KY","21131","Leslie",400,4015,0.0906002265005662,-3615
"KY","21133","Letcher",1542,7293,0.174533106960951,-5751
"KY","21135","Lewis",785,4363,0.152486402486402,-3578
"KY","21137","Lincoln",1865,7338,0.202651309355645,-5473
"KY","21139","Livingston",887,3570,0.199012788871438,-2683
"KY","21141","Logan",2755,7778,0.261558910092092,-5023
"KY","21143","Lyon",1045,2789,0.272561293688054,-1744
"KY","21145","McCracken",9134,20774,0.305403236592216,-11640
"KY","21147","McCreary",664,5012,0.116983791402396,-4348
"KY","21149","McLean",988,3381,0.226138704509041,-2393
"KY","21151","Madison",11793,23431,0.334800136270725,-11638
"KY","21153","Magoffin",1172,3824,0.234587670136109,-2652
"KY","21155","Marion",2679,5122,0.343417510575567,-2443
"KY","21157","Marshall",3672,12322,0.229586094785545,-8650
"KY","21159","Martin",363,3503,0.0938954992240041,-3140
"KY","21161","Mason",1970,4944,0.284929129302864,-2974
"KY","21163","Meade",3026,8660,0.258942324148554,-5634
"KY","21165","Menifee",700,2010,0.25830258302583,-1310
"KY","21167","Mercer",2395,7740,0.236309817464233,-5345
"KY","21169","Metcalfe",976,3491,0.218491157376315,-2515
"KY","21171","Monroe",601,4278,0.123180979708957,-3677
"KY","21173","Montgomery",3158,7856,0.28672598510986,-4698
"KY","21175","Morgan",1006,3628,0.217091066033664,-2622
"KY","21177","Muhlenberg",3272,9393,0.258349782866167,-6121
"KY","21179","Nelson",6434,13430,0.323902537253323,-6996
"KY","21181","Nicholas",787,1957,0.286807580174927,-1170
"KY","21183","Ohio",2080,7942,0.207543404510078,-5862
"KY","21185","Oldham",10268,20469,0.334059927774344,-10201
"KY","21187","Owen",1062,3745,0.220927813605159,-2683
"KY","21189","Owsley",256,1474,0.147976878612717,-1218
"KY","21191","Pendleton",1164,4604,0.201803051317614,-3440
"KY","21193","Perry",2136,8158,0.207499514280163,-6022
"KY","21195","Pike",4277,19740,0.178082191780822,-15463
"KY","21197","Powell",1272,3513,0.265830721003135,-2241
"KY","21199","Pulaski",4208,22900,0.155230928139295,-18692
"KY","21201","Robertson",222,759,0.226299694189602,-537
"KY","21203","Rockcastle",915,5609,0.140251379521766,-4694
"KY","21205","Rowan",3295,5174,0.389066005431574,-1879
"KY","21207","Russell",1093,6863,0.137380593262946,-5770
"KY","21209","Scott",7713,15052,0.338809576103668,-7339
"KY","21211","Shelby",6276,13196,0.322308956450288,-6920
"KY","21213","Simpson",2144,5077,0.29691178507132,-2933
"KY","21215","Spencer",1921,7196,0.210705275858287,-5275
"KY","21217","Taylor",2553,8320,0.234801802630369,-5767
"KY","21219","Todd",1042,3612,0.223893425010743,-2570
"KY","21221","Trigg",1587,4928,0.24359171143515,-3341
"KY","21223","Trimble",879,2771,0.240821917808219,-1892
"KY","21225","Union",1331,4701,0.22065649867374,-3370
"KY","21227","Warren",16966,28673,0.371743465018953,-11707
"KY","21229","Washington",1420,4013,0.26136572795877,-2593
"KY","21231","Wayne",1431,6370,0.183438020766568,-4939
"KY","21233","Webster",1240,4397,0.219975164094376,-3157
"KY","21235","Whitley",2067,11312,0.1544958517079,-9245
"KY","21237","Wolfe",753,1804,0.294485725459523,-1051
"KY","21239","Woodford",4958,7697,0.391781904385618,-2739
"LA","22001","Acadia",5638,21159,0.210396686196216,-15521
"LA","22003","Allen",2106,6867,0.234704112337011,-4761
"LA","22005","Ascension",16471,36135,0.313101167167243,-19664
"LA","22007","Assumption",3931,6714,0.369281352747769,-2783
"LA","22009","Avoyelles",5032,11163,0.310713183081198,-6131
"LA","22011","Beauregard",2393,12238,0.163556831385415,-9845
"LA","22013","Bienville",3129,3756,0.454466230936819,-627
"LA","22015","Bossier",12638,35451,0.262804383538855,-22813
"LA","22017","Caddo",53448,48977,0.521825726141079,4471
"LA","22019","Calcasieu",26293,54182,0.326722584653619,-27889
"LA","22021","Caldwell",788,3822,0.170932754880694,-3034
"LA","22023","Cameron",323,3256,0.0902486728136351,-2933
"LA","22025","Catahoula",1322,3479,0.275359300145803,-2157
"LA","22027","Claiborne",2717,3585,0.431132973659156,-868
"LA","22029","Concordia",3272,5474,0.374113880631146,-2202
"LA","22031","DeSoto",5163,8067,0.390249433106576,-2904
"LA","22033","East Baton Rouge",102711,84620,0.548286188618008,18091
"LA","22035","East Carroll",1838,1059,0.634449430445288,779
"LA","22037","East Feliciana",4235,5569,0.431966544267646,-1334
"LA","22039","Evangeline",4208,10357,0.288911774802609,-6149
"LA","22041","Franklin",2506,6514,0.277827050997783,-4008
"LA","22043","Grant",1181,7406,0.137533480843135,-6225
"LA","22045","Iberia",10698,20903,0.338533590709155,-10205
"LA","22047","Iberville",8324,7320,0.532088979800562,1004
"LA","22049","Jackson",2139,5169,0.292692939244663,-3030
"LA","22051","Jefferson",73540,100292,0.423052142298311,-26752
"LA","22053","Jeff Davis",3080,10775,0.222302417899675,-7695
"LA","22055","Lafayette",32726,68191,0.324286294677805,-35465
"LA","22057","Lafourche",8423,31958,0.208588197419579,-23535
"LA","22059","LaSalle",605,5835,0.093944099378882,-5230
"LA","22061","Lincoln",7102,10761,0.397581593237418,-3659
"LA","22063","Livingston",6950,48797,0.12467038585036,-41847
"LA","22065","Madison",2744,1927,0.587454506529651,817
"LA","22067","Morehouse",5155,6502,0.442223556661234,-1347
"LA","22069","Natchitoches",7143,8965,0.4434442513037,-1822
"LA","22071","Orleans",133833,24267,0.846508538899431,109566
"LA","22073","Ouachita",24420,41712,0.369261477045908,-17292
"LA","22075","Plaquemines",3347,6900,0.326632185029765,-3553
"LA","22077","Pointe Coupee",4764,6789,0.412360425863412,-2025
"LA","22079","Rapides",18318,36814,0.332257128346514,-18496
"LA","22081","Red River",1938,2391,0.447678447678448,-453
"LA","22083","Richland",3157,6286,0.334321719792439,-3129
"LA","22085","Sabine",1703,7877,0.17776617954071,-6174
"LA","22087","St. Bernard",4957,10232,0.32635459872276,-5275
"LA","22089","St. Charles",8558,16620,0.33989991262213,-8062
"LA","22091","St. Helena",3353,2497,0.573162393162393,856
"LA","22093","St. James",6418,5456,0.540508674414688,962
"LA","22095","St. John the Baptist",12658,7569,0.625797201760024,5089
"LA","22097","St. Landry",17208,21966,0.43927094501455,-4758
"LA","22099","St. Martin",8266,16872,0.328824886625825,-8606
"LA","22101","St. Mary",8050,14353,0.35932687586484,-6303
"LA","22103","St. Tammany",27716,90914,0.233633988030009,-63198
"LA","22105","Tangipahoa",16869,33933,0.332053856147396,-17064
"LA","22107","Tensas",1329,1180,0.529693104822639,149
"LA","22109","Terrebonne",10664,31900,0.250540362747862,-21236
"LA","22111","Union",2691,7972,0.252368001500516,-5281
"LA","22113","Vermilion",4745,19807,0.193263277940697,-15062
"LA","22115","Vernon",2665,13471,0.165158651462568,-10806
"LA","22117","Washington",5690,12552,0.311917552899901,-6862
"LA","22119","Webster",6259,11538,0.351688486823622,-5279
"LA","22121","West Baton Rouge",5382,6926,0.437276568085798,-1544
"LA","22123","West Carroll",715,3970,0.152614727854856,-3255
"LA","22125","West Feliciana",2247,3390,0.398616285258116,-1143
"LA","22127","Winn",1643,4605,0.262964148527529,-2962
"MA","25001","Barnstable",71632,53842,0.570891180643002,17790
"MA","25003","Berkshire",43540,16799,0.721589684946718,26741
"MA","25005","Bristol",127619,104775,0.549149289568577,22844
"MA","25007","Dukes",8338,2474,0.77118017018128,5864
"MA","25009","Essex",220027,135405,0.619041054266358,84622
"MA","25011","Franklin",24369,10327,0.702357620474983,14042
"MA","25013","Hampden",110313,78230,0.585081387269747,32083
"MA","25015","Hampshire",54572,22089,0.71186131148824,32483
"MA","25017","Middlesex",508919,216163,0.701877856573463,292756
"MA","25019","Nantucket",4144,1892,0.686547382372432,2252
"MA","25021","Norfolk",219129,119171,0.647735737511085,99958
"MA","25023","Plymouth",133828,114722,0.538434922550795,19106
"MA","25025","Suffolk",241212,50042,0.828184333949062,191170
"MA","25027","Worcester",197126,157138,0.556438136530949,39988
"MD","24001","Allegany",6665,20025,0.249718995878606,-13360
"MD","24003","Anne Arundel",116074,114509,0.503393571945894,1565
"MD","24005","Baltimore",189437,131009,0.591166686430787,58428
"MD","24009","Calvert",16669,24680,0.403129458995381,-8011
"MD","24011","Caroline",3747,8999,0.293974580260474,-5252
"MD","24013","Carroll",24314,55593,0.304278724016669,-31279
"MD","24015","Cecil",12651,27579,0.314466815809098,-14928
"MD","24017","Charles",46063,24163,0.655925155925156,21900
"MD","24019","Dorchester",5695,7938,0.417736374972493,-2243
"MD","24021","Frederick",51891,56472,0.478862711442097,-4581
"MD","24023","Garrett",2252,10189,0.18101438791094,-7937
"MD","24025","Harford",43803,74261,0.371010638297872,-30458
"MD","24027","Howard",93808,44792,0.676825396825397,49016
"MD","24029","Kent",4178,4598,0.476071103008204,-420
"MD","24031","Montgomery",309761,82985,0.788705677460751,226776
"MD","24033","Prince George's",313627,29290,0.914585745238644,284337
"MD","24035","Queen Anne's",7316,16211,0.310961873592043,-8895
"MD","24037","St. Mary's",15786,26889,0.369912126537786,-11103
"MD","24039","Somerset",3484,5056,0.407962529274005,-1572
"MD","24041","Talbot",7865,10098,0.437844458052664,-2233
"MD","24043","Washington",19193,38842,0.330714224175067,-19649
"MD","24045","Wicomico",16327,20832,0.439382114696305,-4505
"MD","24047","Worcester",8783,15910,0.355687846758191,-7127
"MD","24510","Baltimore City",178562,22726,0.887097094710067,155836
"ME","23001","Androscoggin",22975,28189,0.449046204362442,-5214
"ME","23003","Aroostook",13377,19419,0.407885107939993,-6042
"ME","23005","Cumberland",102935,57697,0.640812540465163,45238
"ME","23007","Franklin",7001,7900,0.469834239312798,-899
"ME","23009","Hancock",16107,13682,0.540702944039746,2425
"ME","23011","Kennebec",29296,31753,0.479876820259136,-2457
"ME","23013","Knox",12440,9148,0.576246062627386,3292
"ME","23015","Lincoln",10241,9727,0.512870592948718,514
"ME","23017","Oxford",12172,16214,0.428802931022335,-4042
"ME","23019","Penobscot",32832,41601,0.44109467574866,-8769
"ME","23021","Piscataquis",3098,5403,0.364427714386543,-2305
"ME","23023","Sagadahoc",10679,9304,0.534404243607066,1375
"ME","23025","Somerset",9092,14998,0.37741801577418,-5906
"ME","23027","Waldo",10442,10378,0.501536983669548,64
"ME","23029","Washington",6358,9037,0.41299123091913,-2679
"ME","23031","York",55828,50388,0.525608194622279,5440
"MI","26001","Alcona",1732,4201,0.291926512725434,-2469
"MI","26003","Alger",1663,2585,0.391478342749529,-922
"MI","26005","Allegan",17932,33812,0.346552257266543,-15880
"MI","26007","Alpena",4877,9090,0.34918021049617,-4213
"MI","26009","Antrim",4448,8469,0.344352403808934,-4021
"MI","26011","Arenac",2238,4704,0.32238547968885,-2466
"MI","26013","Baraga",1156,2158,0.348823174411587,-1002
"MI","26015","Barry",9109,19197,0.321804564403307,-10088
"MI","26017","Bay",21641,28327,0.433097182196606,-6686
"MI","26019","Benzie",4108,5539,0.425831864828444,-1431
"MI","26021","Berrien",29496,38646,0.43286079070177,-9150
"MI","26023","Branch",4740,11025,0.300666032350143,-6285
"MI","26025","Calhoun",24154,31489,0.434088744316446,-7335
"MI","26027","Cass",7270,14241,0.337966621728418,-6971
"MI","26029","Charlevoix",5137,8674,0.371949895011223,-3537
"MI","26031","Cheboygan",4302,8680,0.33138191341858,-4378
"MI","26033","Chippewa",5378,9120,0.370947716926473,-3742
"MI","26035","Clare",4250,8507,0.33315042721643,-4257
"MI","26037","Clinton",16490,21635,0.432524590163934,-5145
"MI","26039","Crawford",2110,4354,0.326423267326733,-2244
"MI","26041","Delta",6431,11112,0.36658496266317,-4681
"MI","26043","Dickinson",3923,8580,0.313764696472846,-4657
"MI","26045","Eaton",24534,27608,0.470522803114572,-3074
"MI","26047","Emmet",6972,10616,0.396406640891517,-3644
"MI","26049","Genesee",102744,84174,0.549674188681668,18570
"MI","26051","Gladwin",3794,8124,0.318342003691895,-4330
"MI","26053","Gogebic",2925,4019,0.421226958525346,-1094
"MI","26055","Grand Traverse",20964,27412,0.433355382834463,-6448
"MI","26057","Gratiot",5665,9878,0.364472753007785,-4213
"MI","26059","Hillsdale",4799,14094,0.254009421478855,-9295
"MI","26061","Houghton",6018,8475,0.415234941006003,-2457
"MI","26063","Huron",4579,10629,0.301091530773277,-6050
"MI","26065","Ingham",81266,44354,0.646919280369368,36912
"MI","26067","Ionia",8206,16374,0.333848657445077,-8168
"MI","26069","Iosco",4344,8344,0.342370744010088,-4000
"MI","26071","Iron",2004,3675,0.352879027997887,-1671
"MI","26073","Isabella",11404,12338,0.480330216493977,-934
"MI","26075","Jackson",25795,39793,0.393288406415808,-13998
"MI","26077","Kalamazoo",67142,51031,0.568167009384546,16111
"MI","26079","Kalkaska",2279,6213,0.268370230805464,-3934
"MI","26081","Kent",138567,147959,0.483610562392244,-9392
"MI","26083","Keweenaw",527,814,0.392990305741984,-287
"MI","26085","Lake",1939,3159,0.380345233424872,-1220
"MI","26087","Lapeer",12734,30037,0.297725094105819,-17303
"MI","26089","Leelanau",6774,7239,0.483408263755085,-465
"MI","26091","Lenawee",16750,26428,0.387929037935986,-9678
"MI","26093","Livingston",34378,65665,0.343632238137601,-31287
"MI","26095","Luce",681,1756,0.27944193680755,-1075
"MI","26097","Mackinac",2085,3740,0.35793991416309,-1655
"MI","26099","Macomb",176238,224589,0.439685949299823,-48351
"MI","26101","Manistee",4979,6915,0.418614427442408,-1936
"MI","26103","Marquette",16042,14646,0.522745046923879,1396
"MI","26105","Mason",5281,8505,0.383069780937183,-3224
"MI","26107","Mecosta",5827,10305,0.361207537813042,-4478
"MI","26109","Menominee",3539,6704,0.345504246802695,-3165
"MI","26111","Midland",15655,23877,0.396008297075787,-8222
"MI","26113","Missaukee",1565,5386,0.225147460797008,-3821
"MI","26115","Monroe",26859,43255,0.383076133154577,-16396
"MI","26117","Montcalm",7874,16907,0.317743432468423,-9033
"MI","26119","Montmorency",1286,3498,0.2688127090301,-2212
"MI","26121","Muskegon",36640,35962,0.504669292856946,678
"MI","26123","Newaygo",6212,15174,0.290470401197045,-8962
"MI","26125","Oakland",342976,289127,0.542595115036632,53849
"MI","26127","Oceana",3973,7228,0.354700473172038,-3255
"MI","26129","Ogemaw",3030,6827,0.307395759358831,-3797
"MI","26131","Ontonagon",1175,2069,0.362207151664612,-894
"MI","26133","Osceola",2705,7336,0.269395478537994,-4631
"MI","26135","Oscoda",1044,2843,0.268587599691279,-1799
"MI","26137","Otsego",3556,8266,0.300795127727965,-4710
"MI","26139","Ottawa",46276,90456,0.338443085744376,-44180
"MI","26141","Presque Isle",2400,4486,0.348533255881499,-2086
"MI","26143","Roscommon",4287,8141,0.344946894110074,-3854
"MI","26145","Saginaw",44395,45469,0.494024303391792,-1074
"MI","26147","St. Clair",24553,49067,0.333509915783754,-24514
"MI","26149","St. Joseph",7529,14886,0.335891144322998,-7357
"MI","26151","Sanilac",4873,13446,0.266007969867351,-8573
"MI","26153","Schoolcraft",1369,2556,0.348789808917197,-1187
"MI","26155","Shiawassee",12547,19232,0.394820478932628,-6685
"MI","26157","Tuscola",7493,17421,0.300754595809585,-9928
"MI","26159","Van Buren",13258,17890,0.425645306279697,-4632
"MI","26161","Washtenaw",128025,50335,0.717789863198027,77690
"MI","26163","Wayne",517842,228908,0.693460997656512,288934
"MI","26165","Wexford",4436,10000,0.307287337212524,-5564
"MN","27001","Aitkin",3134,5516,0.362312138728324,-2382
"MN","27003","Anoka",75499,93341,0.447162994551054,-17842
"MN","27005","Becker",5208,10880,0.323719542516161,-5672
"MN","27007","Beltrami",8688,10783,0.446202044065533,-2095
"MN","27009","Benton",5640,12872,0.30466724286949,-7232
"MN","27011","Big Stone",921,1607,0.364319620253165,-686
"MN","27013","Blue Earth",14428,15667,0.479415185246719,-1239
"MN","27015","Brown",3763,8708,0.301740036885575,-4945
"MN","27017","Carlton",8460,8160,0.509025270758123,300
"MN","27019","Carver",21508,29057,0.425353505389103,-7549
"MN","27021","Cass",4949,9982,0.3314580403188,-5033
"MN","27023","Chippewa",1978,3764,0.344479275513758,-1786
"MN","27025","Chisago",9279,18441,0.33474025974026,-9162
"MN","27027","Clay",12974,13549,0.48916035139313,-575
"MN","27029","Clearwater",1100,2925,0.273291925465839,-1825
"MN","27031","Cook",1912,1156,0.623207301173403,756
"MN","27033","Cottonwood",1678,3679,0.313235019600523,-2001
"MN","27035","Crow Wing",10982,22287,0.330097087378641,-11305
"MN","27037","Dakota",110251,99624,0.525317450863609,10627
"MN","27039","Dodge",3102,6527,0.322151833004466,-3425
"MN","27041","Douglas",6227,13966,0.308374189075422,-7739
"MN","27043","Faribault",2153,4659,0.316059894304169,-2506
"MN","27045","Fillmore",3872,6271,0.381741102237997,-2399
"MN","27047","Freeborn",6041,8808,0.406828742676275,-2767
"MN","27049","Goodhue",9446,14041,0.402179929322604,-4595
"MN","27051","Grant",1104,2063,0.348594884748974,-959
"MN","27053","Hennepin",429283,191768,0.691220205747998,237515
"MN","27055","Houston",4145,5616,0.424649113820305,-1471
"MN","27057","Hubbard",3432,7269,0.32071768993552,-3837
"MN","27059","Isanti",5656,13635,0.293193717277487,-7979
"MN","27061","Itasca",9015,12920,0.410987007066332,-3905
"MN","27063","Jackson",1492,3609,0.292491668300333,-2117
"MN","27065","Kanabec",2327,5230,0.307926425830356,-2903
"MN","27067","Kandiyohi",7266,12785,0.362375941349559,-5519
"MN","27069","Kittson",823,1349,0.378913443830571,-526
"MN","27071","Koochiching",2306,3569,0.392510638297872,-1263
"MN","27073","Lac Qui Parle",1301,2294,0.361891515994437,-993
"MN","27075","Lake",3077,2932,0.512065235480113,145
"MN","27077","Lake of the Woods",553,1540,0.264214046822742,-987
"MN","27079","Le Sueur",4623,9182,0.334878667149583,-4559
"MN","27081","Lincoln",860,1930,0.308243727598566,-1070
"MN","27083","Lyon",3825,7256,0.345185452576482,-3431
"MN","27085","McLeod",4978,12155,0.290550399813226,-7177
"MN","27087","Mahnomen",930,991,0.484122852680895,-61
"MN","27089","Marshall",1225,3208,0.276336566659147,-1983
"MN","27091","Martin",2733,7062,0.279019908116386,-4329
"MN","27093","Meeker",3192,8103,0.282602921646746,-4911
"MN","27095","Mille Lacs",3709,8340,0.307826375632833,-4631
"MN","27097","Morrison",3637,12925,0.219599082236445,-9288
"MN","27099","Mower",7444,8826,0.457529194837124,-1382
"MN","27101","Murray",1295,2974,0.303349730616069,-1679
"MN","27103","Nicollet",7886,8436,0.483151574561941,-550
"MN","27105","Nobles",2733,5299,0.340263944223108,-2566
"MN","27107","Norman",1264,1699,0.426594667566655,-435
"MN","27109","Olmsted",36266,35668,0.504156587983429,598
"MN","27111","Otter Tail",9339,20939,0.308441772904419,-11600
"MN","27113","Pennington",2146,4000,0.349170191994793,-1854
"MN","27115","Pine",4580,8191,0.3586250097878,-3611
"MN","27117","Pipestone",1127,3338,0.252407614781635,-2211
"MN","27119","Polk",4712,8979,0.344167701409685,-4267
"MN","27121","Pope",2106,3793,0.357009662654687,-1687
"MN","27123","Ramsey",176929,70778,0.714267259302321,106151
"MN","27125","Red Lake",540,1141,0.321237358715051,-601
"MN","27127","Redwood",1887,5137,0.268650341685649,-3250
"MN","27129","Renville",2117,4890,0.302126444983588,-2773
"MN","27131","Rice",14437,15429,0.483392486439429,-992
"MN","27133","Rock",1373,3091,0.307571684587814,-1718
"MN","27135","Roseau",1856,5451,0.254003010811551,-3595
"MN","27137","St. Louis",57769,44631,0.564150390625,13138
"MN","27139","Scott",28502,39948,0.416391526661797,-11446
"MN","27141","Sherburne",13299,31049,0.299878235771624,-17750
"MN","27143","Sibley",1954,5193,0.27340142717224,-3239
"MN","27145","Stearns",25575,47618,0.349418660254396,-22043
"MN","27147","Steele",6239,11198,0.357802374261628,-4959
"MN","27149","Stevens",2116,2800,0.430431244914565,-684
"MN","27151","Swift",1679,2962,0.361775479422538,-1283
"MN","27153","Todd",2783,8485,0.246982605608804,-5702
"MN","27155","Traverse",631,1050,0.375371802498513,-419
"MN","27157","Wabasha",3866,6989,0.356149239981575,-3123
"MN","27159","Wadena",1684,4837,0.258242600828094,-3153
"MN","27161","Waseca",2838,5967,0.322316865417376,-3129
"MN","27163","Washington",67086,64429,0.510101509333536,2657
"MN","27165","Watonwan",1814,2768,0.395896988214753,-954
"MN","27167","Wilkin",893,2129,0.295499669093316,-1236
"MN","27169","Winona",11366,12122,0.483906675749319,-756
"MN","27171","Wright",20336,43274,0.319698160666562,-22938
"MN","27173","Yellow Medicine",1524,3382,0.310640032613127,-1858
"MO","29001","Adair",3495,6019,0.367353373975194,-2524
"MO","29003","Andrew",2045,6665,0.234787600459242,-4620
"MO","29005","Atchison",541,2059,0.208076923076923,-1518
"MO","29007","Audrain",2567,6981,0.268852115626309,-4414
"MO","29009","Barry",2710,11427,0.191695550682606,-8717
"MO","29011","Barton",795,4958,0.13818877107596,-4163
"MO","29013","Bates",1617,6000,0.212288302481292,-4383
"MO","29015","Benton",2024,7212,0.219142485924643,-5188
"MO","29017","Bollinger",705,4827,0.127440347071584,-4122
"MO","29019","Boone",41072,36146,0.531896708021446,4926
"MO","29021","Buchanan",12010,21315,0.360390097524381,-9305
"MO","29023","Butler",3036,13647,0.181981657975184,-10611
"MO","29025","Caldwell",837,3231,0.205752212389381,-2394
"MO","29027","Callaway",4988,13052,0.27649667405765,-8064
"MO","29029","Camden",4706,16721,0.219629439492229,-12015
"MO","29031","Cape Girardeau",8468,26939,0.239161747677013,-18471
"MO","29033","Carroll",745,3480,0.176331360946746,-2735
"MO","29035","Carter",436,2323,0.158028271112722,-1887
"MO","29037","Cass",14816,33006,0.309815566057463,-18190
"MO","29039","Cedar",1010,5019,0.167523635760491,-4009
"MO","29041","Chariton",888,2948,0.231491136600626,-2060
"MO","29043","Christian",8505,30941,0.215611215332353,-22436
"MO","29045","Clark",724,2458,0.227529855436832,-1734
"MO","29047","Clay",45182,57328,0.44075699931714,-12146
"MO","29049","Clinton",2572,7058,0.267082035306334,-4486
"MO","29051","Cole",10907,24610,0.307092378297717,-13703
"MO","29053","Cooper",1932,5623,0.25572468563865,-3691
"MO","29055","Crawford",1824,7724,0.191034771679933,-5900
"MO","29057","Dade",637,3184,0.166710285265637,-2547
"MO","29059","Dallas",1271,5895,0.177365336310354,-4624
"MO","29061","Daviess",730,2763,0.208989407386201,-2033
"MO","29063","DeKalb",824,3540,0.188817598533456,-2716
"MO","29065","Dent",978,5599,0.148700015204501,-4621
"MO","29067","Douglas",984,5486,0.152086553323029,-4502
"MO","29069","Dunklin",2360,8026,0.227228962064317,-5666
"MO","29071","Franklin",12339,35420,0.258359680897841,-23081
