state,year,ecvotes,rep,dem,other,pop,house,total,pctdem,ecweight,popweight,houseweight,totalweight,demwin,greenback,prohibition,populist,socialist,progressive,dixiecrat,amerind,independent,reform,green,lib
North Carolina,1948,14,258572,459070,0,4061929,12,717642,0.639692214,0.026365348,0.027098463,0.027586207,1217304.983,1,NA,NA,NA,NA,3915,69652,NA,NA,NA,NA,NA
North Dakota,1948,4,115139,95812,1000,619636,2,210951,0.454190784,0.007532957,0.004133795,0.004597701,347801.4237,0,NA,NA,NA,NA,8391,374,NA,NA,NA,NA,NA
Ohio,1948,25,1445684,1452791,0,7946627,23,2898475,0.50122599,0.047080979,0.053014559,0.052873563,2173758.898,1,NA,NA,NA,NA,37596,0,NA,NA,NA,NA,NA
Oklahoma,1948,10,268817,452782,0,2233351,8,721599,0.627470382,0.018832392,0.014899418,0.018390805,869503.5593,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
Oregon,1948,6,260904,243147,5051,1521341,4,504051,0.482385711,0.011299435,0.010149366,0.009195402,521702.1356,0,NA,NA,NA,NA,14978,0,NA,NA,NA,NA,NA
Pennsylvania,1948,35,1902197,1752426,25364,10498012,33,3654623,0.479509378,0.065913371,0.070035686,0.075862069,3043262.458,0,NA,NA,NA,NA,55161,0,NA,NA,NA,NA,NA
Rhode Island,1948,4,135787,188736,560,791896,2,324523,0.581579734,0.007532957,0.005282998,0.004597701,347801.4237,1,NA,NA,NA,NA,2619,0,NA,NA,NA,NA,NA
South Carolina,1948,8,5386,34423,1,2117027,6,39809,0.864703961,0.015065913,0.014123382,0.013793103,695602.8475,1,NA,NA,NA,NA,154,102607,NA,NA,NA,NA,NA
South Dakota,1948,4,129651,117653,0,652740,2,247304,0.475742406,0.007532957,0.004354643,0.004597701,347801.4237,0,NA,NA,NA,NA,2801,0,NA,NA,NA,NA,NA
Tennessee,1948,12,202914,270402,1288,3291718,10,473316,0.571292752,0.02259887,0.021960132,0.022988506,1043404.271,1,NA,NA,NA,NA,1864,73815,NA,NA,NA,NA,NA
Texas,1948,23,303467,824235,4179,7711194,21,1127702,0.730897879,0.043314501,0.051443908,0.048275862,1999858.186,1,NA,NA,NA,NA,3920,113776,NA,NA,NA,NA,NA
Utah,1948,4,124402,149151,73,688862,2,273553,0.545236207,0.007532957,0.004595625,0.004597701,347801.4237,1,NA,NA,NA,NA,2679,0,NA,NA,NA,NA,NA
Vermont,1948,3,75926,45557,620,377747,1,121483,0.375007203,0.005649718,0.002520074,0.002298851,260851.0678,0,NA,NA,NA,NA,1279,0,NA,NA,NA,NA,NA
Virginia,1948,11,172070,200786,960,3318680,9,372856,0.538508164,0.020715631,0.022140004,0.020689655,956453.9153,1,NA,NA,NA,NA,2047,43393,NA,NA,NA,NA,NA
Washington,1948,8,386315,476165,10887,2378963,6,862480,0.552088164,0.015065913,0.015870844,0.013793103,695602.8475,1,NA,NA,NA,NA,31692,0,NA,NA,NA,NA,NA
West Virginia,1948,8,316251,429188,0,2005552,6,745439,0.575752007,0.015065913,0.013379696,0.013793103,695602.8475,1,NA,NA,NA,NA,3311,0,NA,NA,NA,NA,NA
Wisconsin,1948,12,590959,647310,13249,3434575,10,1238269,0.522753941,0.02259887,0.022913178,0.022988506,1043404.271,1,NA,NA,NA,NA,25282,0,NA,NA,NA,NA,NA
Wyoming,1948,3,47947,52354,193,290529,1,100301,0.521968874,0.005649718,0.001938214,0.002298851,260851.0678,1,NA,NA,NA,NA,931,0,NA,NA,NA,NA,NA
Alabama,1952,11,149231,275075,1814,3061743,9,424306,0.64829392,0.020715631,0.020425893,0.020689655,1272988.341,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,1952,4,152042,108528,0,749587,2,260570,0.416502283,0.007532957,0.005000741,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1952,8,177155,226300,1345,1909511,6,403455,0.560905181,0.015065913,0.012738975,0.013793103,925809.7024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1952,32,3035587,2257646,48370,10586223,30,5293233,0.426515515,0.060263653,0.070624171,0.068965517,3703238.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1952,6,379782,245504,4817,1325089,4,625286,0.392626734,0.011299435,0.008840104,0.009195402,694357.2768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1952,8,611012,481649,4250,2007280,6,1092661,0.440803689,0.015065913,0.013391224,0.013793103,925809.7024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,1952,3,90059,83315,651,318085,1,173374,0.480550717,0.005649718,0.00212205,0.002298851,347178.6384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1952,10,544036,444950,351,2771305,8,988986,0.449905256,0.018832392,0.018488286,0.018390805,1157262.128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,1952,12,198979,456823,1,3444578,10,655802,0.696586775,0.02259887,0.022979911,0.022988506,1388714.554,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,1952,4,180707,95081,443,588637,2,275788,0.344761193,0.007532957,0.003926991,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,1952,27,2457327,2013920,9811,8712176,25,4471247,0.450415734,0.050847458,0.058121788,0.057471264,3124607.746,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,1952,13,1136259,801530,17536,3934224,11,1937789,0.413631205,0.024482109,0.026246501,0.025287356,1504440.766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,1952,10,808906,451513,8354,2621073,8,1260419,0.358224527,0.018832392,0.017486039,0.018390805,1157262.128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,1952,8,616302,273296,6568,1905299,6,889598,0.307212921,0.015065913,0.012710875,0.013793103,925809.7024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,1952,10,495029,495729,2390,2944806,8,990758,0.500353265,0.018832392,0.019645768,0.018390805,1157262.128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,1952,10,306925,345027,0,2683516,8,651952,0.529221476,0.018832392,0.017902617,0.018390805,1157262.128,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1952,5,232353,118806,627,913774,3,351159,0.338325374,0.009416196,0.006096086,0.006896552,578631.064,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,1952,9,499424,395337,7313,2343001,7,894761,0.441835306,0.016949153,0.015630929,0.016091954,1041535.915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1952,16,1292325,1083525,7548,4690514,14,2375850,0.456057832,0.030131827,0.03129196,0.032183908,1851619.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1952,20,1551529,1230657,16406,6371766,18,2782186,0.442334553,0.037664783,0.042508144,0.04137931,2314524.256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,1952,11,763211,608458,7814,2982483,9,1371669,0.443589525,0.020715631,0.019897124,0.020689655,1272988.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,1952,8,112966,172566,0,2178914,6,285532,0.604366586,0.015065913,0.014536251,0.013793103,925809.7024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1952,13,959429,929830,2803,3954653,11,1889259,0.492166505,0.024482109,0.026382789,0.025287356,1504440.766,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1952,4,157394,106213,1430,591024,2,263607,0.402921774,0.007532957,0.003942915,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,1952,6,421603,188057,0,1325510,4,609660,0.308462094,0.011299435,0.008842913,0.009195402,694357.2768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,1952,3,50502,31688,0,160083,1,82190,0.385545687,0.005649718,0.001067966,0.002298851,347178.6384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1952,4,166287,106663,0,533242,2,272950,0.390778531,0.007532957,0.003557433,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,1952,16,1374613,1015902,29039,4835329,14,2390515,0.424972025,0.030131827,0.032258068,0.032183908,1851619.405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1952,4,132170,105661,777,681187,2,237831,0.44426925,0.007532957,0.004544422,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1952,45,3952815,3104601,70825,14830192,43,7057416,0.439906192,0.084745763,0.098937082,0.098850575,5207679.576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,1952,14,558107,652803,0,4061929,12,1210910,0.539101172,0.026365348,0.027098463,0.027586207,1620166.979,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,1952,4,191712,76694,1721,619636,2,268406,0.285738769,0.007532957,0.004133795,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1952,25,2100391,1600367,0,7946627,23,3700758,0.432443029,0.047080979,0.053014559,0.052873563,2893155.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1952,8,518045,430939,0,2233351,6,948984,0.454105654,0.015065913,0.014899418,0.013793103,925809.7024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,1952,6,420815,270579,3665,1521341,4,691394,0.391352832,0.011299435,0.010149366,0.009195402,694357.2768,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1952,32,2415789,2146269,18911,10498012,30,4562058,0.4704607,0.060263653,0.070035686,0.068965517,3703238.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,1952,4,210935,203293,270,791896,2,414228,0.490775611,0.007532957,0.005282998,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,1952,8,168082,173004,0,2117027,6,341086,0.507215189,0.015065913,0.014123382,0.013793103,925809.7024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota,1952,4,203857,90426,0,652740,2,294283,0.30727565,0.007532957,0.004354643,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,1952,11,446147,443710,2696,3291718,9,889857,0.498630679,0.020715631,0.021960132,0.020689655,1272988.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,1952,24,1102878,969228,3840,7711194,22,2072106,0.467750202,0.04519774,0.051443908,0.050574713,2777429.107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,1952,4,194190,135364,0,688862,2,329554,0.410749073,0.007532957,0.004595625,0.004597701,462904.8512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,1952,3,109717,43355,485,377747,1,153072,0.283232727,0.005649718,0.002520074,0.002298851,347178.6384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1952,12,349037,268677,1975,3318680,10,617714,0.434953716,0.02259887,0.022140004,0.022988506,1388714.554,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,1952,9,599107,492845,10756,2378963,7,1091952,0.451343099,0.016949153,0.015870844,0.016091954,1041535.915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,1952,8,419970,453578,0,2005552,6,873548,0.519236493,0.015065913,0.013379696,0.013793103,925809.7024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1952,12,979744,622175,5451,3434575,10,1601919,0.388393545,0.02259887,0.022913178,0.022988506,1388714.554,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming,1952,3,81047,47934,270,290529,1,128981,0.371636132,0.005649718,0.001938214,0.002298851,347178.6384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,1956,11,195694,280844,20333,3266740,9,476538,0.589342298,0.020715631,0.018383426,0.020689655,1276232.181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,1956,4,176990,112880,303,1302161,2,289870,0.389415945,0.007532957,0.00732785,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1956,8,186287,213277,7008,1786272,6,399564,0.533774314,0.015065913,0.010052162,0.013793103,928168.8588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1956,32,3027668,2420135,18552,15717204,30,5447803,0.44424055,0.060263653,0.088447829,0.068965517,3712675.435,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1956,6,394479,263997,4598,1753947,4,658476,0.400921218,0.011299435,0.009870255,0.009195402,696126.6441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1956,8,711837,405079,205,2535234,6,1116916,0.362676334,0.015065913,0.014266911,0.013793103,928168.8588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,1956,3,98057,79421,510,446292,1,177478,0.447497718,0.005649718,0.002511487,0.002298851,348063.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1956,10,643849,480371,0,4951560,8,1124220,0.427292701,0.018832392,0.027864672,0.018390805,1160211.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,1956,12,216652,441094,5734,3943116,10,657746,0.670614493,0.02259887,0.022189701,0.022988506,1392253.288,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,1956,4,166979,105868,142,667191,2,272847,0.388012329,0.007532957,0.003754586,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,1956,27,2623327,1775682,8398,10081158,25,4399009,0.403655005,0.050847458,0.056731244,0.057471264,3132569.898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,1956,13,1182811,783908,7888,4662498,11,1966719,0.398586682,0.024482109,0.026237989,0.025287356,1508274.395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,1956,10,729187,501858,3519,2757537,8,1231045,0.407668282,0.018832392,0.01551791,0.018390805,1160211.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,1956,8,566878,296317,3048,2178611,6,863195,0.343279329,0.015065913,0.012260031,0.013793103,928168.8588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,1956,10,572192,476453,5160,3038156,8,1048645,0.454351091,0.018832392,0.017097081,0.018390805,1160211.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,1956,10,329047,243977,44520,3257022,8,573024,0.425770997,0.018832392,0.018328739,0.018390805,1160211.073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1956,5,249238,102468,0,969265,3,351706,0.291345613,0.009416196,0.005454493,0.006896552,580105.5367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,1956,9,559738,372613,0,3100689,7,932351,0.399648845,0.016949153,0.017448982,0.016091954,1044189.966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1956,16,1393197,948190,7119,5148578,14,2341387,0.404969362,0.030131827,0.028973381,0.032183908,1856337.718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1956,20,1713647,1359898,6923,7823194,18,3073545,0.442452608,0.037664783,0.044024658,0.04137931,2320422.147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,1956,11,719302,617525,3178,3413864,9,1336827,0.461933369,0.020715631,0.01921136,0.020689655,1276232.181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,1956,8,60685,144498,42966,2178141,6,205183,0.70423963,0.015065913,0.012257386,0.013793103,928168.8588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1956,13,914289,918273,0,4319813,11,1832562,0.501087003,0.024482109,0.024309545,0.025287356,1508274.395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1956,4,154933,116238,0,674767,2,271171,0.428652031,0.007532957,0.00379722,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,1956,6,378108,199029,0,1411330,4,577137,0.344855727,0.011299435,0.007942193,0.009195402,696126.6441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,1956,3,56049,40640,0,285278,1,96689,0.420316685,0.005649718,0.001605389,0.002298851,348063.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1956,4,176519,90364,111,606921,2,266883,0.338590319,0.007532957,0.003415419,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,1956,16,1606942,850337,27033,6066782,14,2457279,0.34604821,0.030131827,0.034140531,0.032183908,1856337.718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1956,4,146788,106098,1040,951023,2,252886,0.419548729,0.007532957,0.005351837,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1956,45,4340340,2750769,2227,16782304,43,7091109,0.387918025,0.084745763,0.094441629,0.098850575,5220949.831,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,1956,14,575062,590530,0,4556155,12,1165592,0.506635255,0.026365348,0.025639549,0.027586207,1624295.503,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,1956,4,156766,96742,483,632446,2,253508,0.381613204,0.007532957,0.00355906,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1956,25,2262610,1439655,0,9706397,23,3702265,0.388857902,0.047080979,0.054622294,0.052873563,2900527.684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1956,8,473769,385581,0,2328284,6,859350,0.448689126,0.015065913,0.013102309,0.013793103,928168.8588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon,1956,6,406393,329204,0,1768687,4,735597,0.447533092,0.011299435,0.009953203,0.009195402,696126.6441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1956,32,2585252,1981769,9482,11319366,30,4567021,0.433930345,0.060263653,0.063699202,0.068965517,3712675.435,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhode Island,1956,4,225819,161790,2,859488,2,387609,0.417405169,0.007532957,0.004836728,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina,1956,8,75700,136372,88511,2382594,6,212072,0.643045758,0.015065913,0.013407936,0.013793103,928168.8588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota,1956,4,171569,122288,0,680514,2,293857,0.41614799,0.007532957,0.003829561,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tennessee,1956,11,462288,456507,20609,3567089,9,918795,0.496854032,0.020715631,0.020073626,0.020689655,1276232.181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,1956,24,1080619,859958,14968,9579677,22,1940577,0.443145518,0.04519774,0.053909183,0.050574713,2784506.576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,1956,4,215631,118364,0,890627,2,333995,0.354388539,0.007532957,0.005011962,0.004597701,464084.4294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vermont,1956,3,110390,42549,39,389881,1,152939,0.278208959,0.005649718,0.002194037,0.002298851,348063.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia,1956,12,386459,267760,43759,3966949,10,654219,0.409281907,0.02259887,0.02232382,0.022988506,1392253.288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington,1956,9,620430,523002,7457,2853214,7,1143432,0.457396679,0.016949153,0.016056328,0.016091954,1044189.966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia,1956,8,449297,381534,0,1860421,6,830831,0.459219745,0.015065913,0.010469432,0.013793103,928168.8588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1956,12,954844,586768,8946,3951777,10,1541612,0.380619767,0.02259887,0.02223844,0.022988506,1392253.288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wyoming,1956,3,74573,49554,0,330066,1,124127,0.399220154,0.005649718,0.001857431,0.002298851,348063.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alabama,1960,11,237981,318303,8189,3061743,9,556284,0.572195138,0.020484171,0.020340615,0.020594966,1399665.831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,1960,3,30953,29809,0,128643,1,60762,0.490586222,0.005586592,0.000854637,0.00228833,381727.0447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,1960,4,221241,176781,469,749587,2,398022,0.444148816,0.00744879,0.004979863,0.004576659,508969.3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,1960,8,184508,215049,28952,1909511,6,399557,0.538218577,0.014897579,0.01268579,0.013729977,1017938.786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1960,32,3259722,3224099,22757,10586223,30,6483821,0.497252932,0.059590317,0.070329314,0.068649886,4071755.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,1960,6,402242,330629,3375,1325089,4,732871,0.451142152,0.011173184,0.008803196,0.009153318,763454.0894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,1960,8,565813,657055,15,2007280,6,1222868,0.537306561,0.014897579,0.013335316,0.013729977,1017938.786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,1960,3,96373,99590,720,318085,1,195963,0.508208182,0.005586592,0.00211319,0.00228833,381727.0447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,1960,10,795476,748700,0,2771305,8,1544176,0.484854058,0.018621974,0.018411097,0.018306636,1272423.482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,1960,12,274472,458638,239,3444578,10,733110,0.62560598,0.022346369,0.02288397,0.022883295,1526908.179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii,1960,3,92295,92410,0,499794,1,184705,0.500311307,0.005586592,0.003320369,0.00228833,381727.0447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,1960,4,161597,138853,0,588637,2,300450,0.462150108,0.00744879,0.003910596,0.004576659,508969.3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,1960,27,2368988,2377846,10575,8712176,25,4746834,0.500933043,0.05027933,0.057879129,0.057208238,3435543.402,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,1960,13,1175120,952358,7882,3934224,11,2127478,0.447646462,0.024208566,0.026136921,0.025171625,1654150.527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,1960,10,722381,550565,864,2621073,8,1272946,0.432512455,0.018621974,0.017413035,0.018306636,1272423.482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,1960,8,561474,363213,4138,1905299,6,924687,0.392795616,0.014897579,0.012657807,0.013729977,1017938.786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,1960,10,602607,521855,0,2944806,8,1124462,0.464093051,0.018621974,0.019563747,0.018306636,1272423.482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,1960,10,230980,407339,169572,2683516,8,638319,0.638143311,0.018621974,0.017827873,0.018306636,1272423.482,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,1960,5,240608,181159,6,913774,3,421767,0.429523884,0.009310987,0.006070635,0.006864989,636211.7412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,1960,9,489538,565808,3,2343001,7,1055346,0.536135068,0.016759777,0.01556567,0.016018307,1145181.134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1960,16,976750,1487174,5556,4690514,14,2463924,0.603579494,0.029795158,0.031161315,0.032036613,2035877.572,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,1960,20,1620428,1687269,10400,6371766,18,3307697,0.510103858,0.037243948,0.042330672,0.041189931,2544846.965,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,1960,11,757915,779933,4039,2982483,9,1537848,0.507158705,0.020484171,0.019814053,0.020594966,1399665.831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,1960,8,73561,108362,116248,2178914,6,181923,0.595647609,0.014897579,0.014475562,0.013729977,1017938.786,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,1960,13,962221,972201,0,3954653,11,1934422,0.502579582,0.024208566,0.026272641,0.025171625,1654150.527,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1960,4,141841,134891,847,591024,2,276732,0.487442724,0.00744879,0.003926454,0.004576659,508969.3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,1960,6,380553,232542,0,1325510,4,613095,0.379291953,0.011173184,0.008805993,0.009153318,763454.0894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,1960,3,52387,54880,0,160083,1,107267,0.511620536,0.005586592,0.001063508,0.00228833,381727.0447,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1960,4,157989,137772,0,533242,2,295761,0.465822066,0.00744879,0.00354258,0.004576659,508969.3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,1960,16,1363324,1385415,24372,4835329,14,2748739,0.504018388,0.029795158,0.03212339,0.032036613,2035877.572,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1960,4,153733,156027,1347,681187,2,309760,0.503702867,0.00744879,0.004525449,0.004576659,508969.3929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York,1960,45,3446419,3830085,14575,14830192,43,7276504,0.526363347,0.083798883,0.098524019,0.098398169,5725905.67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Carolina,1960,14,655420,713136,0,4061929,12,1368556,0.521086459,0.026070764,0.026985326,0.027459954,1781392.875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota,1960,4,154310,123963,158,619636,2,278273,0.445472611,0.00744879,0.004116537,0.004576659,508969.3929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio,1960,25,2217611,1944248,0,7946627,23,4161859,0.467158546,0.046554935,0.052793223,0.052631579,3181058.706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
