date,future,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2021-02-04,true,All polls,54.216662,59.404744,49.02858,34.657623,39.845705,29.469542
2021-02-04,true,Voters,55.068753,60.289513,49.847993,35.721279,40.942039,30.500519
2021-02-05,true,Adults,53.049643,58.664404,47.434882,31.319225,36.933986,25.704464
2021-02-05,true,All polls,54.205781,59.5354,48.876163,34.674392,40.004011,29.344774
2021-02-05,true,Voters,55.05643,60.418277,49.694583,35.736248,41.098095,30.374401
2021-02-06,true,Adults,53.040684,58.818382,47.262986,31.341705,37.119404,25.564007
2021-02-06,true,All polls,54.194867,59.67944,48.710293,34.691198,40.175771,29.206624
2021-02-06,true,Voters,55.044076,60.561807,49.526345,35.751257,41.268988,30.233526
2021-02-07,true,Adults,53.031687,58.965265,47.098109,31.36421,37.297788,25.430632
2021-02-07,true,All polls,54.183918,59.815915,48.551921,34.708039,40.340036,29.076042
2021-02-07,true,Voters,55.031692,60.697824,49.36556,35.766306,41.432438,30.100174
2021-02-08,true,Adults,53.022653,59.104993,46.940312,31.386738,37.469078,25.304397
2021-02-08,true,All polls,54.172936,59.945092,48.400781,34.724915,40.497071,28.95276
2021-02-08,true,Voters,55.019278,60.826558,49.211997,35.781394,41.588675,29.974113
2021-02-09,true,Adults,53.013581,59.237872,46.78929,31.409288,37.633579,25.184997
2021-02-09,true,All polls,54.161922,60.067458,48.256386,34.741827,40.647363,28.836291
2021-02-09,true,Voters,55.006833,60.948478,49.065188,35.796521,41.738165,29.854876
2021-02-10,true,Adults,53.004473,59.364346,46.644599,31.431861,37.791734,25.071987
2021-02-10,true,All polls,54.150875,60.18356,48.118189,34.758773,40.791458,28.726087
2021-02-10,true,Voters,54.994359,61.06412,48.924599,35.811686,41.881446,29.741925
2021-02-11,true,Adults,52.995328,59.484898,46.505759,31.454455,37.944025,24.964886
2021-02-11,true,All polls,54.139795,60.293939,47.985651,34.775752,40.929896,28.621608
2021-02-11,true,Voters,54.981856,61.174017,48.789695,35.826888,42.019049,29.634727
2021-02-12,true,Adults,52.986147,59.6,46.372295,31.477071,38.090923,24.863219
2021-02-12,true,All polls,54.128684,60.399097,47.85827,34.792765,41.063179,28.522352
2021-02-12,true,Voters,54.969325,61.278671,48.659978,35.842128,42.151474,29.532782
2021-02-13,true,Adults,52.976931,59.710097,46.243765,31.499708,38.232874,24.766542
2021-02-13,true,All polls,54.117541,60.499493,47.735589,34.809811,41.191763,28.427859
2021-02-13,true,Voters,54.956764,61.378537,48.534992,35.857405,42.279177,29.435632
2021-02-14,true,Adults,52.967679,59.815597,46.119761,31.522365,38.370283,24.674447
2021-02-14,true,All polls,54.106367,60.595538,47.617196,34.82689,41.31606,28.337719
2021-02-14,true,Voters,54.944176,61.474026,48.414325,35.872717,42.402568,29.342867
2021-02-15,true,Adults,52.958392,59.916871,45.999914,31.545042,38.50352,24.586563
2021-02-15,true,All polls,54.095161,60.687598,47.502725,34.844,41.436437,28.251563
2021-02-15,true,Voters,54.931559,61.565508,48.297611,35.888066,42.522014,29.254118
2021-02-16,true,Adults,52.949071,60.01425,45.883891,31.567738,38.632917,24.502558
2021-02-16,true,All polls,54.083926,60.776003,47.391849,34.861142,41.553219,28.169065
2021-02-16,true,Voters,54.918915,61.653308,48.184522,35.90345,42.637843,29.169057
2021-02-17,true,Adults,52.939715,60.108035,45.771394,31.590453,38.758774,24.422132
2021-02-17,true,All polls,54.07266,60.861042,47.284278,34.878314,41.666697,28.089932
2021-02-17,true,Voters,54.906244,61.737722,48.074767,35.918868,42.750346,29.087391
2021-02-18,true,Adults,52.930325,60.198496,45.662153,31.613186,38.881358,24.345015
2021-02-18,true,All polls,54.061364,60.942977,47.179751,34.895517,41.777131,28.013904
2021-02-18,true,Voters,54.893547,61.819008,47.968085,35.934321,42.859783,29.00886
2021-02-19,true,Adults,52.920901,60.285874,45.555928,31.635938,39.000911,24.270965
2021-02-19,true,All polls,54.050039,61.02204,47.078038,34.912751,41.884752,27.94075
2021-02-19,true,Voters,54.880822,61.897402,47.864242,35.949808,42.966388,28.933228
2021-02-20,true,Adults,52.911444,60.370388,45.4525,31.658707,39.117651,24.199763
2021-02-20,true,All polls,54.038685,61.098439,46.97893,34.930013,41.989768,27.870259
2021-02-20,true,Voters,54.868072,61.973113,47.763031,35.965328,43.07037,28.860287
2021-02-21,true,Adults,52.901953,60.452234,45.351673,31.681493,39.231773,24.131212
2021-02-21,true,All polls,54.027301,61.172362,46.88224,34.947305,42.092366,27.802244
2021-02-21,true,Voters,54.855295,62.046329,47.664262,35.980881,43.171915,28.789848
2021-02-22,true,Adults,52.892431,60.53159,45.253271,31.704295,39.343454,24.065136
2021-02-22,true,All polls,54.015889,61.243977,46.787802,34.964626,42.192713,27.736538
2021-02-22,true,Voters,54.842494,62.11722,47.567768,35.996467,43.271193,28.721741
2021-02-23,true,Adults,52.882875,60.608617,45.157133,31.727113,39.452855,24.001371
2021-02-23,true,All polls,54.004449,61.313436,46.695462,34.981974,42.290961,27.672987
2021-02-23,true,Voters,54.829667,62.185939,47.473395,36.012084,43.368356,28.655812
2021-02-24,true,Adults,52.873288,60.683463,45.063113,31.749947,39.560122,23.939772
2021-02-24,true,All polls,53.992981,61.380878,46.605084,34.99935,42.387247,27.611453
2021-02-24,true,Voters,54.816815,62.252625,47.381005,36.027733,43.463543,28.591923
2021-02-25,true,Adults,52.863669,60.756259,44.971079,31.772796,39.665386,23.880206
2021-02-25,true,All polls,53.981486,61.446428,46.516544,35.016754,42.481696,27.551811
2021-02-25,true,Voters,54.803939,62.317404,47.290473,36.043413,43.556878,28.529947
2021-02-26,true,Adults,52.854018,60.827128,44.880909,31.79566,39.768769,23.82255
2021-02-26,true,All polls,53.969963,61.5102,46.429726,35.034183,42.57442,27.493947
2021-02-26,true,Voters,54.791039,62.380392,47.201685,36.059123,43.648477,28.469769
2021-02-27,true,Adults,52.844337,60.896181,44.792493,31.818537,39.870381,23.766693
2021-02-27,true,All polls,53.958413,61.572297,46.344529,35.05164,42.665524,27.437756
2021-02-27,true,Voters,54.778114,62.441694,47.114535,36.074863,43.738443,28.411284
2021-02-28,true,Adults,52.834625,60.96352,44.70573,31.841429,39.970324,23.712533
2021-02-28,true,All polls,53.946837,61.632816,46.260858,35.069121,42.755101,27.383142
2021-02-28,true,Voters,54.765167,62.501405,47.028928,36.090633,43.826872,28.354395
2021-03-01,true,Adults,52.824882,61.029239,44.620526,31.864333,40.068689,23.659977
2021-03-01,true,All polls,53.935235,61.691845,46.178625,35.086629,42.843239,27.330019
2021-03-01,true,Voters,54.752196,62.559614,46.944778,36.106432,43.91385,28.299014
2021-03-02,true,Adults,52.81511,61.093423,44.536796,31.88725,40.165564,23.608937
2021-03-02,true,All polls,53.923606,61.749462,46.097751,35.104161,42.930016,27.278305
2021-03-02,true,Voters,54.739202,62.616401,46.862003,36.12226,43.999459,28.245061
2021-03-03,true,Adults,52.805307,61.156153,44.454462,31.91018,40.261025,23.559334
2021-03-03,true,All polls,53.911953,61.805743,46.018162,35.121717,43.015507,27.227926
2021-03-03,true,Voters,54.726186,62.671842,46.78053,36.138116,44.083772,28.192459
2021-03-04,true,Adults,52.795475,61.217501,44.37345,31.933121,40.355147,23.511095
2021-03-04,true,All polls,53.900273,61.860756,45.939791,35.139297,43.099779,27.178815
2021-03-04,true,Voters,54.713148,62.726006,46.700289,36.153999,44.166857,28.141141
2021-03-05,true,Adults,52.785614,61.277537,44.293692,31.956074,40.447996,23.464151
2021-03-05,true,All polls,53.888569,61.914564,45.862575,35.156901,43.182895,27.130906
2021-03-05,true,Voters,54.700087,62.778956,46.621219,36.16991,44.248778,28.091042
2021-03-06,true,Adults,52.775725,61.336323,44.215127,31.979037,40.539635,23.418439
2021-03-06,true,All polls,53.876841,61.967225,45.786456,35.174527,43.264912,27.084143
2021-03-06,true,Voters,54.687006,62.830751,46.54326,36.185847,44.329593,28.042102
2021-03-07,true,Adults,52.765807,61.393918,44.137696,32.002011,40.630122,23.3739
2021-03-07,true,All polls,53.865088,62.018795,45.71138,35.192176,43.345883,27.038469
2021-03-07,true,Voters,54.673903,62.881447,46.466358,36.201811,44.409355,27.994267
2021-03-08,true,Adults,52.755861,61.450376,44.061345,32.024994,40.71951,23.330479
2021-03-08,true,All polls,53.853311,62.069324,45.637298,35.209847,43.42586,26.993834
2021-03-08,true,Voters,54.660779,62.931095,46.390463,36.217801,44.488116,27.947485
2021-03-09,true,Adults,52.745886,61.505749,43.986024,32.047988,40.80785,23.288125
2021-03-09,true,All polls,53.84151,62.118858,45.564162,35.22754,43.504888,26.950192
2021-03-09,true,Voters,54.647634,62.979741,46.315528,36.233816,44.565922,27.901709
2021-03-10,true,Adults,52.735885,61.560084,43.911686,32.07099,40.895189,23.246791
2021-03-10,true,All polls,53.829686,62.167443,45.49193,35.245253,43.58301,26.907496
2021-03-10,true,Voters,54.63447,63.027431,46.241508,36.249856,44.642817,27.856894
2021-03-11,true,Adults,52.725856,61.613426,43.838287,32.094001,40.981571,23.206431
2021-03-11,true,All polls,53.81784,62.21512,45.42056,35.262988,43.660268,26.865708
2021-03-11,true,Voters,54.621285,63.074207,46.168364,36.26592,44.718842,27.812998
2021-03-12,true,Adults,52.715801,61.665817,43.765785,32.11702,41.067035,23.167004
2021-03-12,true,All polls,53.80597,62.261926,45.350015,35.280742,43.736698,26.824787
2021-03-12,true,Voters,54.608081,63.120107,46.096056,36.282009,44.794034,27.769983
2021-03-13,true,Adults,52.705719,61.717294,43.694144,32.140046,41.151622,23.128471
2021-03-13,true,All polls,53.794078,62.307898,45.280259,35.298516,43.812336,26.784697
2021-03-13,true,Voters,54.594858,63.165167,46.024548,36.29812,44.86843,27.727811
2021-03-14,true,Adults,52.695611,61.767896,43.623325,32.16308,41.235365,23.090794
2021-03-14,true,All polls,53.782164,62.35307,45.211259,35.31631,43.887215,26.745405
2021-03-14,true,Voters,54.581615,63.209422,45.953809,36.314256,44.942062,27.686449
2021-03-15,true,Adults,52.685477,61.817657,43.553296,32.18612,41.318301,23.05394
2021-03-15,true,All polls,53.770229,62.397474,45.142984,35.334122,43.961367,26.706878
2021-03-15,true,Voters,54.568354,63.252904,45.883804,36.330413,45.014963,27.645863
2021-03-16,true,Adults,52.675317,61.86661,43.484025,32.209167,41.400459,23.017875
2021-03-16,true,All polls,53.758272,62.441139,45.075405,35.351953,44.03482,26.669086
2021-03-16,true,Voters,54.555075,63.295643,45.814506,36.346593,45.087162,27.606025
2021-03-17,true,Adults,52.665132,61.914784,43.415481,32.23222,41.481871,22.982568
2021-03-17,true,All polls,53.746294,62.484095,45.008493,35.369802,44.107602,26.632001
2021-03-17,true,Voters,54.541777,63.337669,45.745886,36.362795,45.158686,27.566903
2021-03-18,true,Adults,52.654923,61.962209,43.347636,32.255277,41.562564,22.947991
2021-03-18,true,All polls,53.734295,62.526367,44.942223,35.387668,44.17974,26.595596
2021-03-18,true,Voters,54.528462,63.379007,45.677918,36.379018,45.229562,27.528473
2021-03-19,true,Adults,52.644688,62.008912,43.280464,32.27834,41.642564,22.914116
2021-03-19,true,All polls,53.722276,62.567982,44.87657,35.405551,44.251256,26.559845
2021-03-19,true,Voters,54.51513,63.419683,45.610576,36.395262,45.299815,27.490708
2021-03-20,true,Adults,52.63443,62.05492,43.213939,32.301408,41.721898,22.880917
2021-03-20,true,All polls,53.710237,62.608962,44.811511,35.42345,44.322176,26.524725
2021-03-20,true,Voters,54.50178,63.459722,45.543839,36.411526,45.369467,27.453584
2021-03-21,true,Adults,52.624147,62.100256,43.148038,32.324479,41.800588,22.84837
2021-03-21,true,All polls,53.698178,62.64933,44.747025,35.441366,44.392519,26.490213
2021-03-21,true,Voters,54.488414,63.499146,45.477683,36.42781,45.438541,27.417078
2021-03-22,true,Adults,52.613841,62.144944,43.082737,32.347554,41.878658,22.816451
2021-03-22,true,All polls,53.686099,62.689108,44.683089,35.459298,44.462307,26.456288
2021-03-22,true,Voters,54.475031,63.537976,45.412087,36.444114,45.507058,27.381169
2021-03-23,true,Adults,52.603511,62.189006,43.018016,32.370632,41.956127,22.785137
2021-03-23,true,All polls,53.674001,62.728317,44.619686,35.477244,44.53156,26.422929
2021-03-23,true,Voters,54.461633,63.576234,45.347032,36.460436,45.575037,27.345835
2021-03-24,true,Adults,52.593159,62.232463,42.953854,32.393713,42.033017,22.754409
2021-03-24,true,All polls,53.661884,62.766974,44.556795,35.495206,44.600295,26.390116
2021-03-24,true,Voters,54.448218,63.613938,45.282498,36.476778,45.642497,27.311058
2021-03-25,true,Adults,52.582783,62.275334,42.890232,32.416796,42.109347,22.724245
2021-03-25,true,All polls,53.649749,62.805099,44.4944,35.513182,44.668531,26.357832
2021-03-25,true,Voters,54.434788,63.651107,45.218469,36.493137,45.709456,27.276818
2021-03-26,true,Adults,52.572385,62.317639,42.827132,32.439881,42.185135,22.694627
2021-03-26,true,All polls,53.637596,62.842708,44.432483,35.531172,44.736284,26.326059
2021-03-26,true,Voters,54.421343,63.687758,45.154927,36.509514,45.77593,27.243099
2021-03-27,true,Adults,52.561966,62.359396,42.764535,32.462967,42.260398,22.665537
2021-03-27,true,All polls,53.625424,62.87982,44.371029,35.549175,44.80357,26.29478
2021-03-27,true,Voters,54.407882,63.723909,45.091856,36.525909,45.841936,27.209882
2021-03-28,true,Adults,52.551524,62.400621,42.702427,32.486055,42.335152,22.636957
2021-03-28,true,All polls,53.613235,62.916448,44.310023,35.567191,44.870404,26.263978
2021-03-28,true,Voters,54.394408,63.759576,45.02924,36.54232,45.907488,27.177152
2021-03-29,true,Adults,52.541061,62.441331,42.64079,32.509142,42.409413,22.608872
2021-03-29,true,All polls,53.601029,62.952608,44.249449,35.58522,44.936799,26.23364
2021-03-29,true,Voters,54.380919,63.794772,44.967066,36.558748,45.972601,27.144895
2021-03-30,true,Adults,52.530577,62.481543,42.579611,32.53223,42.483196,22.581264
2021-03-30,true,All polls,53.588806,62.988315,44.189296,35.603261,45.002771,26.203751
2021-03-30,true,Voters,54.367416,63.829514,44.905318,36.575192,46.037289,27.113094
2021-03-31,true,Adults,52.520071,62.521269,42.518874,32.555318,42.556516,22.55412
2021-03-31,true,All polls,53.576565,63.023583,44.129548,35.621314,45.068331,26.174296
2021-03-31,true,Voters,54.353899,63.863814,44.843985,36.591651,46.101566,27.081737
2021-04-01,true,Adults,52.509546,62.560526,42.458566,32.578404,42.629384,22.527424
2021-04-01,true,All polls,53.564309,63.058424,44.070194,35.639378,45.133492,26.145263
2021-04-01,true,Voters,54.34037,63.897686,44.783053,36.608126,46.165442,27.050809
2021-04-02,true,Adults,52.499,62.599326,42.398674,32.60149,42.701816,22.501164
2021-04-02,true,All polls,53.552037,63.09285,44.011223,35.657453,45.198266,26.116639
2021-04-02,true,Voters,54.326827,63.931143,44.722511,36.624615,46.228931,27.020299
2021-04-03,true,Adults,52.488434,62.637682,42.339185,32.624574,42.773822,22.475325
2021-04-03,true,All polls,53.539748,63.126875,43.952622,35.675538,45.262665,26.088411
2021-04-03,true,Voters,54.313271,63.964196,44.662346,36.641118,46.292043,26.990193
2021-04-04,true,Adults,52.477848,62.675608,42.280088,32.647655,42.845415,22.449896
2021-04-04,true,All polls,53.527444,63.160509,43.89438,35.693633,45.326698,26.060569
2021-04-04,true,Voters,54.299703,63.996858,44.602548,36.657635,46.35479,26.96048
2021-04-05,true,Adults,52.467243,62.713115,42.221372,32.670735,42.916606,22.424863
2021-04-05,true,All polls,53.515125,63.193763,43.836488,35.711738,45.390376,26.033101
2021-04-05,true,Voters,54.286123,64.029139,44.543107,36.674166,46.417182,26.93115
2021-04-06,true,Adults,52.456619,62.750214,42.163025,32.693811,42.987405,22.400216
2021-04-06,true,All polls,53.502792,63.226648,43.778935,35.729852,45.453709,26.005996
2021-04-06,true,Voters,54.272531,64.061051,44.484011,36.69071,46.479229,26.90219
2021-04-07,true,Adults,52.445977,62.786917,42.105037,32.716884,43.057823,22.375944
2021-04-07,true,All polls,53.490443,63.259174,43.721712,35.747975,45.516706,25.979244
2021-04-07,true,Voters,54.258928,64.092602,44.425253,36.707266,46.54094,26.873591
2021-04-08,true,Adults,52.435316,62.823234,42.047398,32.739953,43.127871,22.352035
2021-04-08,true,All polls,53.478081,63.291351,43.66481,35.766106,45.579377,25.952835
2021-04-08,true,Voters,54.245313,64.123804,44.366822,36.723834,46.602325,26.845343
2021-04-09,true,Adults,52.424636,62.859175,41.990098,32.763017,43.197556,22.328479
2021-04-09,true,All polls,53.465704,63.323188,43.60822,35.784245,45.641729,25.92676
2021-04-09,true,Voters,54.231688,64.154666,44.308709,36.740414,46.663392,26.817435
2021-04-10,true,Adults,52.413939,62.89475,41.933128,32.786078,43.266888,22.305267
2021-04-10,true,All polls,53.453314,63.354695,43.551933,35.802391,45.703772,25.90101
2021-04-10,true,Voters,54.218051,64.185196,44.250907,36.757005,46.724149,26.78986
2021-04-11,true,Adults,52.403225,62.929969,41.87648,32.809133,43.335877,22.282388
2021-04-11,true,All polls,53.44091,63.385879,43.495942,35.820544,45.765513,25.875576
2021-04-11,true,Voters,54.204405,64.215403,44.193407,36.773607,46.784605,26.762609
2021-04-12,true,Adults,52.392493,62.964841,41.820145,32.832182,43.40453,22.259835
2021-04-12,true,All polls,53.428493,63.416748,43.440238,35.838704,45.826959,25.850449
2021-04-12,true,Voters,54.190749,64.245297,44.136201,36.790219,46.844767,26.735671
2021-04-13,true,Adults,52.381744,62.999373,41.764115,32.855226,43.472855,22.237597
2021-04-13,true,All polls,53.416064,63.447313,43.384815,35.85687,45.888119,25.825622
2021-04-13,true,Voters,54.177083,64.274884,44.079281,36.806842,46.904643,26.70904
2021-04-14,true,Adults,52.370979,63.033576,41.708382,32.878263,43.54086,22.215666
2021-04-14,true,All polls,53.403622,63.477578,43.329666,35.875042,45.948998,25.801086
2021-04-14,true,Voters,54.163407,64.304172,44.022642,36.823474,46.964239,26.682708
2021-04-15,true,Adults,52.360197,63.067456,41.652938,32.901294,43.608553,22.194035
2021-04-15,true,All polls,53.391168,63.507553,43.274782,35.893219,46.009605,25.776834
2021-04-15,true,Voters,54.149722,64.33317,43.966274,36.840115,47.023563,26.656667
2021-04-16,true,Adults,52.3494,63.101022,41.597777,32.924317,43.67594,22.172694
2021-04-16,true,All polls,53.378702,63.537245,43.220159,35.911401,46.069944,25.752859
2021-04-16,true,Voters,54.136029,64.361885,43.910173,36.856764,47.08262,26.630909
2021-04-17,true,Adults,52.338586,63.134281,41.542891,32.947333,43.743028,22.151637
2021-04-17,true,All polls,53.366224,63.566659,43.165789,35.929588,46.130023,25.729153
2021-04-17,true,Voters,54.122327,64.390323,43.854332,36.873423,47.141418,26.605427
2021-04-18,true,Adults,52.327757,63.167241,41.488273,32.970341,43.809825,22.130857
2021-04-18,true,All polls,53.353736,63.595804,43.111667,35.947778,46.189847,25.70571
2021-04-18,true,Voters,54.108617,64.418491,43.798743,36.890089,47.199962,26.580215
2021-04-19,true,Adults,52.316913,63.199908,41.433918,32.99334,43.876335,22.110345
2021-04-19,true,All polls,53.341236,63.624685,43.057787,35.965973,46.249422,25.682524
2021-04-19,true,Voters,54.094899,64.446395,43.743403,36.906762,47.258258,26.555266
2021-04-20,true,Adults,52.306054,63.23229,41.379819,33.016331,43.942566,22.090095
2021-04-20,true,All polls,53.328725,63.653309,43.004142,35.98417,46.308754,25.659587
2021-04-20,true,Voters,54.081173,64.474043,43.688304,36.923443,47.316312,26.530574
2021-04-21,true,Adults,52.295181,63.264392,41.32597,33.039312,44.008523,22.070101
2021-04-21,true,All polls,53.316204,63.681681,42.950728,36.002371,46.367847,25.636894
2021-04-21,true,Voters,54.06744,64.501439,43.633441,36.94013,47.374129,26.506131
2021-04-22,true,Adults,52.284293,63.296221,41.272365,33.062283,44.074212,22.050355
2021-04-22,true,All polls,53.303673,63.709808,42.897539,36.020573,46.426708,25.614439
2021-04-22,true,Voters,54.0537,64.528591,43.57881,36.956824,47.431714,26.481933
2021-04-23,true,Adults,52.273391,63.327784,41.218999,33.085245,44.139638,22.030852
2021-04-23,true,All polls,53.291133,63.737695,42.84457,36.038778,46.485341,25.592216
2021-04-23,true,Voters,54.039954,64.555503,43.524404,36.973523,47.489073,26.457974
2021-04-24,true,Adults,52.262476,63.359086,41.165866,33.108196,44.204806,22.011586
2021-04-24,true,All polls,53.278582,63.765348,42.791817,36.056985,46.54375,25.570219
2021-04-24,true,Voters,54.0262,64.582182,43.470219,36.990228,47.546209,26.434247
2021-04-25,true,Adults,52.251547,63.390133,41.112961,33.131136,44.269722,21.99255
2021-04-25,true,All polls,53.266023,63.792771,42.739274,36.075192,46.601941,25.548444
2021-04-25,true,Voters,54.012441,64.608631,43.41625,37.006938,47.603129,26.410747
2021-04-26,true,Adults,52.240605,63.420931,41.06028,33.154065,44.334391,21.97374
2021-04-26,true,All polls,53.253454,63.819971,42.686938,36.093401,46.659917,25.526884
2021-04-26,true,Voters,53.998676,64.634858,43.362493,37.023652,47.659835,26.38747
2021-04-27,true,Adults,52.229651,63.451485,41.007817,33.176982,44.398816,21.955148
2021-04-27,true,All polls,53.240877,63.846951,42.634803,36.11161,46.717684,25.505536
2021-04-27,true,Voters,53.984905,64.660866,43.308943,37.040371,47.716333,26.36441
2021-04-28,true,Adults,52.218683,63.4818,40.955567,33.199888,44.463004,21.936771
2021-04-28,true,All polls,53.228292,63.873718,42.582866,36.129819,46.775245,25.484393
2021-04-28,true,Voters,53.971129,64.686661,43.255596,37.057094,47.772626,26.341561
2021-04-29,true,Adults,52.207704,63.511881,40.903527,33.22278,44.526957,21.918603
2021-04-29,true,All polls,53.215698,63.900275,42.531122,36.148027,46.832603,25.463451
2021-04-29,true,Voters,53.957347,64.712247,43.202448,37.07382,47.828719,26.31892
2021-04-30,true,Adults,52.196713,63.541734,40.851691,33.24566,44.590681,21.900638
2021-04-30,true,All polls,53.203097,63.926626,42.479567,36.166235,46.889764,25.442705
2021-04-30,true,Voters,53.943562,64.737629,43.149494,37.090549,47.884616,26.296481
2021-05-01,true,Adults,52.185709,63.571363,40.800056,33.268526,44.65418,21.882873
2021-05-01,true,All polls,53.190488,63.952778,42.428198,36.184441,46.946731,25.422151
2021-05-01,true,Voters,53.929771,64.762811,43.096731,37.10728,47.94032,26.27424
2021-05-02,true,Adults,52.174695,63.600772,40.748618,33.291379,44.717456,21.865302
2021-05-02,true,All polls,53.177872,63.978732,42.377011,36.202646,47.003506,25.401785
2021-05-02,true,Voters,53.915977,64.787798,43.044155,37.124014,47.995835,26.252193
2021-05-03,true,Adults,52.163669,63.629967,40.697372,33.314218,44.780515,21.84792
2021-05-03,true,All polls,53.165249,64.004495,42.326003,36.220849,47.060095,25.381602
2021-05-03,true,Voters,53.902178,64.812594,42.991763,37.14075,48.051165,26.230334
2021-05-04,true,Adults,52.152633,63.658952,40.646315,33.337042,44.84336,21.830723
2021-05-04,true,All polls,53.152619,64.03007,42.275169,36.239049,47.116499,25.361599
2021-05-04,true,Voters,53.888376,64.837202,42.939551,37.157487,48.106312,26.208661
2021-05-05,true,Adults,52.141586,63.68773,40.595442,33.359851,44.905995,21.813707
2021-05-05,true,All polls,53.139983,64.05546,42.224507,36.257247,47.172723,25.34177
2021-05-05,true,Voters,53.874571,64.861627,42.887515,37.174225,48.161281,26.187169
2021-05-06,true,Adults,52.130529,63.716307,40.544752,33.382645,44.968422,21.796868
2021-05-06,true,All polls,53.127341,64.08067,42.174013,36.275441,47.228769,25.322113
2021-05-06,true,Voters,53.860763,64.885873,42.835653,37.190963,48.216073,26.165853
2021-05-07,true,Adults,52.119462,63.744685,40.494239,33.405423,45.030646,21.7802
2021-05-07,true,All polls,53.114693,64.105703,42.123684,36.293632,47.284641,25.302622
2021-05-07,true,Voters,53.846952,64.909943,42.783961,37.207702,48.270694,26.144711
2021-05-08,true,Adults,52.108385,63.77287,40.443901,33.428186,45.09267,21.763701
2021-05-08,true,All polls,53.10204,64.130563,42.073517,36.311819,47.340341,25.283296
2021-05-08,true,Voters,53.833139,64.933842,42.732436,37.224441,48.325144,26.123738
2021-05-09,true,Adults,52.097299,63.800864,40.393734,33.450931,45.154496,21.747366
2021-05-09,true,All polls,53.089381,64.155253,42.02351,36.330001,47.395873,25.264129
2021-05-09,true,Voters,53.819323,64.957571,42.681075,37.241179,48.379428,26.102931
2021-05-10,true,Adults,52.086204,63.828672,40.343736,33.47366,45.216128,21.731192
2021-05-10,true,All polls,53.076718,64.179777,41.973658,36.348179,47.451238,25.245119
