date,future,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2021-08-26,true,Voters,52.358455,66.995334,37.721577,38.982493,53.619372,24.345614
2021-08-27,true,Adults,50.880034,66.226507,35.533562,35.770474,51.116946,20.424002
2021-08-27,true,All polls,51.724574,66.303042,37.146107,38.221369,52.799837,23.642901
2021-08-27,true,Voters,52.345959,67.01159,37.680329,38.997037,53.662667,24.331406
2021-08-28,true,Adults,50.86949,66.245425,35.493555,35.789222,51.165158,20.413287
2021-08-28,true,All polls,51.71292,66.320005,37.105835,38.236895,52.843981,23.62981
2021-08-28,true,Voters,52.333488,67.027832,37.639144,39.011544,53.705888,24.3172
2021-08-29,true,Adults,50.858963,66.26432,35.453607,35.807917,51.213274,20.402561
2021-08-29,true,All polls,51.701287,66.336952,37.065622,38.252381,52.888046,23.616716
2021-08-29,true,Voters,52.321042,67.044061,37.598023,39.026014,53.749033,24.302995
2021-08-30,true,Adults,50.848455,66.283191,35.413718,35.826559,51.261296,20.391822
2021-08-30,true,All polls,51.689677,66.353884,37.025469,38.267825,52.932032,23.603618
2021-08-30,true,Voters,52.30862,67.060277,37.556964,39.040446,53.792102,24.288789
2021-08-31,true,Adults,50.837964,66.30204,35.373888,35.845147,51.309223,20.381071
2021-08-31,true,All polls,51.678088,66.370801,36.985376,38.283227,52.97594,23.590515
2021-08-31,true,Voters,52.296224,67.07648,37.515968,39.05484,53.835096,24.274584
2021-09-01,true,Adults,50.827492,66.320866,35.334117,35.863681,51.357055,20.370306
2021-09-01,true,All polls,51.666523,66.387703,36.945342,38.298588,53.019769,23.577407
2021-09-01,true,Voters,52.283854,67.092673,37.475036,39.069196,53.878015,24.260378
2021-09-02,true,Adults,50.817038,66.339671,35.294405,35.88216,51.404793,20.359527
2021-09-02,true,All polls,51.654979,66.404592,36.905367,38.313906,53.063519,23.564294
2021-09-02,true,Voters,52.27151,67.108854,37.434165,39.083514,53.920858,24.24617
2021-09-03,true,Adults,50.806603,66.358455,35.254751,35.900585,51.452437,20.348734
2021-09-03,true,All polls,51.643459,66.421468,36.865451,38.329182,53.107191,23.551174
2021-09-03,true,Voters,52.259191,67.125024,37.393357,39.097793,53.963627,24.23196
2021-09-04,true,Adults,50.796187,66.377218,35.215156,35.918956,51.499987,20.337925
2021-09-04,true,All polls,51.631962,66.438331,36.825593,38.344415,53.150784,23.538047
2021-09-04,true,Voters,52.246898,67.141185,37.352612,39.112034,54.00632,24.217747
2021-09-05,true,Adults,50.78579,66.395961,35.175619,35.937271,51.547442,20.3271
2021-09-05,true,All polls,51.620488,66.455182,36.785795,38.359606,53.194299,23.524912
2021-09-05,true,Voters,52.234632,67.157336,37.311929,39.126235,54.048939,24.203531
2021-09-06,true,Adults,50.775412,66.414684,35.13614,35.955531,51.594803,20.316259
2021-09-06,true,All polls,51.609038,66.472021,36.746055,38.374753,53.237736,23.51177
2021-09-06,true,Voters,52.222393,67.173478,37.271307,39.140397,54.091482,24.189312
2021-09-07,true,Adults,50.765054,66.433389,35.096718,35.973735,51.642071,20.3054
2021-09-07,true,All polls,51.597611,66.488849,36.706373,38.389857,53.281094,23.498619
2021-09-07,true,Voters,52.21018,67.189612,37.230748,39.154519,54.133951,24.175088
2021-09-08,true,Adults,50.754715,66.452075,35.057355,35.991884,51.689244,20.294524
2021-09-08,true,All polls,51.586208,66.505666,36.66675,38.404917,53.324375,23.485459
2021-09-08,true,Voters,52.197994,67.205737,37.190251,39.168602,54.176345,24.160858
2021-09-09,true,Adults,50.744397,66.470744,35.018049,36.009977,51.736324,20.28363
2021-09-09,true,All polls,51.57483,66.522474,36.627186,38.419933,53.367577,23.472289
2021-09-09,true,Voters,52.185835,67.221855,37.149815,39.182644,54.218664,24.146624
2021-09-10,true,Adults,50.734098,66.489395,34.978801,36.028013,51.78331,20.272716
2021-09-10,true,All polls,51.563475,66.539271,36.587679,38.434904,53.410701,23.459108
2021-09-10,true,Voters,52.173704,67.237967,37.109441,39.196646,54.260909,24.132383
2021-09-11,true,Adults,50.72382,66.50803,34.93961,36.045993,51.830203,20.261783
2021-09-11,true,All polls,51.552145,66.55606,36.54823,38.449832,53.453747,23.445917
2021-09-11,true,Voters,52.1616,67.254071,37.069128,39.210607,54.303079,24.118136
2021-09-12,true,Adults,50.713562,66.526648,34.900477,36.063916,51.877002,20.25083
2021-09-12,true,All polls,51.54084,66.57284,36.50884,38.464715,53.496715,23.432714
2021-09-12,true,Voters,52.149524,67.27017,37.028877,39.224528,54.345174,24.103881
2021-09-13,true,Adults,50.703325,66.54525,34.8614,36.081782,51.923707,20.239857
2021-09-13,true,All polls,51.529559,66.589612,36.469507,38.479552,53.539605,23.4195
2021-09-13,true,Voters,52.137475,67.286263,36.988687,39.238407,54.387195,24.089619
2021-09-14,true,Adults,50.693109,66.563838,34.822381,36.099591,51.970319,20.228862
2021-09-14,true,All polls,51.518304,66.606376,36.430232,38.494345,53.582417,23.406273
2021-09-14,true,Voters,52.125455,67.302352,36.948558,39.252245,54.429142,24.075348
2021-09-15,true,Adults,50.682914,66.58241,34.783418,36.117342,52.016838,20.217846
2021-09-15,true,All polls,51.507074,66.623133,36.391014,38.509092,53.625151,23.393033
2021-09-15,true,Voters,52.113463,67.318436,36.908491,39.266041,54.471014,24.061069
2021-09-16,true,Adults,50.67274,66.600968,34.744512,36.135035,52.063263,20.206807
2021-09-16,true,All polls,51.495869,66.639883,36.351855,38.523793,53.667807,23.379779
2021-09-16,true,Voters,52.1015,67.334515,36.868484,39.279796,54.512811,24.04678
2021-09-17,true,Adults,50.662588,66.619513,34.705663,36.152671,52.109596,20.195745
2021-09-17,true,All polls,51.48469,66.656627,36.312752,38.538448,53.710386,23.366511
2021-09-17,true,Voters,52.089565,67.350591,36.828539,39.293508,54.554534,24.032482
2021-09-18,true,Adults,50.652457,66.638044,34.66687,36.170248,52.155835,20.184661
2021-09-18,true,All polls,51.473536,66.673365,36.273708,38.553058,53.752886,23.353229
2021-09-18,true,Voters,52.077659,67.366664,36.788654,39.307178,54.596183,24.018173
2021-09-19,true,Adults,50.642348,66.656563,34.628134,36.187766,52.201981,20.173552
2021-09-19,true,All polls,51.462409,66.690097,36.23472,38.567621,53.795309,23.339932
2021-09-19,true,Voters,52.065783,67.382735,36.74883,39.320805,54.637758,24.003853
2021-09-20,true,Adults,50.632261,66.675069,34.589454,36.205226,52.248033,20.162418
2021-09-20,true,All polls,51.451308,66.706825,36.19579,38.582137,53.837654,23.326619
2021-09-20,true,Voters,52.053935,67.398803,36.709067,39.33439,54.679258,23.989522
2021-09-21,true,Adults,50.622197,66.693563,34.55083,36.222627,52.293993,20.15126
2021-09-21,true,All polls,51.440233,66.723549,36.156917,38.596606,53.879922,23.31329
2021-09-21,true,Voters,52.042117,67.414869,36.669365,39.347931,54.720684,23.975179
2021-09-22,true,Adults,50.612155,66.712046,34.512263,36.239968,52.33986,20.140076
2021-09-22,true,All polls,51.429185,66.740268,36.118101,38.611028,53.922111,23.299945
2021-09-22,true,Voters,52.030329,67.430934,36.629723,39.361429,54.762035,23.960823
2021-09-23,true,Adults,50.602135,66.730519,34.473751,36.25725,52.385634,20.128867
2021-09-23,true,All polls,51.418163,66.756984,36.079342,38.625403,53.964223,23.286582
2021-09-23,true,Voters,52.01857,67.446999,36.590141,39.374884,54.803313,23.946455
2021-09-24,true,Adults,50.592138,66.74898,34.435296,36.274473,52.431315,20.11763
2021-09-24,true,All polls,51.407168,66.773696,36.040641,38.63973,54.006258,23.273202
2021-09-24,true,Voters,52.006841,67.463063,36.55062,39.388295,54.844516,23.932073
2021-09-25,true,Adults,50.582164,66.767432,34.396896,36.291635,52.476903,20.106367
2021-09-25,true,All polls,51.396201,66.790406,36.001996,38.654009,54.048214,23.259804
2021-09-25,true,Voters,51.995143,67.479126,36.511159,39.401661,54.885645,23.917678
2021-09-26,true,Adults,50.572213,66.785875,34.358552,36.308738,52.522399,20.095076
2021-09-26,true,All polls,51.385261,66.807114,35.963408,38.66824,54.090093,23.246387
2021-09-26,true,Voters,51.983475,67.495191,36.471759,39.414984,54.9267,23.903268
2021-09-27,true,Adults,50.562286,66.804308,34.320264,36.325779,52.567801,20.083757
2021-09-27,true,All polls,51.374348,66.82382,35.924876,38.682423,54.131895,23.232951
2021-09-27,true,Voters,51.971837,67.511256,36.432419,39.428262,54.967681,23.888843
2021-09-28,true,Adults,50.552382,66.822733,34.282031,36.342761,52.613111,20.07241
2021-09-28,true,All polls,51.363463,66.840524,35.886402,38.696557,54.173618,23.219496
2021-09-28,true,Voters,51.96023,67.527322,36.393138,39.441495,55.008587,23.874403
2021-09-29,true,Adults,50.542502,66.841149,34.243854,36.359681,52.658328,20.061033
2021-09-29,true,All polls,51.352606,66.857228,35.847984,38.710643,54.215264,23.206021
2021-09-29,true,Voters,51.948655,67.543391,36.353918,39.454683,55.049419,23.859947
2021-09-30,true,Adults,50.532645,66.859558,34.205732,36.37654,52.703453,20.049627
2021-09-30,true,All polls,51.341777,66.873931,35.809623,38.724679,54.256833,23.192525
2021-09-30,true,Voters,51.93711,67.559461,36.314759,39.467826,55.090178,23.845475
2021-10-01,true,Adults,50.522813,66.87796,34.167666,36.393338,52.748485,20.038191
2021-10-01,true,All polls,51.330976,66.890633,35.771319,38.738666,54.298324,23.179009
2021-10-01,true,Voters,51.925596,67.575534,36.275659,39.480924,55.130862,23.830986
2021-10-02,true,Adults,50.513005,66.896354,34.129655,36.410074,52.793424,20.026725
2021-10-02,true,All polls,51.320204,66.907336,35.733071,38.752604,54.339737,23.165471
2021-10-02,true,Voters,51.914114,67.59161,36.236619,39.493976,55.171472,23.81648
2021-10-03,true,Adults,50.503221,66.914743,34.0917,36.426749,52.838271,20.015228
2021-10-03,true,All polls,51.30946,66.92404,35.69488,38.766492,54.381072,23.151912
2021-10-03,true,Voters,51.902664,67.607689,36.197639,39.506982,55.212008,23.801957
2021-10-04,true,Adults,50.493462,66.933125,34.053799,36.443362,52.883024,20.003699
2021-10-04,true,All polls,51.298745,66.940745,35.656745,38.78033,54.42233,23.13833
2021-10-04,true,Voters,51.891245,67.623772,36.158718,39.519942,55.252469,23.787415
2021-10-05,true,Adults,50.483728,66.951502,34.015954,36.459912,52.927686,19.992138
2021-10-05,true,All polls,51.288058,66.957451,35.618666,38.794118,54.46351,23.124726
2021-10-05,true,Voters,51.879859,67.63986,36.119858,39.532856,55.292857,23.772855
2021-10-06,true,Adults,50.474018,66.969873,33.978163,36.4764,52.972255,19.980545
2021-10-06,true,All polls,51.277401,66.974159,35.580644,38.807856,54.504613,23.111098
2021-10-06,true,Voters,51.868504,67.655951,36.081057,39.545723,55.33317,23.758276
