office,state,year,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,district
House,PENNSYLVANIA,1988,19820303,141832,"Ridge, Thomas J.",Incumbent,38288,"Elder, George R.H.",Challenger,N/A,,N/A,N/A,,103544,R,0,78.74,21.26,,21
House,PENNSYLVANIA,1988,19820303,47039,"Hodgkiss, William",Challenger,123428,"Murphy, Austin J.",Incumbent,N/A,,N/A,N/A,,76389,D,0,27.59,72.41,,22
House,PENNSYLVANIA,1988,19820303,105575,"Clinger, William F.",Incumbent,63476,"Shakespeare, Howard",Challenger,N/A,,N/A,N/A,1109,42099,R,0,62.45,37.55,,23
House,PENNSYLVANIA,1988,19820303,78909,"Matthews, Mark",Challenger,135590,"Borski, Robert A.",Incumbent,N/A,,N/A,N/A,,56681,D,0,36.79,63.21,,3
House,PENNSYLVANIA,1988,19820303,52402,"Johnston, Gordon R.",Challenger,124041,"Kolter, Joseph P.",Incumbent,N/A,,N/A,N/A,1256,71639,D,0,29.7,70.3,,4
House,PENNSYLVANIA,1988,19820303,153453,"Schulze, Richard T.",Incumbent,42758,"Hadley, Donald T.",Challenger,N/A,,N/A,N/A,,110695,R,0,78.21,21.79,,5
House,PENNSYLVANIA,1988,19820303,65278,"Erwin, James R.",Challenger,114119,"Yatron, Gus",Incumbent,N/A,,N/A,N/A,1348,48841,D,0,36.39,63.61,,6
House,PENNSYLVANIA,1988,19820303,155387,"Weldon, Wayne Curtis",Incumbent,73745,"Landau, David",Challenger,N/A,,N/A,N/A,,81642,R,0,67.82,32.18,,7
House,PENNSYLVANIA,1988,19820303,93648,"Howard, Ed",Challenger,128153,"Kostmayer, Peter H.",Incumbent,N/A,,N/A,N/A,3765,34505,D,0,42.22,57.78,,8
House,PENNSYLVANIA,1988,19820303,158702,"Shuster, E. G.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,,158702,R,0,100,0,,9
House,RHODE ISLAND,1988,19820409,105506,"Machtley, Ronald K.",Challenger,84141,"St. Germain, Fernand",Challenger,N/A,,N/A,N/A,,21365,R,0,55.63,44.37,,1
House,RHODE ISLAND,1988,19820409,145218,"Schneider, Claudine",Incumbent,56129,"Morgenthau, Ruth S.",Challenger,N/A,,N/A,N/A,,89089,R,0,72.12,27.88,,2
House,SOUTH CAROLINA,1988,19820430,101572,"Ravenel, Arthur",Incumbent,57691,"Tillman, Wheeler",Challenger,N/A,,N/A,N/A,,43881,R,0,63.78,36.22,,1
House,SOUTH CAROLINA,1988,19820430,94960,"Spence, Floyd D.",Incumbent,83978,"Leventis, Jim",Challenger,N/A,,N/A,N/A,1061,10982,R,0,53.07,46.93,,2
House,SOUTH CAROLINA,1988,19820430,75571,"Jordan, Henry S.",Challenger,89071,"Derrick, Butler",Incumbent,N/A,,N/A,N/A,1183,13500,D,0,45.9,54.1,,3
House,SOUTH CAROLINA,1988,19820430,82793,"White, Knox",Challenger,90234,"Patterson, Elizabeth J.",Incumbent,N/A,,N/A,N/A,,7441,D,0,47.85,52.15,,4
House,SOUTH CAROLINA,1988,19820430,46622,"Carley, Robert K.",Challenger,107959,"Spratt, John M. Jr.",Incumbent,N/A,,N/A,N/A,,61337,D,0,30.16,69.84,,5
House,SOUTH CAROLINA,1988,19820430,37958,"Cunningham, Robbie",Challenger,120719,"Tallon, Robert M.",Incumbent,N/A,,N/A,N/A,,82761,D,0,23.92,76.08,,6
House,SOUTH DAKOTA,1988,19810101,88157,"Volk, David",Challenger,223759,"Johnson, Timothy P.",Incumbent,N/A,,N/A,N/A,,135602,D,0,28.26,71.74,,0
House,TENNESSEE,1988,19810618,119526,"Quillen, James H.",Incumbent,29469,"Smith, Sidney S.",Challenger,N/A,,N/A,N/A,3,90057,R,0,80.22,19.78,,1
House,TENNESSEE,1988,19810618,99631,"Duncan, John J. Jr.",Challenger,77540,"Taylor, Dudley W.",Challenger,N/A,,N/A,N/A,3,22091,R,0,56.23,43.77,,2
House,TENNESSEE,1988,19810618,80372,"Coker, Harold L.",Challenger,108264,"Lloyd, Marilyn",Incumbent,N/A,,N/A,N/A,2,27892,D,0,42.61,57.39,,3
House,TENNESSEE,1988,19810618,,N/A,N/A,94129,"Cooper, Jim",Incumbent,N/A,,N/A,N/A,22,94129,D,0,0,100,,4
House,TENNESSEE,1988,19810618,,N/A,N/A,155068,"Clement, Robert Nelson",Incumbent,N/A,,N/A,N/A,72,155068,D,0,0,100,,5
House,TENNESSEE,1988,19810618,38033,"Embry, Wallace",Challenger,123652,"Gordon, Barton Jennings",Incumbent,N/A,,N/A,N/A,2,85619,D,0,23.52,76.48,,6
House,TENNESSEE,1988,19810618,142025,"Sundquist, Don",Incumbent,35237,"Bloodworth, Ken",Challenger,N/A,,N/A,N/A,4,106788,R,0,80.12,19.88,,7
House,TENNESSEE,1988,19810618,56839,"Bryant, Ed",Challenger,94571,"Tanner, John",Challenger,N/A,,N/A,N/A,1,37732,D,0,37.54,62.46,,8
House,TENNESSEE,1988,19810618,,N/A,N/A,126280,"Ford, Harold E.",Incumbent,N/A,,N/A,N/A,28522,126280,D,0,0,100,,9
House,TEXAS,1988,19830619,74357,"McQueen, Horace",Challenger,122566,"Chapman, James L.",Incumbent,N/A,,N/A,N/A,,48209,D,0,37.76,62.24,,1
House,TEXAS,1988,19830619,,N/A,N/A,232213,"Pickle, Jake",Incumbent,N/A,,N/A,N/A,16281,232213,D,0,0,100,,10
House,TEXAS,1988,19830619,,N/A,N/A,134207,"Leath, J. Marvin",Incumbent,N/A,,N/A,N/A,6533,134207,D,0,0,100,,11
House,TEXAS,1988,19830619,,N/A,N/A,135459,"Wright, James Claude Jr.",Incumbent,N/A,,N/A,N/A,997,135459,D,0,0,100,,12
House,TEXAS,1988,19830619,89105,"Milner, Larry S.",Challenger,98345,"Sarpalius, Bill",Challenger,N/A,,N/A,N/A,,9240,D,0,47.54,52.46,,13
House,TEXAS,1988,19830619,96042,"Sweeney, Mac",Challenger,111395,"Laughlin, Greg",Challenger,N/A,,N/A,N/A,1779,15353,D,0,46.3,53.7,,14
House,TEXAS,1988,19830619,,N/A,N/A,93672,"de la Garza, Eligio II",Incumbent,N/A,,N/A,N/A,6133,93672,D,0,0,100,,15
House,TEXAS,1988,19830619,,N/A,N/A,104514,"Coleman, Ronald",Incumbent,N/A,,N/A,N/A,,104514,D,0,0,100,,16
House,TEXAS,1988,19830619,,N/A,N/A,149064,"Stenholm, Charles W.",Incumbent,N/A,,N/A,N/A,,149064,D,0,0,100,,17
House,TEXAS,1988,19830619,,N/A,N/A,94408,"Leland, Mickey",Incumbent,N/A,,N/A,N/A,7235,94408,D,0,0,100,,18
House,TEXAS,1988,19830619,113068,"Combest, Larry",Incumbent,53932,"McCathern, Gerald",Challenger,N/A,,N/A,N/A,,59136,R,0,67.71,32.29,,19
House,TEXAS,1988,19830619,,N/A,N/A,145614,"Wilson, Charles",Incumbent,N/A,,N/A,N/A,20475,145614,D,0,0,100,,2
House,TEXAS,1988,19830619,36801,"Trevino, Lee",Challenger,94527,"Gonzalez, Henry B.",Incumbent,N/A,,N/A,N/A,2368,57726,D,0,28.02,71.98,,20
House,TEXAS,1988,19830619,203989,"Smith, Lamar",Incumbent,,N/A,N/A,N/A,,N/A,N/A,14801,203989,R,0,100,0,,21
House,TEXAS,1988,19830619,125733,"DeLay, Thomas D.",Incumbent,58471,"Walker, Wayne",Challenger,N/A,,N/A,N/A,2280,67262,R,0,68.26,31.74,,22
House,TEXAS,1988,19830619,60559,"Gonzales, Jerome L.",Challenger,116423,"Bustamante, Albert G.",Incumbent,N/A,,N/A,N/A,3448,55864,D,0,34.22,65.78,,23
House,TEXAS,1988,19830619,,N/A,N/A,135794,"Frost, Jonas Martin",Incumbent,N/A,,N/A,N/A,10841,135794,D,0,0,100,,24
House,TEXAS,1988,19830619,44043,"Loeffler, George H.",Challenger,113499,"Andrews, Michael Allen",Incumbent,N/A,,N/A,N/A,1494,69456,D,0,27.96,72.04,,25
House,TEXAS,1988,19830619,194944,"Armey, Richard Keith",Incumbent,86490,"Reyes, Jo Ann",Challenger,N/A,,N/A,N/A,12,108454,R,0,69.27,30.73,,26
House,TEXAS,1988,19830619,,N/A,N/A,105085,"Ortiz, Solomon P.",Challenger,N/A,,N/A,N/A,,105085,D,0,0,100,,27
House,TEXAS,1988,19830619,227882,"Bartlett, Harry Steven",Incumbent,50627,"Cowden, Blake",Challenger,N/A,,N/A,N/A,,177255,R,0,81.82,18.18,,3
House,TEXAS,1988,19830619,67337,"Sutton, Randy",Challenger,139379,"Hall, Ralph M.",Incumbent,N/A,,N/A,N/A,3152,72042,D,0,32.57,67.43,,4
House,TEXAS,1988,19830619,59877,"Williams, Lon",Challenger,95376,"Bryant, John",Incumbent,N/A,,N/A,N/A,1786,35499,D,0,38.57,61.43,,5
House,TEXAS,1988,19830619,164692,"Barton, Joe L.",Incumbent,78786,"Kendrick, N. P.",Challenger,N/A,,N/A,N/A,,85906,R,0,67.64,32.36,,6
House,TEXAS,1988,19830619,185203,"Archer, William R.",Incumbent,48824,"Richards, Dianne",Challenger,N/A,,N/A,N/A,,136379,R,0,79.14,20.86,,7
House,TEXAS,1988,19830619,90503,"Fields, Jack",Incumbent,,N/A,N/A,N/A,,N/A,N/A,,90503,R,0,100,0,,8
House,TEXAS,1988,19830619,,N/A,N/A,137270,"Brooks, Jack B.",Incumbent,N/A,,N/A,N/A,,137270,D,0,0,100,,9
House,UTAH,1988,19820101,130893,"Hansen, James V.",Incumbent,87976,"McKay, Gunn",Challenger,N/A,,N/A,N/A,,42917,R,0,59.8,40.2,,1
House,UTAH,1988,19820101,80212,"Snelgrove, Richard",Challenger,112129,"Owens, Wayne",Incumbent,N/A,,N/A,N/A,2997,31917,D,0,41.7,58.3,,2
House,UTAH,1988,19820101,129951,"Nielson, Howard C.",Incumbent,60018,"Stringham, Robert W.",Challenger,N/A,,N/A,N/A,4492,69933,R,0,68.41,31.59,,3
House,VERMONT,1988,N/A,98937,"Smith, Peter",Challenger,45330,"Poirier, Paul N.",Challenger,N/A,,N/A,N/A,95864,53607,R,0,68.58,31.42,,0
House,VIRGINIA,1988,19810612,135937,"Bateman, Herbert H.",Incumbent,49614,"Ellenson, James S.",Challenger,N/A,,N/A,N/A,22,86323,R,0,73.26,26.74,,1
House,VIRGINIA,1988,19810612,188550,"Wolf, Frank R.",Incumbent,88284,"Weinberg, Robert L.",Challenger,N/A,,N/A,N/A,74,100266,R,0,68.11,31.89,,10
House,VIRGINIA,1988,19810612,62564,"Curry, Jerry R.",Challenger,106666,"Pickett, Owen B.",Incumbent,N/A,,N/A,N/A,6978,44102,D,0,36.97,63.03,,2
House,VIRGINIA,1988,19810612,187354,"Bliley, Thomas J.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,544,187354,R,0,100,0,,3
House,VIRGINIA,1988,19810612,,N/A,N/A,134786,"Sisisky, Norman",Incumbent,N/A,,N/A,N/A,98,134786,D,0,0,100,,4
House,VIRGINIA,1988,19810612,78396,"Hawkins, Charles",Challenger,97242,"Payne, L. F.",Challenger,N/A,,N/A,N/A,3804,18846,D,0,44.63,55.37,,5
House,VIRGINIA,1988,19810612,66935,"Judd, Charles E.",Challenger,118369,"Olin, James R.",Incumbent,N/A,,N/A,N/A,8,51434,D,0,36.12,63.88,,6
House,VIRGINIA,1988,19810612,136988,"Slaughter, D. French",Incumbent,,N/A,N/A,N/A,,N/A,N/A,488,136988,R,0,100,0,,7
House,VIRGINIA,1988,19810612,154761,"Parris, Stanford E.",Incumbent,93561,"Brickley, David G.",Challenger,N/A,,N/A,N/A,78,61200,R,0,62.32,37.68,,8
House,VIRGINIA,1988,19810612,65410,"Brown, John C.",Challenger,113309,"Boucher, Frederick C.",Incumbent,N/A,,N/A,N/A,8,47899,D,0,36.6,63.4,,9
House,WASHINGTON,1988,19830329,152265,"Miller, John R.",Incumbent,122646,"Linquist, Reese",Challenger,N/A,,N/A,N/A,,29619,R,0,55.39,44.61,,1
House,WASHINGTON,1988,19830329,,N/A,N/A,175191,"Swift, Al",Incumbent,N/A,,N/A,N/A,,175191,D,0,0,100,,2
House,WASHINGTON,1988,19830329,108794,"Wight, Bill",Challenger,109412,"Unsoeld, Jolene",Challenger,N/A,,N/A,N/A,,618,D,0,49.86,50.14,,3
House,WASHINGTON,1988,19830329,142938,"Morrison, Sid",Incumbent,48850,"Golob, J. Richard",Challenger,N/A,,N/A,N/A,,94088,R,0,74.53,25.47,,4
House,WASHINGTON,1988,19830329,49657,"Derby, Marlyn A.",Challenger,160654,"Foley, Thomas S.",Incumbent,N/A,,N/A,N/A,,110997,D,0,23.61,76.39,,5
House,WASHINGTON,1988,19830329,60346,"Cook, Kevin P.",Challenger,125904,"Dicks, Norman D.",Incumbent,N/A,,N/A,N/A,,65558,D,0,32.4,67.6,,6
House,WASHINGTON,1988,19830329,53902,"Edwards, Robert",Challenger,173809,"McDermott, James A.",Challenger,N/A,,N/A,N/A,,119907,D,0,23.67,76.33,,7
House,WASHINGTON,1988,19830329,174942,"Chandler, Rod",Incumbent,71920,"Kean, Jim",Challenger,N/A,,N/A,N/A,,103022,R,0,70.87,29.13,,8
House,WEST VIRGINIA,1988,19820208,40732,"Tuck, Howard",Challenger,119256,"Mollohan, Alan B.",Incumbent,N/A,,N/A,N/A,,78524,D,0,25.46,74.54,,1
House,WEST VIRGINIA,1988,19820208,,N/A,N/A,118356,"Staggers, Harley O.",Incumbent,N/A,,N/A,N/A,,118356,D,0,0,100,,2
House,WEST VIRGINIA,1988,19820208,41478,"Hart, Paul W.",Challenger,120192,"Kleczka, Gerald D.",Challenger,N/A,,N/A,N/A,,78714,D,0,25.66,74.34,,3
House,WEST VIRGINIA,1988,19820208,49753,"Brewster, Marianne R.",Challenger,78812,"Rahall, Nick J. II",Incumbent,N/A,,N/A,N/A,,29059,D,0,38.7,61.3,,4
House,WISCONSIN,1988,19820331,49620,"Weaver, Bernard J.",Challenger,158552,"Aspin, Les",Incumbent,N/A,,N/A,N/A,4,108932,D,0,23.84,76.16,,1
House,WISCONSIN,1988,19820331,107457,"Haney, Ann J.",Challenger,151501,"Kastenmeier, Robert W.",Incumbent,N/A,,N/A,N/A,19,44044,D,0,41.5,58.5,,2
House,WISCONSIN,1988,19820331,157513,"Gunderson, Steven",Incumbent,72935,"Krueger, Karl E.",Challenger,N/A,,N/A,N/A,19,84578,R,0,68.35,31.65,,3
House,WISCONSIN,1988,19820331,,N/A,N/A,177283,"Kleczka, Gerald D.",Incumbent,N/A,,N/A,N/A,609,177283,D,0,0,100,,4
House,WISCONSIN,1988,19820331,78307,"Barnhill, Helen I.",Challenger,140518,"Moody, Jim",Incumbent,N/A,,N/A,N/A,354,62211,D,0,35.79,64.21,,5
House,WISCONSIN,1988,19820331,165923,"Petri, Thomas E.",Incumbent,57552,"Garrett, Joseph",Challenger,N/A,,N/A,N/A,20,108371,R,0,74.25,25.75,,6
House,WISCONSIN,1988,19820331,86077,"Hermening, Kevin J.",Challenger,142197,"Obey, David R.",Incumbent,N/A,,N/A,N/A,1905,56120,D,0,37.71,62.29,,7
House,WISCONSIN,1988,19820331,167275,"Roth, Toby",Incumbent,72708,"Baron, Robert A.",Challenger,N/A,,N/A,N/A,30,94567,R,0,69.7,30.3,,8
House,WISCONSIN,1988,19820331,185093,"Sensenbrenner, F. James Jr.",Incumbent,62003,"Hickey, Thomas J.",Challenger,N/A,,N/A,N/A,8,123090,R,0,74.91,25.09,,9
House,WYOMING,1988,N/A,118350,"Cheney, Richard",Incumbent,56527,"Sharratt, Bryan",Challenger,N/A,,N/A,N/A,2774,61823,R,0,67.68,32.32,,0
House,ALABAMA,1990,19810818,82185,"Callahan, H. L.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,345,82185,R,0,100,0,,1
House,ALABAMA,1990,19810818,87649,"Dickinson, William Louis",Incumbent,83243,"Baggiano, Faye",Challenger,N/A,,N/A,N/A,19,4406,R,0,51.29,48.71,,2
House,ALABAMA,1990,19810818,36317,"Sledge, Don",Challenger,101923,"Browder, Glen",Challenger,N/A,,N/A,N/A,2,65606,D,0,26.27,73.73,,3
House,ALABAMA,1990,19810818,,N/A,N/A,129872,"Bevill, Tom",Incumbent,N/A,,N/A,N/A,340,129872,D,0,0,100,,4
House,ALABAMA,1990,19810818,55326,"McDonald, Albert",Challenger,113047,"Cramer, Robert E.",Challenger,N/A,,N/A,N/A,10,57721,D,0,32.86,67.14,,5
House,ALABAMA,1990,19810818,,N/A,N/A,134412,"Erdreich, Ben",Incumbent,N/A,,N/A,N/A,11329,134412,D,0,0,100,,6
House,ALABAMA,1990,19810818,53258,"Barker, Michael D.",Challenger,127490,"Harris, Claude",Incumbent,N/A,,N/A,N/A,96,74232,D,0,29.47,70.53,,7
House,ALASKA,1990,N/A,99003,"Young, Don",Incumbent,91677,"Devens, John S.",Challenger,N/A,,N/A,N/A,967,7326,R,0,51.92,48.08,,0
House,ARIZONA,1990,19820402,166223,"Rhodes, John J. III",Incumbent,,N/A,N/A,N/A,,N/A,N/A,793,166223,R,0,100,0,,1
House,ARIZONA,1990,19820402,39586,"Sweeney, Joseph D.",Challenger,76549,"Udall, Morris K.",Incumbent,N/A,,N/A,N/A,44,36963,D,0,34.09,65.91,,2
House,ARIZONA,1990,19820402,134279,"Stump, Robert Lee",Incumbent,103018,"Hartstone, Roger",Challenger,N/A,,N/A,N/A,,31261,R,0,56.59,43.41,,3
House,ARIZONA,1990,19820402,141843,"Kyl, Jon",Incumbent,89395,"Ivey, Mark",Challenger,N/A,,N/A,N/A,,52448,R,0,61.34,38.66,,4
House,ARIZONA,1990,19820402,138975,"Kolbe, Jim",Incumbent,75642,"Phillips, Chuck",Challenger,N/A,,N/A,N/A,,63333,R,0,64.75,35.25,,5
House,ARKANSAS,1990,19810225,56071,"Hayes, Terry",Challenger,101026,"Alexander, William",Incumbent,N/A,,N/A,N/A,,44955,D,0,35.69,64.31,,1
House,ARKANSAS,1990,19810225,67800,"Keet, Jim",Challenger,103471,"Thornton, Ray",Challenger,N/A,,N/A,N/A,,35671,D,0,39.59,60.41,,2
House,ARKANSAS,1990,19810225,129876,"Hammerschmidt, John",Incumbent,54332,"Ivy, Dan",Challenger,N/A,,N/A,N/A,,75544,R,0,70.51,29.49,,3
House,ARKANSAS,1990,19810225,42130,"Rood, Roy",Challenger,110365,"Anthony, Beryl F. Jr.",Incumbent,N/A,,N/A,N/A,,68235,D,0,27.63,72.37,,4
House,CALIFORNIA,1990,19830102,99782,"Riggs, Frank",Challenger,96468,"Bosco, Douglas H.",Incumbent,N/A,,N/A,N/A,34011,3314,R,0,50.84,49.16,,1
House,CALIFORNIA,1990,19830102,48747,"Patrosso, Mark",Challenger,81875,"Edwards, Don",Incumbent,N/A,,N/A,N/A,15,33128,D,0,37.32,62.68,,10
House,CALIFORNIA,1990,19830102,45818,"Quraishi, G. M.",Challenger,105029,"Lantos, Tom",Incumbent,N/A,,N/A,N/A,8518,59211,D,0,30.37,69.63,,11
House,CALIFORNIA,1990,19830102,125157,"Campbell, Tom",Incumbent,69270,"Palmer, Robert",Challenger,N/A,,N/A,N/A,11271,55887,R,0,64.37,35.63,,12
House,CALIFORNIA,1990,19830102,59773,"Smith, David E.",Challenger,97286,"Mineta, Norman Y.",Incumbent,N/A,,N/A,N/A,10587,37513,D,0,38.06,61.94,,13
House,CALIFORNIA,1990,19830102,128039,"Doolittle, John T.",Challenger,120742,"Malberg, Patricia",Challenger,N/A,,N/A,N/A,,7297,R,0,51.47,48.53,,14
House,CALIFORNIA,1990,19830102,49634,"Burris, Cliff",Challenger,97147,"Condit, Gary A.",Challenger,N/A,,N/A,N/A,,47513,D,0,33.82,66.18,,15
House,CALIFORNIA,1990,19830102,39885,"Reiss, Jerry M.",Challenger,134236,"Panetta, Leon E.",Incumbent,N/A,,N/A,N/A,6881,94351,D,0,22.91,77.09,,16
House,CALIFORNIA,1990,19830102,68848,"Pashayan, Charles",Incumbent,82611,"Dooley, Calvin",Challenger,N/A,,N/A,N/A,,13763,D,0,45.46,54.54,,17
House,CALIFORNIA,1990,19830102,,N/A,N/A,98804,"Lehman, Richard",Incumbent,N/A,,N/A,N/A,,98804,D,0,0,100,,18
House,CALIFORNIA,1990,19830102,94599,"Lagomarsino, Robert J.",Incumbent,76991,"Ferguson, Anita P.",Challenger,N/A,,N/A,N/A,1655,17608,R,0,55.13,44.87,,19
House,CALIFORNIA,1990,19830102,133315,"Herger, Wally",Incumbent,65333,"Rush, Erwin E.",Challenger,N/A,,N/A,N/A,10753,67982,R,0,67.11,32.89,,2
House,CALIFORNIA,1990,19830102,112962,"Thomas, William M.",Incumbent,65101,"Thomas, Michael A.",Challenger,N/A,,N/A,N/A,10862,47861,R,0,63.44,36.56,,20
House,CALIFORNIA,1990,19830102,118326,"Gallegly, Elton",Incumbent,68921,"Freiman, Richard D.",Challenger,N/A,,N/A,N/A,15364,49405,R,0,63.19,36.81,,21
House,CALIFORNIA,1990,19830102,108634,"Moorhead, Carlos J.",Incumbent,61630,"Bayer, David",Challenger,N/A,,N/A,N/A,10665,47004,R,0,63.8,36.2,,22
House,CALIFORNIA,1990,19830102,57118,"Salomon, Jim",Challenger,103141,"Beilenson, Anthony C.",Incumbent,N/A,,N/A,N/A,6834,46023,D,0,35.64,64.36,,23
House,CALIFORNIA,1990,19830102,26607,"Cowles, John N.",Challenger,71562,"Waxman, Henry A.",Incumbent,N/A,,N/A,N/A,5706,44955,D,0,27.1,72.9,,24
House,CALIFORNIA,1990,19830102,17021,"Renshaw, Steven J.",Challenger,48120,"Roybal, Edward R.",Incumbent,N/A,,N/A,N/A,3576,31099,D,0,26.13,73.87,,25
House,CALIFORNIA,1990,19830102,44492,"Dahlson, Roy",Challenger,78031,"Berman, Howard L.",Incumbent,N/A,,N/A,N/A,5268,33539,D,0,36.31,63.69,,26
House,CALIFORNIA,1990,19830102,58140,"Cohen, David B.",Challenger,90857,"Levine, Mel",Incumbent,N/A,,N/A,N/A,7101,32717,D,0,39.02,60.98,,27
House,CALIFORNIA,1990,19830102,21245,"Adams, George",Challenger,69482,"Dixon, Julian C.",Incumbent,N/A,,N/A,N/A,4873,48237,D,0,23.42,76.58,,28
House,CALIFORNIA,1990,19830102,12054,"Dewitt, Bill",Challenger,51350,"Waters, Maxine",Challenger,N/A,,N/A,N/A,1268,39296,D,0,19.01,80.99,,29
House,CALIFORNIA,1990,19830102,76148,"Landowski, Lowell",Challenger,132143,"Matsui, Robert T.",Incumbent,N/A,,N/A,N/A,10797,55995,D,0,36.56,63.44,,3
House,CALIFORNIA,1990,19830102,28914,"Franco, Reuben D.",Challenger,45456,"Martinez, Matthew G.",Incumbent,N/A,,N/A,N/A,3713,16542,D,0,38.88,61.12,,30
House,CALIFORNIA,1990,19830102,27593,"Sato, Eunice N.",Challenger,56394,"Dymally, Mervyn M.",Incumbent,N/A,,N/A,N/A,,28801,D,0,32.85,67.15,,31
House,CALIFORNIA,1990,19830102,42692,"Kahn, Sanford W.",Challenger,68268,"Anderson, Glenn M.",Incumbent,N/A,,N/A,N/A,,25576,D,0,38.48,61.52,,32
House,CALIFORNIA,1990,19830102,101336,"Dreier, David",Incumbent,49981,"Webb, Georgia H.",Challenger,N/A,,N/A,N/A,7840,51355,R,0,66.97,33.03,,33
House,CALIFORNIA,1990,19830102,36024,"Eastman, John",Challenger,55646,"Torres, Esteban",Incumbent,N/A,,N/A,N/A,,19622,D,0,39.3,60.7,,34
House,CALIFORNIA,1990,19830102,121602,"Lewis, Jerry",Incumbent,66100,"Norton, Barry",Challenger,N/A,,N/A,N/A,13020,55502,R,0,64.78,35.22,,35
House,CALIFORNIA,1990,19830102,64961,"Hammock, Bob",Challenger,72409,"Brown, George E. Jr.",Incumbent,N/A,,N/A,N/A,,7448,D,0,47.29,52.71,,36
House,CALIFORNIA,1990,19830102,115469,"McCandless, Al",Incumbent,103961,"Waite, Ralph",Challenger,N/A,,N/A,N/A,12652,11508,R,0,52.62,47.38,,37
House,CALIFORNIA,1990,19830102,60561,"Dornan, Robert K.",Incumbent,43693,"Jackson, Barbara",Challenger,N/A,,N/A,N/A,,16868,R,0,58.09,41.91,,38
House,CALIFORNIA,1990,19830102,113849,"Dannemeyer, William E.",Incumbent,53670,"Hoffman, Francis X.",Challenger,N/A,,N/A,N/A,6709,60179,R,0,67.96,32.04,,39
House,CALIFORNIA,1990,19830102,82738,"Baughman, Mark",Challenger,115090,"Fazio, Vic",Incumbent,N/A,,N/A,N/A,12626,32352,D,0,41.82,58.18,,4
House,CALIFORNIA,1990,19830102,142299,"Cox, Charles Christopher",Incumbent,68087,"Gratz, Eugene C.",Challenger,N/A,,N/A,N/A,,74212,R,0,67.64,32.36,,40
House,CALIFORNIA,1990,19830102,105723,"Lowery, Bill",Incumbent,93586,"Kripke, Dan",Challenger,N/A,,N/A,N/A,15428,12137,R,0,53.04,46.96,,41
House,CALIFORNIA,1990,19830102,109353,"Rohrabacher, Dana",Incumbent,67189,"Kimbrough, Guy C.",Challenger,N/A,,N/A,N/A,7744,42164,R,0,61.94,38.06,,42
House,CALIFORNIA,1990,19830102,151206,"Packard, Ron",Incumbent,,N/A,N/A,N/A,,N/A,N/A,70932,151206,R,0,100,0,,43
House,CALIFORNIA,1990,19830102,50377,"Cunningham, Randy",Challenger,48712,"Bates, Jim",Incumbent,N/A,,N/A,N/A,9622,1665,R,0,50.84,49.16,,44
House,CALIFORNIA,1990,19830102,123591,"Hunter, Duncan L.",Incumbent,,N/A,N/A,N/A,,N/A,N/A,46068,123591,R,0,100,0,,45
House,CALIFORNIA,1990,19830102,35671,"Nichols, Alan",Challenger,120633,"Pelosi, Nancy",Incumbent,N/A,,N/A,N/A,,84962,D,0,22.82,77.18,,5
House,CALIFORNIA,1990,19830102,64402,"Boerum, Bill",Challenger,137306,"Boxer, Barbara",Incumbent,N/A,,N/A,N/A,,72904,D,0,31.93,68.07,,6
House,CALIFORNIA,1990,19830102,79031,"Payton, Roger A.",Challenger,121080,"Miller, George",Incumbent,N/A,,N/A,N/A,,42049,D,0,39.49,60.51,,7
House,CALIFORNIA,1990,19830102,75544,"Galewski, Barbara",Challenger,119645,"Dellums, Ronald V.",Incumbent,N/A,,N/A,N/A,,44101,D,0,38.7,61.3,,8
House,CALIFORNIA,1990,19830102,67412,"Romero, Victor",Challenger,94739,"Stark, Fortney Pete",Incumbent,N/A,,N/A,N/A,,27327,D,0,41.57,58.43,,9
House,COLORADO,1990,19820603,46802,"Roemer, Gloria G.",Challenger,82176,"Schroeder, Patricia",Incumbent,N/A,,N/A,N/A,,35374,D,0,36.29,63.71,,1
House,COLORADO,1990,19820603,68226,"Lewis, Jason",Challenger,105248,"Skaggs, David",Incumbent,N/A,,N/A,N/A,,37022,D,0,39.33,60.67,,2
House,COLORADO,1990,19820603,49961,"Ellis, Bob",Challenger,124487,"Campbell, Ben Nighthorse",Incumbent,N/A,,N/A,N/A,2915,74526,D,0,28.64,71.36,,3
House,COLORADO,1990,19820603,89285,"Allard, Wayne",Challenger,75901,"Bond, Dick",Challenger,N/A,,N/A,N/A,,13384,R,0,54.05,45.95,,4
House,COLORADO,1990,19820603,127740,"Hefley, Joel",Incumbent,57776,"Johnston, Cal",Challenger,N/A,,N/A,N/A,6761,69964,R,0,68.86,31.14,,5
House,COLORADO,1990,19820603,105312,"Schaefer, Daniel L.",Incumbent,57961,"Jarrett, Don",Challenger,N/A,,N/A,N/A,,47351,R,0,64.5,35.5,,6
