year,state,ecvotes,dem,rep,other,whig,lib,green,independent,reform,socialist,progressive,prohibition,populist,greenback,amerind,dixiecrat,constitution,southdem,whigwhite,whigwebster,whigamer,freesoil,liberty
1900,Kansas,10,162601,185955,5210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Kentucky,13,235126,227132,6007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Louisiana,8,53668,14234,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Maine,6,36822,65412,3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Maryland,8,122238,136185,6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Massachusetts,15,156997,238866,18941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Michigan,14,211685,316269,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Minnesota,9,112901,190461,12949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Mississippi,9,51706,5707,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Missouri,17,351922,314092,17642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Montana,3,37311,25409,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Nebraska,8,114013,121835,5582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Nevada,3,6347,3849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,New Hampshire,4,35489,54799,2076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,New Jersey,10,164879,221754,14573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,New York,36,678462,822013,47567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,North Carolina,11,157733,132997,1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,North Dakota,3,20531,35898,1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Ohio,23,474882,543918,21273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Oregon,4,32810,46172,4269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Pennsylvania,32,424232,712665,36313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Rhode Island,4,19812,33784,2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,South Carolina,9,47233,3579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,South Dakota,4,39544,54530,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Tennessee,12,145240,123108,5512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Texas,15,267432,130641,25633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Utah,3,45006,47139,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Vermont,4,12849,42569,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Virginia,12,146079,115769,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Washington,4,44833,57456,5235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,West Virginia,6,98807,119829,2160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Wisconsin,12,159163,265760,17578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1900,Wyoming,3,10164,14482,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Alabama,11,79857,22472,5663,NA,NA,NA,NA,NA,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Arkansas,9,64434,46860,3311,NA,NA,NA,NA,NA,1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,California,10,89404,205226,7713,NA,NA,NA,NA,NA,29535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Colorado,5,100105,134661,4597,NA,NA,NA,NA,NA,4304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Connecticut,7,72909,111089,2587,NA,NA,NA,NA,NA,4543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Delaware,3,19347,23705,658,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Florida,5,27046,8314,1612,NA,NA,NA,NA,NA,2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Georgia,13,83466,24004,23320,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Idaho,3,18480,47783,1366,NA,NA,NA,NA,NA,4949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Illinois,27,327606,632645,47023,NA,NA,NA,NA,NA,69225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Indiana,15,274345,368289,27538,NA,NA,NA,NA,NA,12013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Iowa,13,149276,308158,13810,NA,NA,NA,NA,NA,14849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Kansas,10,86174,212955,13563,NA,NA,NA,NA,NA,15869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Kentucky,13,217170,205457,9720,NA,NA,NA,NA,NA,3599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Louisiana,9,47708,5205,0,NA,NA,NA,NA,NA,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Maine,6,27642,65432,1847,NA,NA,NA,NA,NA,2102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Maryland,8,109446,109497,3039,NA,NA,NA,NA,NA,2247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Massachusetts,16,165746,257822,7937,NA,NA,NA,NA,NA,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Michigan,14,135392,364957,15636,NA,NA,NA,NA,NA,9042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Minnesota,11,55187,216651,9330,NA,NA,NA,NA,NA,11692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Mississippi,10,53480,3280,1499,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Missouri,18,296312,321449,13091,NA,NA,NA,NA,NA,13009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Montana,3,21773,34932,2063,NA,NA,NA,NA,NA,5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Nebraska,8,52921,138558,26841,NA,NA,NA,NA,NA,7412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Nevada,3,3982,6864,344,NA,NA,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,New Hampshire,4,34074,54163,834,NA,NA,NA,NA,NA,1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,New Jersey,12,164566,245164,13230,NA,NA,NA,NA,NA,9587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,New York,39,683981,859533,37373,NA,NA,NA,NA,NA,36883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,North Carolina,12,124091,82442,1161,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,North Dakota,4,14273,52595,1137,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Ohio,23,344674,600095,23364,NA,NA,NA,NA,NA,36260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Oregon,4,17521,60455,4559,NA,NA,NA,NA,NA,7619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Pennsylvania,34,337998,840949,35928,NA,NA,NA,NA,NA,21863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Rhode Island,4,24839,41605,1256,NA,NA,NA,NA,NA,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,South Carolina,9,52563,2554,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,South Dakota,4,21969,72083,4205,NA,NA,NA,NA,NA,3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Tennessee,12,131653,105363,4380,NA,NA,NA,NA,NA,1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Texas,18,167200,51242,12775,NA,NA,NA,NA,NA,2791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Utah,3,33413,62446,46,NA,NA,NA,NA,NA,5767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Vermont,4,9777,40459,793,NA,NA,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Virginia,12,80649,48180,1379,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Washington,5,28098,101540,5490,NA,NA,NA,NA,NA,10023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,West Virginia,7,100855,132620,4938,NA,NA,NA,NA,NA,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Wisconsin,13,124205,280315,10681,NA,NA,NA,NA,NA,28240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1904,Wyoming,3,8930,20489,217,NA,NA,NA,NA,NA,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Alabama,11,74374,25372,3736,NA,NA,NA,NA,NA,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Arkansas,9,87015,56624,2341,NA,NA,NA,NA,NA,5842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,California,10,127492,214398,16048,NA,NA,NA,NA,NA,28659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Colorado,5,126644,123693,5561,NA,NA,NA,NA,NA,7960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Connecticut,7,68255,112915,3720,NA,NA,NA,NA,NA,5113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Delaware,3,22055,25014,699,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Florida,5,31104,10654,3855,NA,NA,NA,NA,NA,3747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Georgia,13,72350,41355,18215,NA,NA,NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Idaho,3,36162,52621,2110,NA,NA,NA,NA,NA,6400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Illinois,27,450810,629932,39801,NA,NA,NA,NA,NA,34711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Indiana,15,338262,348993,20395,NA,NA,NA,NA,NA,13476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Iowa,13,200771,275209,10502,NA,NA,NA,NA,NA,8287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Kansas,10,161209,197216,5101,NA,NA,NA,NA,NA,12420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Kentucky,13,244092,235711,6823,NA,NA,NA,NA,NA,4093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Louisiana,9,63568,8958,77,NA,NA,NA,NA,NA,2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Maine,6,35403,66987,2188,NA,NA,NA,NA,NA,1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Maryland,8,115908,116513,3787,NA,NA,NA,NA,NA,2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Massachusetts,16,155543,265966,24631,NA,NA,NA,NA,NA,10779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Michigan,14,175771,335580,18893,NA,NA,NA,NA,NA,11586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Minnesota,11,109401,195843,11533,NA,NA,NA,NA,NA,14527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Mississippi,10,60287,4363,1276,NA,NA,NA,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Missouri,18,346574,347203,6719,NA,NA,NA,NA,NA,15431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Montana,3,29326,32333,1308,NA,NA,NA,NA,NA,5855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Nebraska,8,131099,126997,5179,NA,NA,NA,NA,NA,3524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Nevada,3,11212,10775,436,NA,NA,NA,NA,NA,2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,New Hampshire,4,33655,53149,1497,NA,NA,NA,NA,NA,1299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,New Jersey,12,182567,265326,9052,NA,NA,NA,NA,NA,10253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,New York,39,667468,870070,62361,NA,NA,NA,NA,NA,38451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,North Carolina,12,136928,114887,367,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,North Dakota,4,32885,57680,1539,NA,NA,NA,NA,NA,2421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Ohio,23,502721,572312,12724,NA,NA,NA,NA,NA,33795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Oklahoma,7,122363,110474,412,NA,NA,NA,NA,NA,21734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Oregon,4,38049,62530,2971,NA,NA,NA,NA,NA,7339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Pennsylvania,34,448782,745779,38975,NA,NA,NA,NA,NA,33914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Rhode Island,4,24706,43942,2304,NA,NA,NA,NA,NA,1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,South Carolina,9,62288,3945,46,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,South Dakota,4,40266,67536,4127,NA,NA,NA,NA,NA,2846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Tennessee,12,135608,117977,1725,NA,NA,NA,NA,NA,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Texas,18,217302,65666,2919,NA,NA,NA,NA,NA,7870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Utah,3,42601,61028,89,NA,NA,NA,NA,NA,4895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Vermont,4,11496,39552,1635,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Virginia,12,82946,52572,1292,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Washington,5,58691,106062,4949,NA,NA,NA,NA,NA,14177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,West Virginia,7,111418,137869,5139,NA,NA,NA,NA,NA,3679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Wisconsin,13,166662,247747,11885,NA,NA,NA,NA,NA,28147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Wyoming,3,14918,20846,130,NA,NA,NA,NA,NA,1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Alabama,12,82438,9717,5,NA,NA,NA,NA,NA,3029,22680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Arizona,3,10324,3021,265,NA,NA,NA,NA,NA,3163,6949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Arkansas,9,68814,25585,908,NA,NA,NA,NA,NA,8153,21644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,California,13,283436,3914,27783,NA,NA,NA,NA,NA,79201,283610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Colorado,6,114232,58386,5538,NA,NA,NA,NA,NA,16418,72306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Connecticut,7,74561,68324,3334,NA,NA,NA,NA,NA,10056,34129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Delaware,3,22631,15998,623,NA,NA,NA,NA,NA,556,8886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Florida,6,35343,4279,1854,NA,NA,NA,NA,NA,4806,4555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Georgia,14,93087,5191,149,NA,NA,NA,NA,NA,1058,21985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Idaho,4,33921,32810,1536,NA,NA,NA,NA,NA,11960,25527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Illinois,29,405048,253593,19776,NA,NA,NA,NA,NA,81278,386478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Indiana,15,281890,151267,22379,NA,NA,NA,NA,NA,36931,162007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Iowa,13,185325,119805,8440,NA,NA,NA,NA,NA,16967,161819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Kansas,10,143663,74845,63,NA,NA,NA,NA,NA,26779,120210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Kentucky,13,219484,115510,4308,NA,NA,NA,NA,NA,11646,101766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Louisiana,10,60871,3833,0,NA,NA,NA,NA,NA,5261,9283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Maine,6,51113,26545,946,NA,NA,NA,NA,NA,2541,48495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Maryland,8,112674,54956,2566,NA,NA,NA,NA,NA,3996,57789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Massachusetts,18,173408,155948,3857,NA,NA,NA,NA,NA,12616,142228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Michigan,15,150751,152244,10186,NA,NA,NA,NA,NA,23211,214584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Minnesota,12,106426,64334,10098,NA,NA,NA,NA,NA,27505,125856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Mississippi,10,57324,1560,0,NA,NA,NA,NA,NA,2050,3549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Missouri,18,330746,207821,7158,NA,NA,NA,NA,NA,28466,124375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Montana,4,27941,18512,32,NA,NA,NA,NA,NA,10885,22456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Nebraska,8,109008,54226,3383,NA,NA,NA,NA,NA,10185,72681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Nevada,3,7986,3196,0,NA,NA,NA,NA,NA,3313,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,New Hampshire,4,34724,32927,535,NA,NA,NA,NA,NA,1981,17794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,New Jersey,14,178289,88835,4257,NA,NA,NA,NA,NA,15948,145410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,New Mexico,3,20437,17733,0,NA,NA,NA,NA,NA,2859,8347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,New York,45,655573,455487,23728,NA,NA,NA,NA,NA,63434,390093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,North Carolina,12,144507,29139,117,NA,NA,NA,NA,NA,1025,69130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,North Dakota,5,29555,23090,1243,NA,NA,NA,NA,NA,6966,25726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Ohio,24,424834,278168,14141,NA,NA,NA,NA,NA,90144,229807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Oklahoma,10,119156,90786,2185,NA,NA,NA,NA,NA,41674,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Oregon,5,47064,34673,4360,NA,NA,NA,NA,NA,13343,37600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Pennsylvania,38,395637,273360,20231,NA,NA,NA,NA,NA,83614,444894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Rhode Island,5,30412,27703,852,NA,NA,NA,NA,NA,2049,16878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,South Carolina,9,48357,536,55,NA,NA,NA,NA,NA,164,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,South Dakota,5,48942,0,3910,NA,NA,NA,NA,NA,4662,58811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Tennessee,12,133021,60475,832,NA,NA,NA,NA,NA,3564,54041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Texas,20,219489,28530,2118,NA,NA,NA,NA,NA,24896,26745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Utah,4,36579,42100,510,NA,NA,NA,NA,NA,9023,24174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Vermont,4,15354,23332,1096,NA,NA,NA,NA,NA,928,22132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Virginia,12,90332,23288,759,NA,NA,NA,NA,NA,820,21777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Washington,7,86840,70445,11682,NA,NA,NA,NA,NA,40134,113698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,West Virginia,8,113197,56754,4517,NA,NA,NA,NA,NA,15248,79112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Wisconsin,13,164230,130596,9225,NA,NA,NA,NA,NA,33476,62448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,Wyoming,3,15310,14560,434,NA,NA,NA,NA,NA,2760,9232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Alabama,12,99409,28662,741,NA,NA,NA,NA,NA,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Arizona,3,33170,20524,1153,NA,NA,NA,NA,NA,3174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Arkansas,9,112211,48879,2015,NA,NA,NA,NA,NA,6999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,California,13,466289,462516,27900,NA,NA,NA,NA,NA,42898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Colorado,6,178816,102308,3202,NA,NA,NA,NA,NA,10049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Connecticut,7,99786,106514,2395,NA,NA,NA,NA,NA,5179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Delaware,3,24753,26011,566,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Florida,6,55984,14611,4786,NA,NA,NA,NA,NA,5353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Georgia,14,127754,11294,20692,NA,NA,NA,NA,NA,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1916,Idaho,4,70054,55368,1127,NA,NA,NA,NA,NA,8066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
