year,state,ecvotes,dem,rep,other,whig,lib,green,independent,reform,socialist,progressive,prohibition,populist,greenback,amerind,dixiecrat,constitution,southdem,whigwhite,whigwebster,whigamer,freesoil,liberty
1860,New Jersey,7,62869,58346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
1860,New York,35,312510,362646,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
1860,North Carolina,10,2737,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45129,48846,NA,NA,NA,NA,NA
1860,Ohio,23,187421,221809,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12193,11303,NA,NA,NA,NA,NA
1860,Oregon,3,4131,5344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,5074,NA,NA,NA,NA,NA
1860,Pennsylvania,27,16765,268030,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12776,178871,NA,NA,NA,NA,NA
1860,Rhode Island,4,7707,12244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
1860,Tennessee,12,11281,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69728,65097,NA,NA,NA,NA,NA
1860,Texas,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15438,47548,NA,NA,NA,NA,NA
1860,Vermont,5,8649,33808,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1866,NA,NA,NA,NA,NA
1860,Virginia,15,16198,1887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74481,74325,NA,NA,NA,NA,NA
1860,Wisconsin,5,65021,86113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,888,NA,NA,NA,NA,NA
1864,California,5,43837,62053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Connecticut,6,42288,44693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Delaware,3,8767,8155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Illinois,16,158724,189512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Indiana,13,130233,150422,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Iowa,8,49525,88500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Kansas,3,3836,17089,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Kentucky,11,64301,27787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Maine,7,46992,67805,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Maryland,7,32739,40153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Massachusetts,12,48745,126742,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Michigan,8,68513,79149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Minnesota,4,17367,25055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Missouri,11,31596,72750,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Nevada,2,6594,9826,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,New Hampshire,5,33034,36596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,New Jersey,7,68024,60723,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,New York,33,361986,368735,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Ohio,21,205599,265654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Oregon,3,8457,9888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Pennsylvania,26,276316,296391,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Rhode Island,4,8470,13962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Vermont,5,13322,42420,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,West Virginia,5,11078,23799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,Wisconsin,8,65884,83458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Alabama,8,72921,76667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Arkansas,5,19078,22112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,California,5,54068,54588,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Connecticut,6,47844,50788,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Delaware,3,10957,7614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Georgia,9,102707,57109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Illinois,16,199116,250304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Indiana,13,166980,176552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Iowa,8,74040,120399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Kansas,3,13600,30027,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Kentucky,11,115889,39566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Louisiana,7,80225,33263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Maine,7,42460,70502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Maryland,7,62357,30438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Massachusetts,12,59103,136379,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Michigan,8,97060,128560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Minnesota,4,28096,43722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Missouri,11,65628,86860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Nebraska,3,5519,9772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Nevada,3,5218,6480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,New Hampshire,5,30575,37718,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,New Jersey,7,83001,80131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,New York,33,429883,419888,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,North Carolina,9,84559,96939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Ohio,21,238621,280167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Oregon,3,11125,10961,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Pennsylvania,26,313382,342280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Rhode Island,4,6548,12993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,South Carolina,6,45237,62301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Tennessee,10,26129,56628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Vermont,5,12045,44167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,West Virginia,5,20306,29015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,Wisconsin,8,84703,108900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Alabama,10,79444,90272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Arkansas,6,37927,41373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,California,6,40717,54007,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Connecticut,6,45695,50314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Delaware,3,10205,11129,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Florida,4,15427,17763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Georgia,11,76356,62550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Illinois,21,184884,241936,3151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Indiana,15,163632,186147,1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Iowa,11,71189,131566,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Kansas,5,32970,66805,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Kentucky,12,99995,88766,2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Louisiana,8,57029,71663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Maine,7,29097,61426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Maryland,8,67687,66760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Massachusetts,13,59195,133455,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Michigan,11,78551,138758,4146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Minnesota,5,35211,55708,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Mississippi,8,47282,82175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Missouri,15,151434,119196,2429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Nebraska,3,7603,18329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Nevada,3,6236,8413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,New Hampshire,5,31425,37168,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,New Jersey,9,76456,91656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,New York,35,387282,440738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,North Carolina,10,70130,94772,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Ohio,22,244321,281852,3263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Oregon,3,7742,11818,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Pennsylvania,29,212041,349589,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Rhode Island,4,5329,13665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,South Carolina,7,22699,72290,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Tennessee,12,93391,85655,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Texas,8,66546,47468,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Vermont,5,10926,41480,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Virginia,11,91647,93463,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,West Virginia,5,29532,32320,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,Wisconsin,10,86477,104994,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Alabama,10,102989,68708,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Arkansas,6,58086,38649,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,California,6,76460,79258,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Colorado,3,13316,14154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Connecticut,6,61927,59033,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Delaware,3,13381,10752,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Florida,4,22927,23849,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Georgia,11,130157,50533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Illinois,21,258611,278232,17384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Indiana,15,213526,208011,17374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Iowa,11,112121,171326,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Kansas,5,37902,78324,7908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Kentucky,12,160060,97568,2998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Louisiana,8,70508,75315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Maine,7,49917,66300,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Maryland,8,91779,71980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Massachusetts,13,108777,150064,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Michigan,11,141685,166901,9864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Minnesota,5,48587,72955,2533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Mississippi,8,112173,52603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Missouri,15,202086,145027,3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Nebraska,3,17413,31915,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Nevada,3,9308,10383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,New Hampshire,5,38510,41540,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,New Jersey,9,115962,103517,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,New York,35,521949,489207,4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,North Carolina,10,125427,108484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Ohio,22,323182,330698,4769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Oregon,3,14157,15214,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Pennsylvania,29,366204,384184,8605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Rhode Island,4,10712,15787,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,South Carolina,7,90897,91786,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Tennessee,12,133177,89566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Texas,8,104755,44800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Vermont,5,20254,44091,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Virginia,11,140770,95518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,West Virginia,5,56546,41997,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,Wisconsin,10,123926,130067,3184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Alabama,10,91130,56350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4422,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Arkansas,6,60489,41661,1543,NA,NA,NA,NA,NA,NA,NA,NA,NA,4079,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,California,6,80426,80282,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,3381,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Colorado,3,24647,27450,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Connecticut,6,64411,67071,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Delaware,3,15181,14148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Florida,4,27964,23654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Georgia,11,102981,54470,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Illinois,21,277321,318036,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,26358,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Indiana,15,225522,232164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12986,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Iowa,11,105845,183904,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,32327,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Kansas,5,59801,121549,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,19851,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Kentucky,12,148875,106490,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,11506,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Louisiana,8,65047,38978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Maine,7,65211,74052,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,4409,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Maryland,8,93706,78515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Massachusetts,13,111720,165198,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,4548,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Michigan,11,131597,185335,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,34895,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Minnesota,5,53315,93902,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,3267,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Mississippi,8,75750,34844,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,5797,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Missouri,15,208600,153647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35042,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Nebraska,3,28523,54979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3950,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Nevada,3,9613,8732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,New Hampshire,5,40797,44856,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,New Jersey,9,122565,120555,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,2617,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,New York,35,534511,555544,1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,North Carolina,10,124204,115616,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Ohio,22,340821,375048,2642,NA,NA,NA,NA,NA,NA,NA,NA,NA,6456,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Oregon,3,19955,20619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Pennsylvania,29,407428,444704,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,20668,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Rhode Island,4,10779,18195,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,South Carolina,7,111236,57954,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Tennessee,12,129569,107677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6017,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Texas,8,156428,57893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,27405,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Vermont,5,18182,45091,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Virginia,11,128083,83533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,West Virginia,5,57390,46243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9008,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,Wisconsin,10,114644,144398,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,7986,NA,NA,NA,NA,NA,NA,NA,NA,NA
1884,Alabama,10,92736,59444,1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
