st,district,year,rep,dem,other,total
WI,8,1988,132358,117238,,249596
WI,9,1988,155018,102327,,257345
WY,1,1988,106867,67113,,173980
AL,1,1992,118421,84202,26797,229420
AL,2,1992,124272,82550,27377,234199
AL,3,1992,105034,92142,23772,220948
AL,4,1992,107087,104557,28565,240209
AL,5,1992,110256,102124,36918,249298
AL,6,1992,180798,77506,26235,284539
AL,7,1992,58365,146955,13481,218801
AK,1,1992,102000,78294,73481,253775
AZ,1,1992,105784,88247,68143,262174
AZ,2,1992,41757,74588,28767,145112
AZ,3,1992,109840,86060,73356,269256
AZ,4,1992,118927,86922,70682,276531
AZ,5,1992,104301,115986,56425,276712
AZ,6,1992,91477,91247,56368,239092
AR,1,1992,71160,131585,20116,222861
AR,2,1992,84922,130435,19348,234705
AR,3,1992,107351,109111,35991,252453
AR,4,1992,73891,134692,23677,232260
CA,1,1992,74597,119491,61160,255248
CA,2,1992,101505,93823,67298,262626
CA,3,1992,90799,99781,53323,243903
CA,4,1992,117155,97501,73060,287716
CA,5,1992,73562,120577,42566,236705
CA,6,1992,71564,169301,60920,301785
CA,7,1992,51356,140159,39038,230553
CA,8,1992,39396,187201,21180,247777
CA,9,1992,29394,186714,21207,237315
CA,10,1992,107191,127450,66180,300821
CA,11,1992,75319,79432,41006,195757
CA,12,1992,64967,139244,38125,242336
CA,13,1992,55100,116829,43026,214955
CA,14,1992,71736,143727,53042,268505
CA,15,1992,83301,127060,64192,274553
CA,16,1992,44693,86418,33882,164993
CA,17,1992,57990,111937,42317,212244
CA,18,1992,67898,74357,39645,181900
CA,19,1992,97124,85049,41052,223225
CA,20,1992,44674,55942,18568,119184
CA,21,1992,94727,66284,43016,204027
CA,22,1992,92045,106815,61030,259890
CA,23,1992,74106,82613,58177,214896
CA,24,1992,79728,128572,57625,265925
CA,25,1992,89987,83305,57398,230690
CA,26,1992,31013,72673,24167,127853
CA,27,1992,80986,98057,42071,221114
CA,28,1992,90644,82958,45623,219225
CA,29,1992,55924,183233,37217,276374
CA,30,1992,21750,56378,11842,89970
CA,31,1992,37250,59616,18449,115315
CA,32,1992,23956,147623,17561,189140
CA,33,1992,12607,33642,7149,53398
CA,34,1992,48181,78889,27944,155014
CA,35,1992,16685,100432,11950,129067
CA,36,1992,95646,111014,62458,269118
CA,37,1992,19299,90523,12905,122727
CA,38,1992,66647,88728,43596,198971
CA,39,1992,100669,78305,50834,229808
CA,40,1992,86453,76363,53955,216771
CA,41,1992,78902,64666,41112,184680
CA,42,1992,54978,76964,35828,167770
CA,43,1992,76837,76040,48197,201074
CA,44,1992,76772,87180,50867,214819
CA,45,1992,105893,80646,63609,250148
CA,46,1992,47689,44352,27542,119583
CA,47,1992,127700,86279,64227,278206
CA,48,1992,108581,71621,65980,246182
CA,49,1992,82834,114081,65856,262771
CA,50,1992,42830,69546,30267,142643
CA,51,1992,108470,86870,73580,268920
CA,52,1992,81421,74913,63176,219510
CO,1,1992,63207,135372,43243,241822
CO,2,1992,82991,123341,66550,272882
CO,3,1992,92314,107330,67201,266845
CO,4,1992,97062,93922,63402,254386
CO,5,1992,125664,70671,57450,253785
CO,6,1992,101613,99045,68165,268823
CT,1,1992,82086,133686,52154,267926
CT,2,1992,79110,113553,72782,265445
CT,3,1992,96085,121163,54147,271395
CT,4,1992,110072,109122,40802,259996
CT,5,1992,111327,93966,60891,266184
CT,6,1992,99633,110828,67995,278456
DE,1,1992,102313,126054,59213,287580
FL,1,1992,117712,59247,53286,230245
FL,2,1992,91760,101623,46808,240191
FL,3,1992,49288,93384,20255,162927
FL,4,1992,131930,75323,41115,248368
FL,5,1992,90598,110058,64144,264800
FL,6,1992,113029,74349,51266,238644
FL,7,1992,105263,81312,49582,236157
FL,8,1992,102514,67724,43472,213710
FL,9,1992,112832,93626,67379,273837
FL,10,1992,97492,107685,64280,269457
FL,11,1992,79126,82898,39796,201820
FL,12,1992,89585,67802,39229,196616
FL,13,1992,124271,100950,65297,290518
FL,14,1992,129605,87856,63149,280610
FL,15,1992,117685,83679,69749,271113
FL,16,1992,108426,97621,68452,274499
FL,17,1992,24721,99539,9474,133734
FL,18,1992,94963,54252,17281,166496
FL,19,1992,88829,158752,46859,294440
FL,20,1992,83626,116547,48845,249018
FL,21,1992,85342,45561,15501,146404
FL,22,1992,98148,114938,45134,258220
FL,23,1992,34659,96629,21967,153255
GA,1,1992,89692,75066,28517,193275
GA,2,1992,47307,96648,17464,161419
GA,3,1992,105290,81383,32016,218689
GA,4,1992,116418,101990,33226,251634
GA,5,1992,52087,140270,15214,207571
GA,6,1992,155760,82355,41876,279991
GA,7,1992,93175,77103,30097,200375
GA,8,1992,94018,83332,32090,209440
GA,9,1992,98184,70969,32806,201959
GA,10,1992,95164,81014,29452,205630
GA,11,1992,48026,118708,16883,183617
HI,1,1992,72156,87632,23438,183226
HI,2,1992,64635,91630,29558,185823
ID,1,1992,101787,75499,67677,244963
ID,2,1992,100858,61514,62718,225090
IL,1,1992,32628,214045,17195,263868
IL,2,1992,31730,194796,16968,243494
IL,3,1992,102626,108211,52892,263729
IL,4,1992,29091,82497,15392,126980
IL,5,1992,80139,124437,39153,243729
IL,6,1992,121863,86444,52734,261041
IL,7,1992,35437,184383,15952,235772
IL,8,1992,118714,76327,54269,249310
IL,9,1992,68485,155503,29314,253302
IL,10,1992,112401,108149,40719,261269
IL,11,1992,90085,108447,50200,248732
IL,12,1992,69850,132556,42191,244597
IL,13,1992,128627,88324,58125,275076
IL,14,1992,105698,83107,52914,241719
IL,15,1992,98372,107962,47259,253593
IL,16,1992,108949,95102,56169,260220
IL,17,1992,95553,124173,45566,265292
IL,18,1992,113656,116864,46990,277510
IL,19,1992,95672,131483,50665,277820
IL,20,1992,94532,130383,55824,280739
IN,1,1992,68403,117126,37136,222665
IN,2,1992,101341,81915,50424,233680
IN,3,1992,91708,82483,41358,215549
IN,4,1992,102779,69292,49565,221636
IN,5,1992,103118,70893,52354,226365
IN,6,1992,153280,61171,54718,269169
IN,7,1992,103700,70699,49103,223502
IN,8,1992,97070,103697,43181,243948
IN,9,1992,97441,98063,44873,240377
IN,10,1992,70458,92514,33229,196201
IA,1,1992,95660,128655,52983,277298
IA,2,1992,95005,120228,55279,270512
IA,3,1992,96515,120495,47028,264038
IA,4,1992,107745,117863,47835,273443
IA,5,1992,109966,99112,50343,259421
KS,1,1992,123019,81526,85550,290095
KS,2,1992,98999,98527,75600,273126
KS,3,1992,114220,116729,75608,306557
KS,4,1992,113713,93652,75600,282965
KY,1,1992,96602,116637,30869,244108
KY,2,1992,107339,98955,33192,239486
KY,3,1992,105520,143824,35902,285246
KY,4,1992,106695,94335,40438,241468
KY,5,1992,95831,109591,23888,229310
KY,6,1992,105191,101762,39655,246608
LA,1,1992,155422,86886,34494,276802
LA,2,1992,54555,153342,13813,221710
LA,3,1992,105989,115406,36200,257595
LA,4,1992,54230,150000,16475,220705
LA,5,1992,127134,95048,36537,258719
LA,6,1992,135915,92040,35673,263628
LA,7,1992,100140,123248,38285,261673
ME,1,1992,115697,145191,102828,363716
ME,2,1992,90807,118229,103992,313028
MD,1,1992,109039,93165,47188,249392
MD,2,1992,121087,98267,52668,272022
MD,3,1992,82494,136829,34973,254296
MD,4,1992,37716,149262,14160,201138
MD,5,1992,95356,107618,37441,240415
MD,6,1992,125494,88196,46376,260066
MD,7,1992,32431,159191,13009,204631
MD,8,1992,103477,156043,35599,295119
MA,1,1992,72246,130311,68541,271098
MA,2,1992,76244,121750,65924,263918
MA,3,1992,84711,122900,63596,271207
MA,4,1992,75080,144352,63040,282472
MA,5,1992,85260,112959,70391,268610
MA,6,1992,96857,134424,75893,307174
MA,7,1992,87432,150102,61965,299499
MA,8,1992,39284,136582,25503,201369
MA,9,1992,85981,131539,56609,274129
MA,10,1992,101936,133776,80791,316503
MI,1,1992,100997,118879,65339,285215
MI,2,1992,127008,95342,58258,280608
MI,3,1992,128677,94721,52779,276177
MI,4,1992,103464,104709,67873,276046
MI,5,1992,84525,118699,60990,264214
MI,6,1992,97200,100683,55667,253550
MI,7,1992,96336,96940,62673,255949
MI,8,1992,103725,117654,67983,289362
MI,9,1992,92262,117872,55077,265211
MI,10,1992,115849,100587,60927,277363
MI,11,1992,149109,117274,50675,317058
MI,12,1992,115065,119055,49519,283639
MI,13,1992,86769,125913,42875,255557
MI,14,1992,28937,180007,12600,221544
MI,15,1992,26421,144092,8278,178791
MI,16,1992,97968,118079,52963,269010
MN,1,1992,98384,109829,75227,283440
MN,2,1992,98015,103447,79610,281072
MN,3,1992,117975,129171,79877,327023
MN,4,1992,79690,148046,59361,287097
MN,5,1992,68072,167941,52374,288387
MN,6,1992,101495,119847,81908,303250
MN,7,1992,103624,104359,63610,271593
MN,8,1992,80586,138357,70539,289482
MS,1,1992,101889,84555,17982,204426
MS,2,1992,66350,105052,9805,181207
MS,3,1992,116689,67645,16155,200489
MS,4,1992,102666,84089,16744,203499
MS,5,1992,100128,58905,24941,183974
MO,1,1992,44980,161794,29586,236360
MO,2,1992,126788,114792,73048,314628
MO,3,1992,87406,120866,64511,272783
MO,4,1992,96752,94951,65231,256934
MO,5,1992,67503,134932,55763,258198
MO,6,1992,89005,110064,75185,274254
MO,7,1992,118817,96621,48824,264262
MO,8,1992,89238,109858,41558,240654
MO,9,1992,90669,109995,65032,265696
MT,1,1992,144207,154507,107225,405939
NE,1,1992,107092,80700,59979,247771
NE,2,1992,115244,78697,48652,242593
NE,3,1992,121342,57467,65473,244282
NV,1,1992,70586,98801,56058,225445
NV,2,1992,105242,90347,76522,272111
NH,1,1992,104653,101415,61571,267639
NH,2,1992,97831,107625,59766,265222
NJ,1,1992,78095,118060,48157,244312
NJ,2,1992,97696,101718,50870,250284
NJ,3,1992,113583,114503,54989,283075
NJ,4,1992,109907,105335,50768,266010
NJ,5,1992,146004,99733,48666,294403
NJ,6,1992,98397,110821,41646,250864
NJ,7,1992,125592,115846,40708,282146
NJ,8,1992,99974,107304,27797,235075
NJ,9,1992,102578,122676,31527,256781
NJ,10,1992,35930,125922,14854,176706
NJ,11,1992,153731,97697,46418,297846
NJ,12,1992,130651,121447,50477,302575
NJ,13,1992,64727,95144,14911,174782
NM,1,1992,81046,95677,33032,209755
NM,2,1992,68754,70646,31782,171182
NM,3,1992,63024,95294,27081,185399
NY,1,1992,101160,96890,54128,252178
NY,2,1992,92762,91430,44603,228795
NY,3,1992,121176,126112,40450,287738
NY,4,1992,106016,119947,30476,256439
NY,5,1992,88586,131095,30475,250156
NY,6,1992,27855,115253,9335,152443
NY,7,1992,57783,91803,15118,164704
NY,8,1992,37614,169005,12216,218835
NY,9,1992,66917,121110,17574,205601
NY,10,1992,19177,125206,5711,150094
NY,11,1992,11709,104678,3916,120303
NY,12,1992,25622,67114,5121,97857
NY,13,1992,100761,82796,26317,209874
NY,14,1992,53675,159750,16419,229844
NY,15,1992,15589,124594,4726,144909
NY,16,1992,18834,100602,4042,123478
NY,17,1992,30133,120286,7945,158364
NY,18,1992,94754,117937,22019,234710
NY,19,1992,109965,104950,45088,260003
NY,20,1992,107107,116294,37011,260412
NY,21,1992,99094,140251,51086,290431
NY,22,1992,116238,99988,62533,278759
NY,23,1992,99497,92549,55902,247948
NY,24,1992,86357,85078,54537,225972
NY,25,1992,95476,108334,58239,262049
NY,26,1992,91625,116525,52886,261036
NY,27,1992,115432,90194,67721,273347
NY,28,1992,103544,119055,48467,271066
NY,29,1992,86732,103528,70231,260491
NY,30,1992,68172,119115,73333,260620
NY,31,1992,97447,82959,62325,242731
NC,1,1992,53026,111398,18040,182464
NC,2,1992,98516,85542,30643,214701
NC,3,1992,89038,74639,28223,191900
NC,4,1992,105555,126616,38854,271025
NC,5,1992,99087,97821,30560,227468
NC,6,1992,120684,75652,38448,234784
NC,7,1992,70136,70664,22216,163016
NC,8,1992,85758,81697,27019,194474
NC,9,1992,131335,80953,36706,248994
NC,10,1992,127067,76021,35546,238634
NC,11,1992,104383,105064,34646,244093
NC,12,1992,49105,127941,16936,193982
ND,1,1992,136244,99168,71084,306496
OH,1,1992,104339,104494,34531,243364
OH,2,1992,146098,78957,52006,277061
OH,3,1992,104414,107798,47612,259824
OH,4,1992,118088,77918,58957,254963
OH,5,1992,109020,87883,66648,263551
OH,6,1992,100162,98768,49796,248726
OH,7,1992,112517,84111,54050,250678
OH,8,1992,120847,75189,59937,255973
OH,9,1992,81881,118818,50155,250854
OH,10,1992,92849,107460,58095,258404
OH,11,1992,37880,169877,23423,231180
OH,12,1992,108618,104187,46943,259748
OH,13,1992,94651,101104,70624,266379
OH,14,1992,81603,119144,60338,261085
OH,15,1992,119355,95627,52413,267395
OH,16,1992,98953,95193,60824,254970
OH,17,1992,68417,133213,64936,266566
OH,18,1992,87429,110494,58578,256501
OH,19,1992,106950,114357,66429,287736
OK,1,1992,122189,73495,52088,247772
OK,2,1992,81375,96510,49107,226992
OK,3,1992,77054,94763,55974,227791
OK,4,1992,90467,72613,53921,217001
OK,5,1992,129465,61842,59681,250988
OK,6,1992,92379,73843,49106,215328
OR,1,1992,99304,136630,73134,309068
OR,2,1992,106839,97672,74539,279050
OR,3,1992,72338,146835,58900,278073
OR,4,1992,93889,123387,74447,291723
OR,5,1992,103387,116790,73071,293248
PA,1,1992,39042,149699,17021,205762
PA,2,1992,31836,184284,14510,230630
PA,3,1992,75474,124944,39617,240035
PA,4,1992,76193,118701,50647,245541
PA,5,1992,89373,78049,48093,215515
PA,6,1992,89791,78326,50207,218324
PA,7,1992,123954,111518,49802,285274
PA,8,1992,99269,101630,56261,257160
PA,9,1992,97772,66929,40204,204905
PA,10,1992,95820,88150,46878,230848
PA,11,1992,84203,91671,42960,218834
PA,12,1992,72671,102777,44852,220300
PA,13,1992,107811,119042,44280,271133
PA,14,1992,66016,145419,38460,249895
PA,15,1992,81349,92363,47740,221452
PA,16,1992,109037,72719,43279,225035
PA,17,1992,115598,73654,41103,230355
PA,18,1992,80795,137507,46754,265056
PA,19,1992,104258,74445,43759,222462
PA,20,1992,69802,121815,48249,239866
PA,21,1992,81003,105538,47923,234464
RI,1,1992,61011,107702,47733,216446
RI,2,1992,70590,105597,57312,233499
SC,1,1992,102194,62513,26711,191418
SC,2,1992,119122,82964,25592,227678
SC,3,1992,102458,69365,26609,198432
SC,4,1992,107983,65092,24136,197211
SC,5,1992,85971,81197,23437,190605
SC,6,1992,59799,118394,12322,190515
SD,1,1992,136718,124888,73295,334901
TN,1,1992,106939,75681,24230,206850
TN,2,1992,108109,92889,25196,226194
TN,3,1992,97361,97296,25789,220446
TN,4,1992,83922,100292,23838,208052
TN,5,1992,79398,112795,21531,213724
TN,6,1992,93036,109895,28151,231082
TN,7,1992,114544,91644,22486,228674
TN,8,1992,89533,101328,19328,210189
TN,9,1992,68358,151590,9400,229348
TX,1,1992,84516,85745,50499,220760
TX,2,1992,76372,91698,47167,215237
TX,3,1992,133807,58352,84088,276247
TX,4,1992,95181,65617,69626,230424
TX,5,1992,59237,70766,45033,175036
TX,6,1992,125693,67131,82671,275495
TX,7,1992,137541,52501,49201,239243
TX,8,1992,134583,55330,55343,245256
TX,9,1992,80813,98959,47418,227190
TX,10,1992,84560,128813,54304,267677
TX,11,1992,75651,66521,42365,184537
TX,12,1992,71212,75792,56564,203568
TX,13,1992,87492,73454,41189,202135
TX,14,1992,86178,78776,47097,212051
TX,15,1992,52080,80085,20072,152237
TX,16,1992,45367,65614,18779,129760
TX,17,1992,86490,73388,55834,215712
TX,18,1992,40150,118349,20382,178881
TX,19,1992,130639,50815,36068,217522
TX,20,1992,57974,81380,28966,168320
TX,21,1992,143720,70402,63276,277398
TX,22,1992,116614,63175,50732,230521
TX,23,1992,70577,72452,28846,171875
TX,24,1992,60020,73019,46811,179850
TX,25,1992,64896,85325,32489,182710
TX,26,1992,118610,52771,81502,252883
TX,27,1992,58802,78491,27391,164684
TX,28,1992,51293,94112,27200,172605
TX,29,1992,31864,54424,18440,104728
TX,30,1992,33514,98031,25078,156623
UT,1,1992,115627,50622,68884,235133
UT,2,1992,101169,81233,75921,258323
UT,3,1992,105836,51574,58595,216005
VT,1,1992,88122,133592,65991,287705
VA,1,1992,120131,81826,39307,241264
VA,2,1992,85773,62946,30587,179306
VA,3,1992,48843,124857,16779,190479
VA,4,1992,106392,90641,31467,228500
VA,5,1992,104236,90769,26978,221983
VA,6,1992,111405,84037,29207,224649
VA,7,1992,154575,85357,42724,282656
VA,8,1992,96799,133183,28967,258949
VA,9,1992,93673,99099,26676,219448
VA,10,1992,124783,83214,41228,249225
VA,11,1992,103907,102721,34719,241347
WA,1,1992,88456,112353,73259,274068
WA,2,1992,87957,109438,68875,266270
WA,3,1992,82647,104748,61613,249008
WA,4,1992,87996,71848,45252,205096
WA,5,1992,90294,99676,56472,246442
WA,6,1992,77538,106373,60578,244489
WA,7,1992,54478,191781,45167,291426
WA,8,1992,92276,102857,72526,267659
WA,9,1992,69592,93963,58039,221594
WV,1,1992,86131,113756,45856,245743
WV,2,1992,90375,104257,36813,231445
WV,3,1992,65468,112988,26160,204616
WI,1,1992,94712,109790,62465,266967
WI,2,1992,94368,149340,52552,296260
WI,3,1992,90731,120261,67134,278126
WI,4,1992,108463,116048,59263,283774
WI,5,1992,76935,142047,32138,251120
WI,6,1992,114698,97248,69452,281398
WI,7,1992,93238,117203,67558,277999
WI,8,1992,115128,101493,69373,285994
WI,9,1992,142582,88176,64544,295302
WY,1,1992,79347,68160,51263,198770
AL,1,1996,113202,84184,16481,213867
AL,2,1996,122099,81520,14375,217994
AL,3,1996,98289,88511,14779,201579
AL,4,1996,101876,92031,19228,213135
AL,5,1996,111416,98006,19932,229354
AL,6,1996,174869,72062,12462,259393
AL,7,1996,47269,145845,5881,198995
AK,1,1996,122746,80380,38494,241620
AZ,1,1996,109426,108063,19687,237176
AZ,2,1996,35843,81502,10702,128047
AZ,3,1996,131364,113614,30706,275684
AZ,4,1996,115043,103916,19137,238096
AZ,5,1996,116917,126192,24323,267432
AZ,6,1996,113477,120000,24490,257967
AR,1,1996,65707,116634,19257,201598
AR,2,1996,83218,124545,17978,225741
AR,3,1996,110457,107096,27405,244958
AR,4,1996,66034,126896,19035,211965
CA,1,1996,83669,113861,38719,236249
CA,2,1996,126430,89736,32219,248385
CA,3,1996,101651,103507,23779,228937
CA,4,1996,145223,107076,31008,283307
CA,5,1996,70925,119678,19022,209625
CA,6,1996,78166,155513,39630,273309
CA,7,1996,50140,131707,19499,201346
CA,8,1996,31282,165795,27957,225034
CA,9,1996,26321,156998,25775,209094
CA,10,1996,122296,138386,26305,286987
CA,11,1996,84303,85117,16560,185980
CA,12,1996,58260,141084,22285,221629
CA,13,1996,51084,115633,18928,185645
CA,14,1996,73302,137561,27132,237995
CA,15,1996,83846,125438,28661,237945
CA,16,1996,43257,91786,14854,149897
CA,17,1996,64178,109941,24815,198934
CA,18,1996,76217,77560,15631,169408
CA,19,1996,111666,85744,17311,214721
CA,20,1996,48446,62164,8171,118781
CA,21,1996,109344,66492,18513,194349
CA,22,1996,108722,108208,28967,245897
CA,23,1996,85508,93046,25982,204536
CA,24,1996,83412,117724,24219,225355
CA,25,1996,97002,84212,24095,205309
CA,26,1996,27129,71416,11080,109625
CA,27,1996,81282,98348,20864,200494
CA,28,1996,86358,88709,20656,195723
CA,29,1996,53354,150771,22641,226766
CA,30,1996,17053,61114,7878,86045
CA,31,1996,27736,70288,9511,107535
CA,32,1996,19348,130394,10618,160360
CA,33,1996,8538,48636,3837,61011
CA,34,1996,39277,91603,13326,144206
CA,35,1996,12063,92773,5856,110692
CA,36,1996,96872,109244,27885,234001
CA,37,1996,13874,88877,6328,109079
CA,38,1996,62053,91673,19782,173508
CA,39,1996,97247,83246,20750,201243
CA,40,1996,94916,73316,26186,194418
CA,41,1996,76867,71393,16739,164999
CA,42,1996,51106,76745,15671,143522
CA,43,1996,82940,78384,21093,182417
CA,44,1996,86414,85397,21744,193555
CA,45,1996,108240,81299,24803,214342
CA,46,1996,42780,51330,10838,104948
CA,47,1996,137024,91916,24886,253826
CA,48,1996,132545,80646,25193,238384
CA,49,1996,91478,110920,24598,226996
CA,50,1996,42730,78881,10529,132140
CA,51,1996,130459,97128,24881,252468
CA,52,1996,94035,81401,22188,197624
CO,1,1996,66855,132549,17972,217376
CO,2,1996,103192,128077,29490,260759
CO,3,1996,120627,115665,32202,268494
CO,4,1996,122530,102620,25410,250560
CO,5,1996,160364,89464,22606,272434
CO,6,1996,118281,102778,20026,241085
CT,1,1996,68483,136775,26066,231324
CT,2,1996,73863,123595,36781,234239
CT,3,1996,71009,129756,28447,229212
CT,4,1996,88181,113411,20180,221772
CT,5,1996,92570,110596,28959,232125
CT,6,1996,89003,121607,33327,243937
DE,1,1996,99062,140355,31393,270810
FL,1,1996,146749,77127,25734,249610
FL,2,1996,98857,114189,27220,240266
FL,3,1996,54075,102516,14877,171468
FL,4,1996,149985,98263,20916,269164
FL,5,1996,98641,133426,36542,268609
FL,6,1996,126012,96943,28904,251859
FL,7,1996,108978,101397,20883,231258
FL,8,1996,101006,91121,19249,211376
FL,9,1996,122308,121675,29322,273305
FL,10,1996,89829,120612,25073,235514
FL,11,1996,75165,98154,16356,189675
FL,12,1996,94161,87969,21311,203441
FL,13,1996,129808,120414,31052,281274
FL,14,1996,144132,107508,31716,283356
FL,15,1996,126513,112044,36512,275069
FL,16,1996,119033,133029,30888,282950
