"state","cty","countyfips","Obama","Romney","pctObama","diff2012"
"RI","North Providence","94400024",9592,5386,0.64040592869542,4206
"RI","North Smithfield","94400025",3046,2847,0.516884439165111,199
"RI","Pawtucket","94400026",18042,5219,0.775633033833455,12823
"RI","Portsmouth","94400027",5009,4159,0.546356893542757,850
"RI","Providence","94400028",41588,6877,0.858103786237491,34711
"RI","Richmond","94400029",1925,1503,0.561551925320887,422
"RI","Scituate","94400030",2454,2826,0.464772727272727,-372
"RI","Smithfield","94400031",4875,4359,0.527940220922677,516
"RI","South Kingstown","94400032",8572,4705,0.645627777359343,3867
"RI","Tiverton","94400033",4875,4359,0.527940220922677,516
"RI","Warren","94400034",3056,1687,0.644317942230656,1369
"RI","Warwick","94400035",24403,15001,0.619302608872196,9402
"RI","West Greenwich","94400037",1202,1192,0.502088554720134,10
"RI","West Warwick","94400038",6625,4113,0.616967777984727,2512
"RI","Westerly","94400036",5537,3938,0.584379947229551,1599
"RI","Woonsocket","94400039",7675,3960,0.659647614954878,3715
"SC","Abbeville","45001",4507,5923,0.432118887823586,-1416
"SC","Aiken","45003",23953,41157,0.367885117493473,-17204
"SC","Allendale","45005",3335,894,0.788602506502719,2441
"SC","Anderson","45007",22315,48493,0.315148005875042,-26178
"SC","Bamberg","45009",4600,2190,0.677466863033873,2410
"SC","Barnwell","45011",5182,4655,0.526786621937583,527
"SC","Beaufort","45013",29775,42580,0.411512680533481,-12805
"SC","Berkeley","45015",24239,35764,0.403963135176575,-11525
"SC","Calhoun","45017",4043,3705,0.521812080536913,338
"SC","Charleston","45019",81027,77248,0.511938082451429,3779
"SC","Cherokee","45021",7219,13306,0.351717417783191,-6087
"SC","Chester","45023",7839,6336,0.553015873015873,1503
"SC","Chesterfield","45025",7942,8488,0.48338405356056,-546
"SC","Clarendon","45027",8967,6890,0.565491581005234,2077
"SC","Colleton","45029",8470,8439,0.500916671595009,31
"SC","Darlington","45031",15452,14429,0.517117901007329,1023
"SC","Dillon","45033",7623,5477,0.581908396946565,2146
"SC","Dorchester","45035",23390,32469,0.418732881003956,-9079
"SC","Edgefield","45037",4965,6511,0.432642035552457,-1546
"SC","Fairfield","45039",7743,3996,0.659596217735753,3747
"SC","Florence","45041",28508,28825,0.497235449043308,-317
"SC","Georgetown","45043",14119,16476,0.461480634090538,-2357
"SC","Greenville","45045",67378,120514,0.358599621058906,-53136
"SC","Greenwood","45047",11884,16290,0.421807340100802,-4406
"SC","Hampton","45049",5814,3310,0.637220517316966,2504
"SC","Horry","45051",36620,66653,0.354594133994364,-30033
"SC","Jasper","45053",5727,4169,0.578718674211803,1558
"SC","Kershaw","45055",10821,15846,0.405782427719654,-5025
"SC","Lancaster","45057",13345,19273,0.40912992826047,-5928
"SC","Laurens","45059",10297,14726,0.411501418694801,-4429
"SC","Lee","45061",5972,2829,0.678559254630156,3143
"SC","Lexington","45063",34007,76392,0.308037210481979,-42385
"SC","Marion","45067",9518,5114,0.650492072170585,4404
"SC","Marlboro","45069",7554,4010,0.653234175025943,3544
"SC","McCormick","45065",2637,2460,0.517363154796939,177
"SC","Newberry","45071",6891,9218,0.427773294431684,-2327
"SC","Oconee","45073",8537,21573,0.283527067419462,-13036
"SC","Orangeburg","45075",30454,11888,0.71923858107789,18566
"SC","Pickens","45077",11122,33385,0.249893275215135,-22263
"SC","Richland","45079",94350,46725,0.668793195108985,47625
"SC","Saluda","45081",3322,5130,0.393043066729768,-1808
"SC","Spartanburg","45083",40920,65951,0.382891523425438,-25031
"SC","Sumter","45085",27550,19266,0.588474025974026,8284
"SC","Union","45087",5748,6566,0.4667857722917,-818
"SC","Williamsburg","45089",11318,4819,0.701369523455413,6499
"SC","York","45091",38757,59149,0.395859293608155,-20392
"SD","Aurora","46003",556,804,0.408823529411765,-248
"SD","Beadle","46005",2881,4230,0.405146955421178,-1349
"SD","Bennett","46007",548,626,0.466780238500852,-78
"SD","Bon Homme","46009",1167,1830,0.389389389389389,-663
"SD","Brookings","46011",5826,6219,0.483686176836862,-393
"SD","Brown","46013",7249,8320,0.465604727342797,-1071
"SD","Brule","46015",824,1499,0.35471373224279,-675
"SD","Buffalo","46017",472,166,0.739811912225705,306
"SD","Butte","46019",1000,3068,0.245821042281219,-2068
"SD","Campbell","46021",153,616,0.198959687906372,-463
"SD","Charles Mix","46023",1482,2229,0.399353274050121,-747
"SD","Clark","46025",713,1067,0.400561797752809,-354
"SD","Clay","46027",2955,2146,0.579298176828073,809
"SD","Codington","46029",4588,6696,0.406593406593407,-2108
"SD","Corson","46031",647,515,0.556798623063683,132
"SD","Custer","46033",1335,3062,0.303616101887651,-1727
"SD","Davison","46035",3042,4754,0.390200102616727,-1712
"SD","Day","46037",1497,1320,0.531416400425985,177
"SD","Deuel","46039",941,1175,0.444706994328923,-234
"SD","Dewey","46041",1207,663,0.645454545454546,544
"SD","Douglas","46043",332,1334,0.199279711884754,-1002
"SD","Edmunds","46045",622,1264,0.329798515376458,-642
"SD","Fall River","46047",1137,2256,0.335101679929266,-1119
"SD","Faulk","46049",331,765,0.302007299270073,-434
"SD","Grant","46051",1493,2034,0.423305925715906,-541
"SD","Gregory","46053",599,1507,0.284425451092118,-908
"SD","Haakon","46055",138,940,0.128014842300557,-802
"SD","Hamlin","46057",921,1803,0.338105726872247,-882
"SD","Hand","46059",575,1242,0.316455696202532,-667
"SD","Hanson","46061",760,1627,0.318391286133222,-867
"SD","Harding","46063",82,638,0.113888888888889,-556
"SD","Hughes","46065",2786,5219,0.348032479700187,-2433
"SD","Hutchinson","46067",923,2451,0.273562537048014,-1528
"SD","Hyde","46069",189,531,0.2625,-342
"SD","Jackson","46071",426,661,0.391904323827047,-235
"SD","Jerauld","46073",452,538,0.456565656565657,-86
"SD","Jones","46075",108,490,0.180602006688963,-382
"SD","Kingsbury","46077",1092,1451,0.429414077860794,-359
"SD","Lake","46079",2724,3419,0.443431548103532,-695
"SD","Lawrence","46081",3973,7025,0.361247499545372,-3052
"SD","Lincoln","46083",7982,13611,0.369656833232992,-5629
"SD","Lyman","46085",605,933,0.393368010403121,-328
"SD","Marshall","46091",1061,889,0.544102564102564,172
"SD","McCook","46087",905,1655,0.353515625,-750
"SD","McPherson","46089",272,921,0.227996647108131,-649
"SD","Meade","46093",2928,7560,0.279176201372998,-4632
"SD","Mellette","46095",375,381,0.496031746031746,-6
"SD","Miner","46097",479,636,0.429596412556054,-157
"SD","Minnehaha","46099",34668,40330,0.462252326728713,-5662
"SD","Moody","46101",1429,1535,0.482118758434548,-106
"SD","Pennington","46103",15122,28229,0.348827016677816,-13107
"SD","Perkins","46105",319,1205,0.209317585301837,-886
"SD","Potter","46107",339,1029,0.24780701754386,-690
"SD","Roberts","46109",2302,1883,0.550059737156511,419
"SD","Sanborn","46111",389,688,0.361188486536676,-299
"SD","Shannon","46113",2922,188,0.939549839228296,2734
"SD","Spink","46115",1300,1670,0.437710437710438,-370
"SD","Stanley","46117",435,1063,0.290387182910547,-628
"SD","Sully","46119",186,611,0.233375156838143,-425
"SD","Todd","46121",1976,498,0.798706548100243,1478
"SD","Tripp","46123",737,1905,0.278955336866011,-1168
"SD","Turner","46125",1411,2715,0.341977702375182,-1304
"SD","Union","46127",2782,4698,0.37192513368984,-1916
"SD","Walworth","46129",671,1731,0.279350541215654,-1060
"SD","Yankton","46135",4208,5463,0.435115293144452,-1255
"SD","Ziebach","46137",439,314,0.583001328021248,125
"TN","Anderson","47001",10112,18941,0.348053557291846,-8829
"TN","Bedford","47003",4207,10026,0.295580692756271,-5819
"TN","Benton","47005",2255,3850,0.369369369369369,-1595
"TN","Bledsoe","47007",1267,3022,0.295406854744696,-1755
"TN","Blount","47009",12925,35417,0.267365851640396,-22492
"TN","Bradley","47011",8035,27417,0.226644477039377,-19382
"TN","Campbell","47013",3327,8602,0.278900159275715,-5275
"TN","Cannon","47015",1560,3308,0.320460147904684,-1748
"TN","Carroll","47017",3475,7219,0.324948569291191,-3744
"TN","Carter","47019",4786,15496,0.235972783749137,-10710
"TN","Cheatham","47021",4656,10266,0.312022517088862,-5610
"TN","Chester","47023",1622,4672,0.257705751509374,-3050
"TN","Claiborne","47025",2433,7617,0.242089552238806,-5184
"TN","Clay","47027",1037,1747,0.372485632183908,-710
"TN","Cocke","47029",2804,8459,0.24895676107609,-5655
"TN","Coffee","47031",5865,13013,0.310679097362009,-7148
"TN","Crockett","47033",1669,3782,0.306182351862044,-2113
"TN","Cumberland","47035",6260,18651,0.251294608807354,-12391
"TN","Davidson","47037",138899,94464,0.595205752411479,44435
"TN","Decatur","47039",1302,2873,0.31185628742515,-1571
"TN","DeKalb","47041",2168,4134,0.34401777213583,-1966
"TN","Dickson","47043",6228,11287,0.355580930630888,-5059
"TN","Dyer","47045",3757,9921,0.274674660038017,-6164
"TN","Fayette","47047",6683,12682,0.345107152078492,-5999
"TN","Fentress","47049",1559,5240,0.229298426239153,-3681
"TN","Franklin","47051",5594,10252,0.353022844881989,-4658
"TN","Gibson","47053",6564,12883,0.337532781405872,-6319
"TN","Giles","47055",3759,6914,0.35219713295231,-3155
"TN","Grainger","47057",1668,5469,0.233711643547709,-3801
"TN","Greene","47059",6216,17234,0.265074626865672,-11018
"TN","Grundy","47061",1637,2502,0.395506160908432,-865
"TN","Hamblen","47063",5229,14515,0.264839951377634,-9286
"TN","Hamilton","47065",58794,79877,0.423981942871978,-21083
"TN","Hancock","47067",475,1527,0.237262737262737,-1052
"TN","Hardeman","47069",5479,4864,0.529730252344581,615
"TN","Hardin","47071",2467,7886,0.238288418815802,-5419
"TN","Hawkins","47073",5086,14376,0.261329770835474,-9290
"TN","Haywood","47075",4567,2960,0.60674903680085,1607
"TN","Henderson","47077",2516,7418,0.25327159251057,-4902
"TN","Henry","47079",4337,8187,0.346295113382306,-3850
"TN","Hickman","47081",2693,4756,0.361525036917707,-2063
"TN","Houston","47083",1400,1579,0.469956361195032,-179
"TN","Humphreys","47085",2904,3829,0.431308480617852,-925
"TN","Jackson","47087",1736,2380,0.421768707482993,-644
"TN","Jefferson","47089",4230,13037,0.244975965714948,-8807
"TN","Johnson","47091",1483,4611,0.243354118805382,-3128
"TN","Knox","47093",57594,106411,0.351172220359135,-48817
"TN","Lake","47095",884,1163,0.431851489985344,-279
"TN","Lauderdale","47097",4010,4616,0.464873637839091,-606
"TN","Lawrence","47099",4237,10770,0.282334910375158,-6533
"TN","Lewis","47101",1445,3116,0.316816487612366,-1671
"TN","Lincoln","47103",3283,9791,0.251109071439498,-6508
"TN","Loudon","47105",5057,16701,0.232420259215001,-11644
"TN","Macon","47111",1552,5259,0.227866686242842,-3707
"TN","Madison","47113",18360,21989,0.455029864432824,-3629
"TN","Marion","47115",3952,6268,0.386692759295499,-2316
"TN","Marshall","47117",3722,6823,0.352963489805595,-3101
"TN","Maury","47119",11819,20698,0.363471414952179,-8879
"TN","McMinn","47107",4603,12958,0.262114913729286,-8355
"TN","McNairy","47109",2643,7010,0.273800890914742,-4367
"TN","Meigs","47121",1163,2728,0.298894885633513,-1565
"TN","Monroe","47123",4368,11717,0.271557351569785,-7349
"TN","Montgomery","47125",24349,30159,0.446705070815293,-5810
"TN","Moore","47127",705,2053,0.255620014503263,-1348
"TN","Morgan","47129",1722,4668,0.269483568075117,-2946
"TN","Obion","47131",3320,8814,0.273611340036262,-5494
"TN","Overton","47133",2802,4772,0.36994982836018,-1970
"TN","Perry","47135",992,1578,0.385992217898833,-586
"TN","Pickett","47137",711,1707,0.294044665012407,-996
"TN","Polk","47139",1856,4108,0.311200536552649,-2252
"TN","Putnam","47141",7793,17242,0.311284202117036,-9449
"TN","Rhea","47143",2625,7793,0.25196774812824,-5168
"TN","Roane","47145",6014,14719,0.290068972169971,-8705
"TN","Robertson","47147",8289,17641,0.319668337832626,-9352
"TN","Rutherford","47149",36400,60829,0.374373900790916,-24429
"TN","Scott","47151",1452,5117,0.221038209773177,-3665
"TN","Sequatchie","47153",1488,3541,0.295883873533506,-2053
"TN","Sevier","47155",7415,25979,0.222045876504761,-18564
"TN","Shelby","47157",232201,135536,0.631432246415237,96665
"TN","Smith","47159",2467,4492,0.354504957608852,-2025
"TN","Stewart","47161",2069,2963,0.411168521462639,-894
"TN","Sullivan","47163",15303,43528,0.260117965018443,-28225
"TN","Sumner","47165",18571,45979,0.287699457784663,-27408
"TN","Tipton","47167",7020,16395,0.299807815502883,-9375
"TN","Trousdale","47169",1238,1610,0.434691011235955,-372
"TN","Unicoi","47171",1909,5028,0.2751910047571,-3119
"TN","Union","47173",1474,4278,0.256258692628651,-2804
"TN","Van Buren","47175",875,1384,0.387339530765826,-509
"TN","Warren","47177",4748,8007,0.372246177969424,-3259
"TN","Washington","47179",14318,32787,0.303959239995754,-18469
"TN","Wayne","47181",1163,4251,0.214813446619874,-3088
"TN","Weakley","47183",3547,8601,0.291982219295357,-5054
"TN","White","47185",2793,6192,0.31085141903172,-3399
"TN","Williamson","47187",24328,68090,0.263238763011535,-43762
"TN","Wilson","47189",14669,36076,0.289072815055671,-21407
"TX","Anderson","48001",3796,12235,0.23679121701703,-8439
"TX","Andrews","48003",794,3636,0.179232505643341,-2842
"TX","Angelina","48005",7833,20301,0.278417573043293,-12468
"TX","Aransas","48007",2703,6829,0.283571128829207,-4126
"TX","Archer","48009",525,3599,0.127303588748788,-3074
"TX","Armstrong","48011",98,828,0.105831533477322,-730
"TX","Atascosa","48013",5128,7451,0.407663566261229,-2323
"TX","Austin","48015",2252,9260,0.195621959694232,-7008
"TX","Bailey","48017",466,1336,0.258601553829079,-870
"TX","Bandera","48019",1859,7423,0.200280112044818,-5564
"TX","Bastrop","48021",9860,14019,0.412915113698229,-4159
"TX","Baylor","48023",267,1297,0.170716112531969,-1030
"TX","Bee","48025",3451,4354,0.442152466367713,-903
"TX","Bell","48027",35315,49369,0.417020924850031,-14054
"TX","Bexar","48029",263871,240519,0.523148753940403,23352
"TX","Blanco","48031",1220,3637,0.251183858348775,-2417
"TX","Borden","48033",32,324,0.0898876404494382,-292
"TX","Bosque","48035",1366,5873,0.188700096698439,-4507
"TX","Bowie","48037",10184,24840,0.290772042028323,-14656
"TX","Brazoria","48039",34327,70684,0.326889563950443,-36357
"TX","Brazos","48041",17440,37152,0.319460726846424,-19712
"TX","Brewster","48043",1765,1975,0.47192513368984,-210
"TX","Briscoe","48045",117,576,0.168831168831169,-459
"TX","Brooks","48047",1886,507,0.788132051817802,1379
"TX","Brown","48049",1904,11894,0.137991013190317,-9990
"TX","Burleson","48051",1705,4671,0.267409033877039,-2966
"TX","Burnet","48053",3672,12828,0.222545454545455,-9156
"TX","Caldwell","48055",4787,6018,0.443035631652013,-1231
"TX","Calhoun","48057",2510,4145,0.377160030052592,-1635
"TX","Callahan","48059",751,4376,0.146479422664326,-3625
"TX","Cameron","48061",49159,24955,0.66328898723588,24204
"TX","Camp","48063",1428,2878,0.331630283325592,-1450
"TX","Carson","48065",292,2450,0.106491611962071,-2158
"TX","Cass","48067",2921,8747,0.250342817963661,-5826
"TX","Castro","48069",630,1470,0.3,-840
"TX","Chambers","48071",2780,11761,0.191183549962176,-8981
"TX","Cherokee","48073",3935,12291,0.242512017749291,-8356
"TX","Childress","48075",320,1665,0.161209068010076,-1345
"TX","Clay","48077",740,4266,0.147822612864563,-3526
"TX","Cochran","48079",256,648,0.283185840707965,-392
"TX","Coke","48081",179,1216,0.12831541218638,-1037
"TX","Coleman","48083",441,3007,0.127900232018561,-2566
"TX","Collin","48085",100754,195933,0.33959694897316,-95179
"TX","Collingsworth","48087",177,962,0.155399473222125,-785
"TX","Colorado","48089",2024,6015,0.2517726085334,-3991
"TX","Comal","48091",11437,39291,0.225457341113389,-27854
"TX","Comanche","48093",890,3940,0.184265010351967,-3050
"TX","Concho","48095",194,793,0.196555217831814,-599
"TX","Cooke","48097",2240,11901,0.158404638992999,-9661
"TX","Coryell","48099",5141,11193,0.314742255418146,-6052
"TX","Cottle","48101",180,553,0.245566166439291,-373
"TX","Crane","48103",275,985,0.218253968253968,-710
"TX","Crockett","48105",480,957,0.334029227557411,-477
"TX","Crosby","48107",639,1132,0.360813099943535,-493
"TX","Culberson","48109",566,294,0.658139534883721,272
"TX","Dallam","48111",253,1248,0.168554297135243,-995
"TX","Dallas","48113",403170,294339,0.578014047130575,108831
"TX","Dawson","48115",1017,2591,0.281873614190687,-1574
"TX","De Witt","48123",1463,5114,0.222441842785464,-3651
"TX","Deaf Smith","48117",1239,3042,0.289418360196216,-1803
"TX","Delta","48119",454,1524,0.229524772497472,-1070
"TX","Denton","48121",79917,156105,0.338599791544856,-76188
"TX","Dickens","48125",216,793,0.214073339940535,-577
"TX","Dimmit","48127",2141,762,0.737512917671374,1379
"TX","Donley","48129",226,1286,0.149470899470899,-1060
"TX","Duval","48131",3331,979,0.772853828306264,2352
"TX","Eastland","48133",970,5443,0.151255262747544,-4473
"TX","Ector","48135",8095,23936,0.252723923698917,-15841
"TX","Edwards","48137",232,641,0.265750286368843,-409
"TX","El Paso","48141",112273,56517,0.665163813022098,55756
"TX","Ellis","48139",13803,39353,0.259669651591542,-25550
"TX","Erath","48143",1965,10325,0.159886086248983,-8360
"TX","Falls","48145",2033,3356,0.377249953609204,-1323
"TX","Fannin","48147",2482,8143,0.2336,-5661
"TX","Fayette","48149",2311,8098,0.222019406283024,-5787
"TX","Fisher","48151",512,1094,0.318804483188045,-582
"TX","Floyd","48153",551,1523,0.265670202507232,-972
"TX","Foard","48155",140,346,0.288065843621399,-206
"TX","Fort Bend","48157",101043,116028,0.465483643600481,-14985
"TX","Franklin","48159",750,3446,0.178741658722593,-2696
"TX","Freestone","48161",1848,5644,0.246663107314469,-3796
"TX","Frio","48163",2376,1559,0.603811944091487,817
"TX","Gaines","48165",535,3484,0.133117690967902,-2949
"TX","Galveston","48167",39162,68594,0.363432198671072,-29432
"TX","Garza","48169",276,1262,0.179453836150845,-986
"TX","Gillespie","48171",2055,10305,0.16626213592233,-8250
"TX","Glasscock","48173",44,526,0.0771929824561404,-482
"TX","Goliad","48175",1127,2294,0.329435837474423,-1167
"TX","Gonzales","48177",1773,4213,0.296191112596057,-2440
"TX","Gray","48179",885,6428,0.121017366333926,-5543
"TX","Grayson","48181",10665,30907,0.256542865390166,-20242
"TX","Gregg","48183",12336,28665,0.300870710470476,-16329
"TX","Grimes","48185",2339,6141,0.275825471698113,-3802
"TX","Guadalupe","48187",15654,32959,0.322012630366363,-17305
"TX","Hale","48189",2228,6417,0.257721226142279,-4189
"TX","Hall","48191",265,832,0.241567912488605,-567
"TX","Hamilton","48193",591,2918,0.168424052436592,-2327
"TX","Hansford","48195",158,1787,0.0812339331619537,-1629
"TX","Hardeman","48197",302,1176,0.204330175913396,-874
"TX","Hardin","48199",3358,17744,0.159131835844944,-14386
"TX","Harris","48201",585451,584866,0.500249932283304,585
"TX","Harrison","48203",8431,17471,0.325496100687206,-9040
"TX","Hartley","48205",183,1700,0.0971853425385024,-1517
"TX","Haskell","48207",551,1422,0.279270146984288,-871
"TX","Hays","48209",25448,31577,0.446260412099956,-6129
"TX","Hemphill","48211",192,1298,0.128859060402685,-1106
"TX","Henderson","48213",6094,21202,0.223256154747948,-15108
"TX","Hidalgo","48215",97879,39786,0.710994079831475,58093
"TX","Hill","48217",2745,9128,0.231196833150846,-6383
"TX","Hockley","48219",1482,5543,0.210960854092527,-4061
"TX","Hood","48221",3829,18341,0.172710870545783,-14512
"TX","Hopkins","48223",2775,9834,0.220080894599096,-7059
"TX","Houston","48225",2235,5839,0.276814466187763,-3604
"TX","Howard","48227",1042,4032,0.205360662199448,-2990
"TX","Hudspeth","48229",379,471,0.445882352941176,-92
"TX","Hunt","48231",6658,20976,0.240935079973945,-14318
"TX","Hutchinson","48233",1042,6797,0.132925117999745,-5755
"TX","Irion","48235",112,668,0.143589743589744,-556
"TX","Jack","48237",303,2580,0.105098855359001,-2277
"TX","Jackson","48239",1068,3903,0.214846107423054,-2835
"TX","Jasper","48241",3402,9924,0.255290409725349,-6522
"TX","Jeff Davis","48243",440,717,0.380293863439931,-277
"TX","Jefferson","48245",44626,43214,0.508037340619308,1412
"TX","Jim Hogg","48247",1301,356,0.785153892576946,945
"TX","Jim Wells","48249",6492,4595,0.585550644899432,1897
"TX","Johnson","48251",10481,37609,0.217945518818881,-27128
"TX","Jones","48253",1225,4258,0.223417836950575,-3033
"TX","Karnes","48255",1324,2823,0.319266939956595,-1499
"TX","Kaufman","48257",9451,24804,0.275901328273245,-15353
"TX","Kendall","48259",3035,14467,0.173408753285339,-11432
"TX","Kenedy","48261",82,83,0.496969696969697,-1
"TX","Kent","48263",66,334,0.165,-268
"TX","Kerr","48265",4325,17225,0.200696055684455,-12900
"TX","Kimble","48267",217,1667,0.115180467091295,-1450
"TX","King","48269",5,139,0.0347222222222222,-134
"TX","Kinney","48271",522,880,0.372325249643367,-358
"TX","Kleberg","48273",4752,4056,0.539509536784741,696
"TX","Knox","48275",332,1160,0.222520107238606,-828
"TX","La Salle","48283",965,669,0.590575275397797,296
"TX","La Vaca","48285",1427,6788,0.173706634205721,-5361
"TX","Lamar","48277",4173,12814,0.245658444693001,-8641
"TX","Lamb","48279",998,3056,0.246176615688209,-2058
"TX","Lampasas","48281",1457,5583,0.206960227272727,-4126
"TX","Lee","48287",1630,4504,0.265731985653733,-2874
"TX","Leon","48289",1061,5812,0.154372180998109,-4751
"TX","Liberty","48291",5196,17304,0.230933333333333,-12108
"TX","Limestone","48293",2208,5288,0.294557097118463,-3080
"TX","Lipscomb","48295",119,1044,0.102321582115219,-925
"TX","Live Oak","48297",915,3153,0.224926253687316,-2238
"TX","Llano","48299",1818,7560,0.193857965451056,-5742
"TX","Loving","48301",9,54,0.142857142857143,-45
"TX","Lubbock","48303",26088,63133,0.292397529729548,-37045
"TX","Lynn","48305",464,1377,0.252036936447583,-913
"TX","Madison","48313",964,3028,0.241482965931864,-2064
"TX","Marion","48315",1487,2730,0.35262034621769,-1243
"TX","Martin","48317",247,1338,0.15583596214511,-1091
"TX","Mason","48319",380,1562,0.1956745623069,-1182
"TX","Matagorda","48321",3972,8026,0.331055175862644,-4054
"TX","Maverick","48323",8302,2171,0.792705051083739,6131
"TX","McCulloch","48307",537,2419,0.181664411366712,-1882
"TX","McLennan","48309",25688,47885,0.349149823984342,-22197
"TX","McMullen","48311",67,436,0.133200795228628,-369
"TX","Medina","48325",4760,11016,0.301724137931034,-6256
"TX","Menard","48327",170,663,0.204081632653061,-493
"TX","Midland","48329",8223,35452,0.188277046365197,-27229
"TX","Milam","48331",2632,5478,0.324537607891492,-2846
"TX","Mills","48333",279,1882,0.129106894956039,-1603
"TX","Mitchell","48335",536,1754,0.234061135371179,-1218
"TX","Montague","48337",1116,6539,0.14578706727629,-5423
"TX","Montgomery","48339",32852,137822,0.192483916706704,-104970
"TX","Moore","48341",963,3967,0.195334685598377,-3004
"TX","Morris","48343",1856,3226,0.365210547028729,-1370
"TX","Motley","48345",55,538,0.0927487352445194,-483
"TX","Nacogdoches","48347",6441,13910,0.316495503906442,-7469
"TX","Navarro","48349",4348,10838,0.286316344001054,-6490
"TX","Newton","48351",1721,4399,0.281209150326797,-2678
"TX","Nolan","48353",1216,3277,0.270643222791008,-2061
"TX","Nueces","48355",45666,48779,0.483519508708772,-3113
"TX","Ochiltree","48357",253,2718,0.0851565129585998,-2465
"TX","Oldham","48359",71,786,0.0828471411901984,-715
"TX","Orange","48361",6797,23361,0.225379667086677,-16564
"TX","Palo Pinto","48363",1810,7392,0.196696370354271,-5582
"TX","Panola","48365",2211,7941,0.217789598108747,-5730
"TX","Parker","48367",7804,38980,0.166809165526676,-31176
"TX","Parmer","48369",528,2005,0.208448480063166,-1477
"TX","Pecos","48371",1591,2512,0.387765049963441,-921
"TX","Polk","48373",4836,14019,0.25648369132856,-9183
"TX","Potter","48375",7114,18905,0.273415580921634,-11791
"TX","Presidio","48377",1273,504,0.716375914462577,769
"TX","Rains","48379",754,3265,0.187608857924857,-2511
"TX","Randall","48381",7553,41366,0.154398086633006,-33813
"TX","Reagan","48383",158,676,0.189448441247002,-518
"TX","Real","48385",277,1236,0.183079973562459,-959
"TX","Red River","48387",1482,3549,0.294573643410853,-2067
"TX","Reeves","48389",1649,1185,0.581863091037403,464
"TX","Refugio","48391",998,1659,0.375611592021076,-661
"TX","Roberts","48393",25,408,0.0577367205542725,-383
"TX","Robertson","48395",2792,4416,0.387347391786903,-1624
"TX","Rockwall","48397",8112,27098,0.230389094007384,-18986
"TX","Runnels","48399",517,3103,0.142817679558011,-2586
"TX","Rusk","48401",4451,13924,0.242231292517007,-9473
"TX","Sabine","48403",806,3726,0.177846425419241,-2920
"TX","San Augustine","48405",1193,2469,0.325778263244129,-1276
"TX","San Jacinto","48407",2410,7105,0.253284287966369,-4695
"TX","San Patricio","48409",7854,11994,0.395707376058041,-4140
"TX","San Saba","48411",323,1905,0.144973070017953,-1582
"TX","Schleicher","48413",220,781,0.21978021978022,-561
"TX","Scurry","48415",837,4121,0.168818071803146,-3284
"TX","Shackelford","48417",131,1218,0.0971089696071164,-1087
"TX","Shelby","48419",2318,6870,0.252285589899869,-4552
"TX","Sherman","48421",121,908,0.117589893100097,-787
"TX","Smith","48423",22101,61858,0.263235626913136,-39757
"TX","Somervell","48425",609,2858,0.175656186905105,-2249
"TX","Starr","48427",10248,1540,0.869358669833729,8708
"TX","Stephens","48429",475,2891,0.141117052881759,-2416
"TX","Sterling","48431",31,459,0.063265306122449,-428
"TX","Stonewall","48433",160,507,0.239880059970015,-347
"TX","Sutton","48435",369,1110,0.249492900608519,-741
"TX","Swisher","48437",579,1654,0.259292431706225,-1075
"TX","Tarrant","48439",252789,348686,0.420281807223908,-95897
"TX","Taylor","48441",9725,32853,0.228404340269623,-23128
"TX","Terrell","48443",184,358,0.339483394833948,-174
"TX","Terry","48445",1059,2602,0.28926522807976,-1543
"TX","Throckmorton","48447",109,700,0.134734239802225,-591
"TX","Titus","48449",2638,6062,0.303218390804598,-3424
"TX","Tom Green","48451",9246,26749,0.256869009584665,-17503
"TX","Travis","48453",231540,139503,0.624024708726482,92037
"TX","Trinity","48455",1614,4537,0.262396358315721,-2923
"TX","Tyler","48457",1659,5889,0.219793322734499,-4230
"TX","Upshur","48459",2953,11948,0.198174619153077,-8995
"TX","Upton","48461",332,952,0.258566978193146,-620
"TX","Uvalde","48463",3824,4526,0.457964071856287,-702
"TX","Val Verde","48465",6267,5612,0.527569660745854,655
"TX","Van Zandt","48467",3083,15790,0.163355057489535,-12707
"TX","Victoria","48469",8795,19684,0.308824045788125,-10889
"TX","Walker","48471",5283,9569,0.355709668731484,-4286
"TX","Waller","48473",6401,9158,0.411401761038627,-2757
"TX","Ward","48475",836,2364,0.26125,-1528
"TX","Washington","48477",3378,10850,0.237419173460782,-7472
"TX","Webb","48479",37592,11074,0.77244893765668,26518
"TX","Wharton","48481",4235,9750,0.302824454772971,-5515
"TX","Wheeler","48483",232,1878,0.109952606635071,-1646
"TX","Wichita","48485",10490,29756,0.260647020821945,-19266
"TX","Wilbarger","48487",971,2956,0.247262541380188,-1985
"TX","Willacy","48489",3595,1415,0.717564870259481,2180
"TX","Williamson","48491",61812,96910,0.389435616990713,-35098
"TX","Wilson","48493",4819,12205,0.283070958646617,-7386
"TX","Winkler","48495",398,1331,0.230190861769809,-933
"TX","Wise","48497",3219,17178,0.157817326077364,-13959
"TX","Wood","48499",3052,14317,0.175715354942714,-11265
"TX","Yoakum","48501",409,1698,0.194114855244423,-1289
"TX","Young","48503",992,6225,0.137453235416378,-5233
"TX","Zapata","48505",2517,993,0.717094017094017,1524
"TX","Zavala","48507",3042,574,0.841261061946903,2468
"UT","Beaver","49001",341,2153,0.13672814755413,-1812
"UT","Box Elder","49003",1830,15969,0.102814764874431,-14139
